fecha,ccaa,Hosp_Totales,Hosp_7días,UCI_Totales,UCI_7dias,Hosp_actual,%CamasCovid,UCI_actual,%CamasUCI,Ingresos_24horas,Altas_24horas
2020-04-27,Galicia,2.746 ,11 ,83¥ , ,,,,,,
2020-04-27,La Rioja,1.392 ,12 ,85 ,1 ,,,,,,
2020-04-27,País Vasco,6.457 ,31 ,538 ,5 ,,,,,,
2020-04-27,Navarra,1.942 ,0 ,130 ,1 ,,,,,,
2020-04-27,Murcia,627 ,0 ,106 ,0 ,,,,,,
2020-04-27,Melilla,44 ,0 ,3 ,0 ,,,,,,
2020-04-27,Madrid,39.472 , ,3.309 , ,,,,,,
2020-04-27,Extremadura,1.490 ,10 ,108 ,0 ,,,,,,
2020-04-27,C. Valenciana,5.032 ,19 ,656 ,2 ,,,,,,
2020-04-27,Ceuta,10 ,0 ,4 ,0 ,,,,,,
2020-04-27,Castilla y León,7.703 ,50 ,518 ,3 ,,,,,,
2020-04-27,Castilla La Mancha,8.444 ,27 ,579 ,14 ,,,,,,
2020-04-27,Cantabria,995 ,4 ,78 ,0 ,,,,,,
2020-04-27,Canarias,881 ,1 ,171 ,0 ,,,,,,
2020-04-27,Baleares,1.062 ,0 ,166 ,0 ,,,,,,
2020-04-27,Asturias,1.814 ,24 ,137 ,3 ,,,,,,
2020-04-27,Aragón,2.403 ,8 ,257 ,0 ,,,,,,
2020-04-27,Andalucía,5.768 ,20 ,720 ,4 ,,,,,,
2020-04-27,Cataluña,25.799 ,134 ,2.724 ,141 ,,,,,,
2020-04-28,Melilla,44 ,0 ,3 ,0 ,,,,,,
2020-04-28,Madrid,39.634 ,162 ,3.338 ,29 ,,,,,,
2020-04-28,Murcia,629 ,2 ,106 ,0 ,,,,,,
2020-04-28,Galicia,2.758 ,12 ,73¥ , ,,,,,,
2020-04-28,País Vasco,6.482 ,25 ,539 ,1 ,,,,,,
2020-04-28,La Rioja,1.400 ,8 ,87 ,2 ,,,,,,
2020-04-28,Extremadura,1.505 ,15 ,108 ,0 ,,,,,,
2020-04-28,Navarra,1.945 ,3 ,130 ,0 ,,,,,,
2020-04-28,C. Valenciana,5.046 ,14 ,659 ,3 ,,,,,,
2020-04-28,Ceuta,10 ,0 ,4 ,0 ,,,,,,
2020-04-28,Aragón,2.425 ,22 ,258 ,1 ,,,,,,
2020-04-28,Castilla y León,7.777 ,74 ,522 ,4 ,,,,,,
2020-04-28,Castilla La Mancha,8.464 ,20 ,584 ,5 ,,,,,,
2020-04-28,Cataluña,26.230 ,431 ,2.750 ,26 ,,,,,,
2020-04-28,Cantabria,1.000 ,5 ,78 ,0 ,,,,,,
2020-04-28,Canarias,900 ,19 ,174 ,3 ,,,,,,
2020-04-28,Baleares,1.074 ,12 ,166 ,0 ,,,,,,
2020-04-28,Asturias,1.843 ,29 ,137 ,0 ,,,,,,
2020-04-28,Andalucía,5.793 ,25 ,721 ,1 ,,,,,,
2020-04-29,C. Valenciana,5.072 ,26 ,662 ,3 ,,,,,,
2020-04-29,Extremadura,1.526 ,21 ,108 ,0 ,,,,,,
2020-04-29,Galicia,2.736 , ,308 , ,,,,,,
2020-04-29,Cantabria,1.006 ,6 ,79 ,1 ,,,,,,
2020-04-29,Melilla,44 ,0 ,3 ,0 ,,,,,,
2020-04-29,Ceuta,10 ,0 ,4 ,0 ,,,,,,
2020-04-29,Murcia,635 ,6 ,106 ,0 ,,,,,,
2020-04-29,Madrid,39.850 ,216 ,3.355 ,17 ,,,,,,
2020-04-29,Cataluña,26.546 ,316 ,2.768 ,18 ,,,,,,
2020-04-29,Baleares,1.079 ,5 ,166 ,0 ,,,,,,
2020-04-29,Castilla La Mancha,8.523 ,59 ,588 ,4 ,,,,,,
2020-04-29,Canarias,906 ,6 ,176 ,2 ,,,,,,
2020-04-29,Navarra,1.951 ,6 ,130 ,0 ,,,,,,
2020-04-29,Asturias,1.886 ,43 ,137 ,0 ,,,,,,
2020-04-29,Aragón,2.454 ,29 ,258 ,0 ,,,,,,
2020-04-29,Andalucía,5.832 ,39 ,722 ,1 ,,,,,,
2020-04-29,La Rioja,1.413 ,13 ,87 ,0 ,,,,,,
2020-04-29,Castilla y León,7.854 ,77 ,524 ,2 ,,,,,,
2020-04-29,País Vasco,6.522 ,40 ,540 ,1 ,,,,,,
2020-04-30,Melilla,44 ,0 ,3 ,0 ,,,,,,
2020-04-30,Madrid,40.076 ,226 ,3.377 ,22 ,,,,,,
2020-04-30,Murcia,637 ,2 ,108 ,2 ,,,,,,
2020-04-30,Galicia,2.747 ,11 ,310 ,2 ,,,,,,
2020-04-30,País Vasco,6.561 ,39 ,541 ,1 ,,,,,,
2020-04-30,La Rioja,1.424 ,11 ,88 ,1 ,,,,,,
2020-04-30,Extremadura,1.550 ,24 ,108 ,1 ,,,,,,
2020-04-30,Navarra,1.965 ,14 ,132 ,2 ,,,,,,
2020-04-30,C. Valenciana,5.096 ,24 ,663 ,1 ,,,,,,
2020-04-30,Ceuta,10 ,0 ,4 ,0 ,,,,,,
2020-04-30,Andalucía,5.874 ,42 ,721 ,0 ,,,,,,
2020-04-30,Aragón,2.477 ,23 ,258 ,0 ,,,,,,
2020-04-30,Asturias,1.915 ,29 ,137 ,0 ,,,,,,
2020-04-30,Baleares,1.082 ,3 ,167 ,1 ,,,,,,
2020-04-30,Canarias,909 ,3 ,176 ,0 ,,,,,,
2020-04-30,Cataluña,26.763 ,217 ,2.784 ,16 ,,,,,,
2020-04-30,Castilla La Mancha,8.567 ,44 ,592 ,4 ,,,,,,
2020-04-30,Castilla y León,7.957 ,103 ,528 ,4 ,,,,,,
2020-04-30,Cantabria,1.007 ,1 ,79 ,0 ,,,,,,
2020-05-01,La Rioja,1.433 ,9 ,88 ,0 ,,,,,,
2020-05-01,C. Valenciana,5.126 ,30 ,694 ,31 ,,,,,,
2020-05-01,País Vasco,6.607 ,46 ,544 ,3 ,,,,,,
2020-05-01,Navarra,1.977 ,12 ,132 ,0 ,,,,,,
2020-05-01,Murcia,638 ,1 ,109 ,1 ,,,,,,
2020-05-01,Melilla,44 ,0 ,3 ,0 ,,,,,,
2020-05-01,Madrid,40.293 ,217 ,3.392 ,15 ,,,,,,
2020-05-01,Galicia,2.759 ,12 ,313 ,3 ,,,,,,
2020-05-01,Extremadura,1.565 ,15 ,108 ,0 ,,,,,,
2020-05-01,Cataluña,26.932 ,169 ,2.795 ,11 ,,,,,,
2020-05-01,Cantabria,1.009 ,2 ,79 ,0 ,,,,,,
2020-05-01,Castilla y León,8.010 ,53 ,531 ,3 ,,,,,,
2020-05-01,Castilla La Mancha,8.618 ,51 ,596 ,4 ,,,,,,
2020-05-01,Canarias,914 ,5 ,176 ,0 ,,,,,,
2020-05-01,Baleares,1.090 ,8 ,167 ,0 ,,,,,,
2020-05-01,Asturias,1.938 ,23 ,140 ,3 ,,,,,,
2020-05-01,Aragón,2.494 ,17 ,260 ,2 ,,,,,,
2020-05-01,Andalucía,5.936 ,62 ,729 ,8 ,,,,,,
2020-05-01,Ceuta,10 ,0 ,4 ,0 ,,,,,,
2020-05-02,Madrid,40.457 ,164 ,3.404 ,12 ,,,,,,
2020-05-02,Galicia,2.769 ,10 ,313 ,0 ,,,,,,
2020-05-02,Melilla,44 ,0 ,3 ,0 ,,,,,,
2020-05-02,Cantabria,1.009 ,0 ,79 ,0 ,,,,,,
2020-05-02,Navarra,1.979 ,2 ,132 ,0 ,,,,,,
2020-05-02,País Vasco,6.659 ,52 ,551 ,7 ,,,,,,
2020-05-02,Extremadura,1.592 ,27 ,108 ,0 ,,,,,,
2020-05-02,La Rioja,1.439 ,6 ,88 ,0 ,,,,,,
2020-05-02,Murcia,639 ,1 ,110 ,1 ,,,,,,
2020-05-02,C. Valenciana,5.153 ,27 ,695 ,1 ,,,,,,
2020-05-02,Baleares,1.094 ,4 ,167 ,0 ,,,,,,
2020-05-02,Cataluña,27.049 ,117 ,2.811 ,16 ,,,,,,
2020-05-02,Castilla y León,8.054 ,44 ,531 ,0 ,,,,,,
2020-05-02,Castilla La Mancha,8.645 ,27 ,601 ,5 ,,,,,,
2020-05-02,Canarias,918 ,4 ,176 ,0 ,,,,,,
2020-05-02,Asturias,1.974 ,36 ,141 ,1 ,,,,,,
2020-05-02,Aragón,2.503 ,9 ,260 ,0 ,,,,,,
2020-05-02,Andalucía,5.962 ,26 ,735 ,6 ,,,,,,
2020-05-02,Ceuta,10 ,0 ,4 ,0 ,,,,,,
2020-05-03,Murcia,641 ,2 ,110 ,0 ,,,,,,
2020-05-03,Melilla,44 ,0 ,3 ,0 ,,,,,,
2020-05-03,Madrid,40.597 ,140 ,3.421 ,17 ,,,,,,
2020-05-03,Galicia,2.774 ,5 ,315 ,2 ,,,,,,
2020-05-03,Extremadura,1.603 ,11 ,108 ,0 ,,,,,,
2020-05-03,C. Valenciana,5.181 ,28 ,698 ,3 ,,,,,,
2020-05-03,Ceuta,10 ,0 ,4 ,0 ,,,,,,
2020-05-03,Cataluña,27.257 ,208 ,2.844 ,33 ,,,,,,
2020-05-03,Canarias,919 ,1 ,176 ,0 ,,,,,,
2020-05-03,Castilla La Mancha,8.676 ,31 ,604 ,3 ,,,,,,
2020-05-03,Cantabria,1.010 ,1 ,79 ,0 ,,,,,,
2020-05-03,Baleares,1.099 ,5 ,167 ,0 ,,,,,,
2020-05-03,Asturias,1.995 ,21 ,142 ,1 ,,,,,,
2020-05-03,Aragón,2.519 ,16 ,260 ,0 ,,,,,,
2020-05-03,Andalucía,5.961 ,0 ,736 ,1 ,,,,,,
2020-05-03,La Rioja,1.446 ,7 ,88 ,0 ,,,,,,
2020-05-03,Navarra,1.986 ,7 ,133 ,1 ,,,,,,
2020-05-03,Castilla y León,8.085 ,31 ,533 ,2 ,,,,,,
2020-05-03,País Vasco,6.692 ,33 ,553 ,2 ,,,,,,
2020-05-04,Melilla,44 ,0 ,3 ,0 ,,,,,,
2020-05-04,Madrid,40.741 ,144 ,3.431 ,10 ,,,,,,
2020-05-04,Murcia,645 ,4 ,110 ,0 ,,,,,,
2020-05-04,Galicia,2.782 ,8 ,315 ,0 ,,,,,,
2020-05-04,País Vasco,6.719 ,27 ,554 ,1 ,,,,,,
2020-05-04,La Rioja,1.449 ,3 ,88 ,0 ,,,,,,
2020-05-04,Extremadura,1.618 ,15 ,108 ,0 ,,,,,,
2020-05-04,Navarra,1.990 ,4 ,133 ,0 ,,,,,,
2020-05-04,C. Valenciana,5.204 ,23 ,700 ,2 ,,,,,,
2020-05-04,Ceuta,10 ,0 ,4 ,0 ,,,,,,
2020-05-04,Cataluña,27.321 ,64 ,2.847 ,3 ,,,,,,
2020-05-04,Aragón,2.526 ,7 ,260 ,0 ,,,,,,
2020-05-04,Asturias,2.014 ,19 ,142 ,0 ,,,,,,
2020-05-04,Baleares,1.102 ,3 ,167 ,0 ,,,,,,
2020-05-04,Canarias,919 ,0 ,175 ,0 ,,,,,,
2020-05-04,Andalucía,5.973 ,12 ,738 ,2 ,,,,,,
2020-05-04,Castilla La Mancha,8.698 ,22 ,606 ,2 ,,,,,,
2020-05-04,Castilla y León,8.123 ,38 ,534 ,1 ,,,,,,
2020-05-04,Cantabria,1.011 ,1 ,79 ,0 ,,,,,,
2020-05-05,La Rioja,1.452 ,3 ,90 ,2 ,,,,,,
2020-05-05,C. Valenciana,5.214 ,10 ,701 ,1 ,,,,,,
2020-05-05,País Vasco,6.736 ,17 ,556 ,2 ,,,,,,
2020-05-05,Navarra,1.995 ,5 ,134 ,1 ,,,,,,
2020-05-05,Murcia,650 ,5 ,111 ,1 ,,,,,,
2020-05-05,Melilla,44 ,0 ,3 ,0 ,,,,,,
2020-05-05,Madrid,40.851 ,110 ,3.442 ,11 ,,,,,,
2020-05-05,Galicia,2.792 ,10 ,317 ,2 ,,,,,,
2020-05-05,Extremadura,1.629 ,11 ,108 ,0 ,,,,,,
2020-05-05,Ceuta,10 ,0 ,4 ,0 ,,,,,,
2020-05-05,Cataluña,27.745 ,424 ,2.856 ,9 ,,,,,,
2020-05-05,Castilla y León,8.153 ,30 ,537 ,3 ,,,,,,
2020-05-05,Castilla La Mancha,8.725 ,27 ,609 ,3 ,,,,,,
2020-05-05,Cantabria,1.015 ,4 ,79 ,0 ,,,,,,
2020-05-05,Canarias,920 ,1 ,176 ,1 ,,,,,,
2020-05-05,Baleares,1.110 ,8 ,168 ,1 ,,,,,,
2020-05-05,Asturias,2.046 ,32 ,142 ,0 ,,,,,,
2020-05-05,Aragón,2.539 ,13 ,260 ,0 ,,,,,,
2020-05-05,Andalucía,5.983 ,10 ,738 ,0 ,,,,,,
2020-05-06,Extremadura,1.650 ,21 ,108 ,0 ,,,,,,
2020-05-06,Galicia,2.811 ,19 ,319 ,2 ,,,,,,
2020-05-06,Madrid,41.031 ,180 ,3.465 ,23 ,,,,,,
2020-05-06,Melilla,44 ,0 ,3 ,0 ,,,,,,
2020-05-06,La Rioja,1.458 ,6 ,91 ,1 ,,,,,,
2020-05-06,Navarra,2.005 ,10 ,135 ,1 ,,,,,,
2020-05-06,País Vasco,6.781 ,45 ,559 ,3 ,,,,,,
2020-05-06,C. Valenciana,5.225 ,11 ,701 ,0 ,,,,,,
2020-05-06,Murcia,650 ,0 ,111 ,0 ,,,,,,
2020-05-06,Cataluña,28.085 ,340 ,2.871 ,15 ,,,,,,
2020-05-06,Cantabria,1.018 ,3 ,79 ,0 ,,,,,,
2020-05-06,Castilla y León,8.246 ,93 ,538 ,1 ,,,,,,
2020-05-06,Castilla La Mancha,8.765 ,40 ,612 ,3 ,,,,,,
2020-05-06,Canarias,920 ,0 ,176 ,0 ,,,,,,
2020-05-06,Baleares,1.122 ,12 ,168 ,0 ,,,,,,
2020-05-06,Asturias,2.081 ,35 ,142 ,0 ,,,,,,
2020-05-06,Aragón,2.552 ,13 ,260 ,0 ,,,,,,
2020-05-06,Andalucía,6.012 ,29 ,740 ,2 ,,,,,,
2020-05-06,Ceuta,10 ,0 ,4 ,0 ,,,,,,
2020-05-07,Extremadura,1.664 ,14 ,108 ,0 ,,,,,,
2020-05-07,Galicia,2.833 ,22 ,320 ,1 ,,,,,,
2020-05-07,Madrid,41.159 ,128 ,3.485 ,20 ,,,,,,
2020-05-07,País Vasco,6.797 ,16 ,561 ,2 ,,,,,,
2020-05-07,Murcia,652 ,2 ,111 ,0 ,,,,,,
2020-05-07,Navarra,2.015 ,10 ,135 ,0 ,,,,,,
2020-05-07,C. Valenciana,5.252 ,27 ,704 ,3 ,,,,,,
2020-05-07,La Rioja,1.463 ,5 ,91 ,0 ,,,,,,
2020-05-07,Melilla,44 ,0 ,3 ,0 ,,,,,,
2020-05-07,Ceuta,10 ,0 ,4 ,0 ,,,,,,
2020-05-07,Cantabria,1.020 ,2 ,79 ,0 ,,,,,,
2020-05-07,Castilla y León,8.300 ,54 ,541 ,3 ,,,,,,
2020-05-07,Castilla La Mancha,8.796 ,31 ,613 ,1 ,,,,,,
2020-05-07,Canarias,921 ,1 ,176 ,0 ,,,,,,
2020-05-07,Baleares,1.132 ,10 ,169 ,1 ,,,,,,
2020-05-07,Asturias,2.117 ,36 ,143 ,1 ,,,,,,
2020-05-07,Aragón,2.564 ,12 ,262 ,2 ,,,,,,
2020-05-07,Andalucía,6.027 ,15 ,744 ,4 ,,,,,,
2020-05-07,Cataluña,28.248 ,163 ,2.891 ,20 ,,,,,,
2020-05-08,Galicia,2.857 ,24 ,321 ,1 ,,,,,,
2020-05-08,Madrid,41.304 ,145 ,3.493 ,8 ,,,,,,
2020-05-08,Melilla,44 ,0 ,3 ,0 ,,,,,,
2020-05-08,Cantabria,1.022 ,2 ,79 ,0 ,,,,,,
2020-05-08,Navarra,2.015 ,0 ,135 ,0 ,,,,,,
2020-05-08,País Vasco,6.818 ,21 ,566 ,5 ,,,,,,
2020-05-08,Extremadura,1.678 ,14 ,109 ,1 ,,,,,,
2020-05-08,La Rioja,1.469 ,6 ,91 ,0 ,,,,,,
2020-05-08,Murcia,659 ,7 ,113 ,2 ,,,,,,
2020-05-08,C. Valenciana,5.287 ,35 ,706 ,2 ,,,,,,
2020-05-08,Baleares,1.135 ,3 ,168 ,0 ,,,,,,
2020-05-08,Cataluña,28.608 ,360 ,2.949 ,58 ,,,,,,
2020-05-08,Castilla y León,8.357 ,57 ,543 ,2 ,,,,,,
2020-05-08,Castilla La Mancha,8.828 ,32 ,617 ,4 ,,,,,,
2020-05-08,Canarias,927 ,6 ,176 ,0 ,,,,,,
2020-05-08,Ceuta,11 ,1 ,4 ,0 ,,,,,,
2020-05-08,Asturias,2.141 ,24 ,144 ,1 ,,,,,,
2020-05-08,Aragón,2.578 ,14 ,263 ,1 ,,,,,,
2020-05-08,Andalucía,6.038 ,11 ,742 ,0 ,,,,,,
2020-05-09,Galicia,2.876 ,19 ,323 ,2 ,,,,,,
2020-05-09,Madrid,41.436 ,132 ,3.508 ,15 ,,,,,,
2020-05-09,Melilla,44 ,0 ,3 ,0 ,,,,,,
2020-05-09,La Rioja,1.473 ,4 ,91 ,0 ,,,,,,
2020-05-09,Navarra,2.021 ,6 ,135 ,0 ,,,,,,
2020-05-09,País Vasco,6.865 ,47 ,568 ,2 ,,,,,,
2020-05-09,Extremadura,1.695 ,17 ,109 ,0 ,,,,,,
2020-05-09,Murcia,662 ,3 ,113 ,0 ,,,,,,
2020-05-09,C. Valenciana,5.317 ,30 ,709 ,3 ,,,,,,
2020-05-09,Ceuta,11 ,0 ,4 ,0 ,,,,,,
2020-05-09,Castilla y León,8.394 ,37 ,546 ,3 ,,,,,,
2020-05-09,Castilla La Mancha,8.867 ,39 ,621 ,4 ,,,,,,
2020-05-09,Cantabria,1.023 ,1 ,79 ,0 ,,,,,,
2020-05-09,Canarias,935 ,8 ,178 ,2 ,,,,,,
2020-05-09,Baleares,1.141 ,6 ,169 ,1 ,,,,,,
2020-05-09,Asturias,2.166 ,25 ,145 ,1 ,,,,,,
2020-05-09,Aragón,2.583 ,5 ,263 ,0 ,,,,,,
2020-05-09,Andalucía,6.069 ,31 ,745 ,3 ,,,,,,
2020-05-09,Cataluña,28.687 ,79 ,2.983 ,34 ,,,,,,
2020-05-10,C. Valenciana,5.354 ,37 ,716 ,7 ,,,,,,
2020-05-10,Extremadura,1.711 ,16 ,109 ,0 ,,,,,,
2020-05-10,Galicia,2.886 ,10 ,325 ,2 ,,,,,,
2020-05-10,La Rioja,1.474 ,1 ,91 ,0 ,,,,,,
2020-05-10,País Vasco,6.902 ,37 ,571 ,3 ,,,,,,
2020-05-10,Melilla,44 ,0 ,3 ,0 ,,,,,,
2020-05-10,Murcia,662 ,0 ,113 ,0 ,,,,,,
2020-05-10,Navarra,2.023 ,2 ,135 ,0 ,,,,,,
2020-05-10,Madrid,41.559 ,123 ,3.520 ,12 ,,,,,,
2020-05-10,Ceuta,11 ,0 ,4 ,0 ,,,,,,
2020-05-10,Canarias,935 ,0 ,178 ,0 ,,,,,,
2020-05-10,Castilla y León,8.468 ,74 ,546 ,0 ,,,,,,
2020-05-10,Castilla La Mancha,8.895 ,28 ,623 ,2 ,,,,,,
2020-05-10,Cantabria,1.028 ,5 ,79 ,0 ,,,,,,
2020-05-10,Baleares,1.141 ,0 ,169 ,0 ,,,,,,
2020-05-10,Asturias,2.185 ,19 ,147 ,2 ,,,,,,
2020-05-10,Aragón,2.588 ,5 ,263 ,0 ,,,,,,
2020-05-10,Andalucía,6.080 ,11 ,745 ,0 ,,,,,,
2020-05-10,Cataluña,28.784 ,97 ,2.991 ,8 ,,,,,,
2020-05-11,Murcia,665 ,3 ,113 ,0 ,,,,,,
2020-05-11,Melilla,44 ,0 ,3 ,0 ,,,,,,
2020-05-11,Madrid,41.650 ,91 ,3.529 ,9 ,,,,,,
2020-05-11,Galicia,2.902 ,16 ,326 ,1 ,,,,,,
2020-05-11,Extremadura,1.725 ,14 ,109 ,0 ,,,,,,
2020-05-11,C. Valenciana,5.355 ,1 ,716 ,0 ,,,,,,
2020-05-11,Ceuta,11 ,0 ,4 ,0 ,,,,,,
2020-05-11,Cataluña,28.820 ,36 ,2.995 ,4 ,,,,,,
2020-05-11,Canarias,936 ,1 ,178 ,0 ,,,,,,
2020-05-11,Castilla La Mancha,8.918 ,23 ,624 ,1 ,,,,,,
2020-05-11,Cantabria,1.027 ,0 ,79 ,0 ,,,,,,
2020-05-11,Baleares,1.126 ,0 ,169 ,0 ,,,,,,
2020-05-11,Asturias,2.197 ,12 ,149 ,2 ,,,,,,
2020-05-11,Aragón,2.595 ,7 ,263 ,0 ,,,,,,
2020-05-11,Andalucía,6.092 ,12 ,745 ,0 ,,,,,,
2020-05-11,Navarra,2.029 ,6 ,135 ,0 ,,,,,,
2020-05-11,La Rioja,1.475 ,1 ,91 ,0 ,,,,,,
2020-05-11,Castilla y León,8.482 ,14 ,547 ,1 ,,,,,,
2020-05-11,País Vasco,6.922 ,20 ,573 ,2 ,,,,,,
2020-05-12,Madrid,41.735 ,85 ,3.543 ,14 ,,,,,,
2020-05-12,Galicia,2.905 ,3 ,326 ,0 ,,,,,,
2020-05-12,Melilla,44 ,0 ,3 ,0 ,,,,,,
2020-05-12,Navarra,2.039 ,10 ,135 ,0 ,,,,,,
2020-05-12,País Vasco,6.929 ,7 ,574 ,1 ,,,,,,
2020-05-12,La Rioja,1.478 ,3 ,91 ,0 ,,,,,,
2020-05-12,C. Valenciana,5.360 ,5 ,717 ,1 ,,,,,,
2020-05-12,Murcia,665 ,0 ,112 ,0 ,,,,,,
2020-05-12,Ceuta,11 ,0 ,4 ,0 ,,,,,,
2020-05-12,Extremadura,1.737 ,12 ,109 ,0 ,,,,,,
2020-05-12,Castilla y León,8.493 ,11 ,547 ,0 ,,,,,,
2020-05-12,Andalucía,6.101 ,9 ,745 ,0 ,,,,,,
2020-05-12,Aragón,2.606 ,11 ,264 ,1 ,,,,,,
2020-05-12,Asturias,2.212 ,15 ,150 ,1 ,,,,,,
2020-05-12,Baleares,1.127 ,1 ,170 ,1 ,,,,,,
2020-05-12,Cataluña,29.138 ,318 ,2.995 ,0 ,,,,,,
2020-05-12,Cantabria,1.027 ,0 ,79 ,0 ,,,,,,
2020-05-12,Canarias,937 ,1 ,178 ,0 ,,,,,,
2020-05-12,Castilla La Mancha,8.940 ,22 ,629 ,5 ,,,,,,
2020-05-13,La Rioja,1.481 ,3 ,91 ,0 ,,,,,,
2020-05-13,País Vasco,6.955 ,26 ,575 ,1 ,,,,,,
2020-05-13,Navarra,2.042 ,3 ,135 ,0 ,,,,,,
2020-05-13,Murcia,666 ,1 ,112 ,0 ,,,,,,
2020-05-13,Melilla,44 ,0 ,3 ,0 ,,,,,,
2020-05-13,Madrid,41.856 ,121 ,3.555 ,12 ,,,,,,
2020-05-13,Galicia,2.905 ,0 ,327 ,1 ,,,,,,
2020-05-13,C. Valenciana,5.370 ,10 ,717 ,0 ,,,,,,
2020-05-13,Ceuta,11 ,0 ,4 ,0 ,,,,,,
2020-05-13,Extremadura,1.754 ,17 ,109 ,0 ,,,,,,
2020-05-13,Castilla y León,8.517 ,24 ,547 ,0 ,,,,,,
2020-05-13,Cataluña,29.267 ,129 ,3.034 ,39 ,,,,,,
2020-05-13,Aragón,2.614 ,8 ,265 ,1 ,,,,,,
2020-05-13,Asturias,2.239 ,27 ,151 ,1 ,,,,,,
2020-05-13,Baleares,1.132 ,5 ,172 ,2 ,,,,,,
2020-05-13,Andalucía,6.114 ,13 ,750 ,5 ,,,,,,
2020-05-13,Cantabria,1.029 ,2 ,79 ,0 ,,,,,,
2020-05-13,Castilla La Mancha,8.963 ,23 ,632 ,3 ,,,,,,
2020-05-13,Canarias,937 ,0 ,178 ,0 ,,,,,,
2020-05-14,C. Valenciana,5.389 ,19 ,717 ,0 ,,,,,,
2020-05-14,País Vasco,6.994 ,39 ,577 ,2 ,,,,,,
2020-05-14,Navarra,2.045 ,3 ,135 ,0 ,,,,,,
2020-05-14,Murcia,672 ,6 ,112 ,0 ,,,,,,
2020-05-14,Melilla,44 ,0 ,3 ,0 ,,,,,,
2020-05-14,Madrid,41.962 ,106 ,3.564 ,9 ,,,,,,
2020-05-14,Galicia,2.915 ,10 ,327 ,0 ,,,,,,
2020-05-14,La Rioja,1.484 ,3 ,91 ,0 ,,,,,,
2020-05-14,Ceuta,11 ,0 ,4 ,0 ,,,,,,
2020-05-14,Extremadura,1.761 ,7 ,109 ,0 ,,,,,,
2020-05-14,Castilla y León,8.560 ,43 ,548 ,1 ,,,,,,
2020-05-14,Andalucía,6.128 ,14 ,751 ,1 ,,,,,,
2020-05-14,Aragón,2.625 ,11 ,265 ,0 ,,,,,,
2020-05-14,Asturias,2.252 ,13 ,151 ,0 ,,,,,,
2020-05-14,Cataluña,29.305 ,38 ,3.048 ,14 ,,,,,,
2020-05-14,Canarias,937 ,0 ,178 ,0 ,,,,,,
2020-05-14,Cantabria,1.030 ,1 ,79 ,0 ,,,,,,
2020-05-14,Castilla La Mancha,8.980 ,17 ,634 ,2 ,,,,,,
2020-05-14,Baleares,1.131 ,0 ,171 ,0 ,,,,,,
2020-05-15,La Rioja,1.488 ,4 ,91 ,0 ,,,,,,
2020-05-15,País Vasco,7.009 ,15 ,578 ,1 ,,,,,,
2020-05-15,Navarra,2.045 ,0 ,136 ,1 ,,,,,,
2020-05-15,Murcia,675 ,3 ,112 ,0 ,,,,,,
2020-05-15,Melilla,44 ,0 ,3 ,0 ,,,,,,
2020-05-15,Madrid,42.057 ,95 ,3.574 ,10 ,,,,,,
2020-05-15,Galicia,2.921 ,6 ,332 ,5 ,,,,,,
2020-05-15,C. Valenciana,5.415 ,26 ,721 ,4 ,,,,,,
2020-05-15,Ceuta,11 ,0 ,4 ,0 ,,,,,,
2020-05-15,Extremadura,1.772 ,11 ,109 ,0 ,,,,,,
2020-05-15,Castilla y León,8.595 ,35 ,548 ,0 ,,,,,,
2020-05-15,Andalucía,6.146 ,18 ,754 ,3 ,,,,,,
2020-05-15,Aragón,2.637 ,12 ,266 ,1 ,,,,,,
2020-05-15,Asturias,2.268 ,16 ,152 ,1 ,,,,,,
2020-05-15,Cataluña,29.382 ,77 ,3.050 ,2 ,,,,,,
2020-05-15,Canarias,938 ,1 ,178 ,0 ,,,,,,
2020-05-15,Cantabria,1.031 ,1 ,79 ,0 ,,,,,,
2020-05-15,Castilla La Mancha,9.001 ,21 ,635 ,1 ,,,,,,
2020-05-15,Baleares,1.136 ,5 ,171 ,0 ,,,,,,
2020-05-16,País Vasco,7.011 ,2 ,578 ,0 ,,,,,,
2020-05-16,Ceuta,11 ,0 ,4 ,0 ,,,,,,
2020-05-16,Navarra,2.045 ,0 ,136 ,0 ,,,,,,
2020-05-16,Murcia,676 ,1 ,112 ,0 ,,,,,,
2020-05-16,Melilla,44 ,0 ,3 ,0 ,,,,,,
2020-05-16,Madrid,42.157 ,100 ,3.577 ,3 ,,,,,,
2020-05-16,Galicia,2.590 ,3 ,295 ,0 ,,,,,,
2020-05-16,Extremadura,1.772 ,0 ,109 ,0 ,,,,,,
2020-05-16,C. Valenciana,5.435 ,20 ,722 ,1 ,,,,,,
2020-05-16,La Rioja,1.490 ,2 ,91 ,0 ,,,,,,
2020-05-16,Cataluña,29.339 ,0 ,3.049 ,0 ,,,,,,
2020-05-16,Castilla La Mancha,9.027 ,26 ,636 ,1 ,,,,,,
2020-05-16,Andalucía,6.161 ,15 ,758 ,4 ,,,,,,
2020-05-16,Aragón,2.648 ,11 ,266 ,0 ,,,,,,
2020-05-16,Asturias,2.290 ,22 ,152 ,0 ,,,,,,
2020-05-16,Castilla y León,8.649 ,54 ,549 ,1 ,,,,,,
2020-05-16,Canarias,939 ,1 ,178 ,0 ,,,,,,
2020-05-16,Cantabria,1.032 ,1 ,79 ,0 ,,,,,,
