date,cases_accumulated,recovered,deceased,Isla,hospitalized,intensive_care
2020-07-31,99,85,6,Lanzarote,1,1
2020-06-01,80,71,6,Lanzarote,2,0
2020-06-02,80,71,6,Lanzarote,2,0
2020-06-03,80,71,6,Lanzarote,2,0
2020-06-04,80,71,6,Lanzarote,2,0
2020-06-05,80,71,6,Lanzarote,2,0
2020-06-06,81,71,6,Lanzarote,2,0
2020-06-07,81,71,6,Lanzarote,2,0
2020-06-08,81,71,6,Lanzarote,2,0
2020-06-09,81,71,6,Lanzarote,2,0
2020-06-10,81,71,6,Lanzarote,2,0
2020-06-11,81,71,6,Lanzarote,2,0
2020-06-12,82,71,6,Lanzarote,2,0
2020-06-13,82,71,6,Lanzarote,2,0
2020-06-14,82,71,6,Lanzarote,2,0
2020-06-15,82,71,6,Lanzarote,2,0
2020-06-16,82,71,6,Lanzarote,2,0
2020-06-17,82,71,6,Lanzarote,2,0
2020-06-18,82,72,6,Lanzarote,1,0
2020-06-19,82,74,6,Lanzarote,1,0
2020-06-20,82,74,6,Lanzarote,1,0
2020-06-21,82,74,6,Lanzarote,1,0
2020-06-22,82,74,6,Lanzarote,1,0
2020-06-23,82,74,6,Lanzarote,0,0
2020-06-24,82,74,6,Lanzarote,9,2
2020-06-25,82,75,6,Lanzarote,0,0
2020-06-26,82,75,6,Lanzarote,0,0
2020-06-27,82,76,6,Lanzarote,0,0
2020-06-28,82,76,6,Lanzarote,0,0
2020-06-29,82,76,6,Lanzarote,0,0
2020-06-30,82,76,6,Lanzarote,0,0
2020-03-03,0,0,0,Lanzarote,NA,NA
2020-03-04,0,0,0,Lanzarote,NA,NA
2020-03-05,0,0,0,Lanzarote,NA,NA
2020-03-06,0,0,0,Lanzarote,NA,NA
2020-03-07,0,0,0,Lanzarote,NA,NA
2020-03-08,0,0,0,Lanzarote,NA,NA
2020-03-09,0,0,0,Lanzarote,NA,NA
2020-03-10,0,0,0,Lanzarote,NA,NA
2020-03-11,0,0,0,Lanzarote,NA,NA
2020-03-12,0,0,0,Lanzarote,NA,NA
2020-03-13,3,0,0,Lanzarote,NA,NA
2020-03-14,3,0,0,Lanzarote,NA,NA
2020-03-15,3,0,0,Lanzarote,NA,NA
2020-03-16,5,0,0,Lanzarote,NA,NA
2020-03-17,5,0,0,Lanzarote,NA,NA
2020-03-18,6,0,0,Lanzarote,NA,NA
2020-03-19,9,0,0,Lanzarote,NA,NA
2020-03-20,10,0,0,Lanzarote,NA,NA
2020-03-21,12,0,0,Lanzarote,NA,NA
2020-03-22,17,0,0,Lanzarote,NA,NA
2020-03-23,21,0,0,Lanzarote,9,2
2020-03-24,33,0,1,Lanzarote,16,3
2020-03-25,35,2,1,Lanzarote,16,4
2020-03-26,38,2,2,Lanzarote,17,4
2020-03-27,45,3,3,Lanzarote,30,10
2020-03-28,47,3,3,Lanzarote,25,4
2020-03-29,52,3,3,Lanzarote,26,6
2020-03-30,58,4,3,Lanzarote,27,8
2020-03-31,64,4,3,Lanzarote,24,8
2020-05-01,79,55,5,Lanzarote,6,4
2020-05-02,79,55,5,Lanzarote,8,4
2020-05-03,79,55,5,Lanzarote,5,3
2020-05-04,79,55,5,Lanzarote,5,2
2020-05-05,79,56,5,Lanzarote,5,2
2020-05-06,79,60,5,Lanzarote,6,2
2020-05-07,79,61,5,Lanzarote,5,2
2020-05-08,80,65,6,Lanzarote,5,2
2020-05-09,80,65,6,Lanzarote,5,2
2020-05-10,80,65,6,Lanzarote,5,2
2020-05-11,80,65,6,Lanzarote,5,2
2020-05-12,80,65,6,Lanzarote,5,2
2020-05-13,80,68,6,Lanzarote,4,2
2020-05-14,80,69,6,Lanzarote,3,2
2020-05-15,80,69,6,Lanzarote,3,2
2020-05-16,80,69,6,Lanzarote,3,2
2020-05-17,80,69,6,Lanzarote,3,2
2020-05-18,80,69,6,Lanzarote,3,2
2020-05-19,80,69,6,Lanzarote,3,2
2020-05-20,80,69,6,Lanzarote,3,2
2020-05-21,80,70,6,Lanzarote,2,1
2020-05-22,80,70,6,Lanzarote,2,1
2020-05-23,80,70,6,Lanzarote,2,1
2020-05-24,80,70,6,Lanzarote,2,1
2020-05-25,80,71,6,Lanzarote,2,1
2020-05-26,80,71,6,Lanzarote,2,1
2020-05-27,80,71,6,Lanzarote,2,0
2020-05-28,80,71,6,Lanzarote,2,0
2020-05-29,80,71,6,Lanzarote,2,0
2020-05-30,80,71,6,Lanzarote,2,0
2020-05-31,80,71,6,Lanzarote,2,0
2020-11-01,1274,1187,9,Lanzarote,1,1
2020-11-02,1278,1197,9,Lanzarote,1,1
2020-11-03,1283,1206,9,Lanzarote,0,0
2020-11-04,1285,1209,9,Lanzarote,0,0
2020-11-05,1300,1211,9,Lanzarote,0,0
2020-11-06,1302,1221,9,Lanzarote,0,0
2020-11-07,1309,1228,9,Lanzarote,6,0
2020-11-08,1311,1230,9,Lanzarote,1,0
2020-11-09,1311,1234,9,Lanzarote,1,0
2020-11-10,1321,1246,9,Lanzarote,1,0
2020-11-11,1324,1249,9,Lanzarote,0,0
2020-11-12,1329,1258,9,Lanzarote,0,0
2020-11-13,1338,1267,9,Lanzarote,0,0
2020-11-14,1341,1280,9,Lanzarote,0,0
2020-11-15,1341,1282,9,Lanzarote,2,0
2020-11-16,1346,1287,9,Lanzarote,2,0
2020-11-17,1351,1290,9,Lanzarote,2,0
2020-11-18,1357,1294,9,Lanzarote,2,0
2020-11-19,1362,1299,9,Lanzarote,2,0
2020-11-20,1368,1302,9,Lanzarote,2,0
2020-11-21,1375,1306,9,Lanzarote,4,0
2020-11-22,1377,1313,9,Lanzarote,4,0
2020-11-23,1380,1317,9,Lanzarote,4,0
2020-11-24,1382,1320,9,Lanzarote,7,0
2020-11-25,1385,1321,9,Lanzarote,5,0
2020-11-26,1393,1324,9,Lanzarote,4,0
2020-11-27,1399,1330,9,Lanzarote,3,0
2020-11-28,1405,1332,9,Lanzarote,3,0
2020-11-29,1407,1335,9,Lanzarote,3,0
2020-11-30,1408,1346,9,Lanzarote,4,0
2020-10-01,1110,970,9,Lanzarote,7,2
2020-10-02,1110,976,9,Lanzarote,8,2
2020-10-03,1114,988,9,Lanzarote,8,2
2020-10-04,1117,998,9,Lanzarote,6,2
2020-10-05,1122,1020,9,Lanzarote,5,2
2020-10-06,1128,1032,9,Lanzarote,5,2
2020-10-07,1131,1042,9,Lanzarote,6,2
2020-10-08,1138,1051,9,Lanzarote,7,2
2020-10-09,1145,1062,9,Lanzarote,8,2
2020-10-10,1154,1067,9,Lanzarote,6,3
2020-10-11,1163,1074,9,Lanzarote,7,3
2020-10-12,1166,1079,9,Lanzarote,6,2
2020-10-13,1167,1092,9,Lanzarote,8,2
2020-10-14,1167,1096,9,Lanzarote,9,3
2020-10-15,1174,1101,9,Lanzarote,7,2
2020-10-16,1179,1107,9,Lanzarote,7,2
2020-10-17,1186,1112,9,Lanzarote,7,2
2020-10-18,1187,1118,9,Lanzarote,7,2
2020-10-19,1192,1122,9,Lanzarote,7,2
2020-10-20,1211,1130,9,Lanzarote,4,2
2020-10-21,1216,1131,9,Lanzarote,4,2
2020-10-22,1223,1135,9,Lanzarote,4,1
2020-10-23,1228,1140,9,Lanzarote,3,1
2020-10-24,1233,1140,9,Lanzarote,3,1
2020-10-25,1234,1146,9,Lanzarote,3,1
2020-10-26,1236,1153,9,Lanzarote,1,1
2020-10-27,1241,1162,9,Lanzarote,1,1
2020-10-28,1252,1166,9,Lanzarote,1,1
2020-10-29,1264,1169,9,Lanzarote,1,1
2020-10-30,1268,1173,9,Lanzarote,1,1
2020-10-31,1269,1179,9,Lanzarote,1,1
2020-09-01,626,185,7,Lanzarote,10,1
2020-09-02,672,198,7,Lanzarote,13,1
2020-09-03,727,236,7,Lanzarote,14,1
2020-09-04,760,238,7,Lanzarote,14,1
2020-09-05,783,273,7,Lanzarote,17,1
2020-09-06,812,282,7,Lanzarote,17,1
2020-09-07,819,296,7,Lanzarote,17,0
2020-09-08,860,305,7,Lanzarote,15,0
2020-09-09,906,327,7,Lanzarote,14,0
2020-09-10,927,400,7,Lanzarote,12,1
2020-09-11,941,438,7,Lanzarote,11,2
2020-09-12,951,470,7,Lanzarote,12,2
2020-09-13,962,509,8,Lanzarote,14,2
2020-09-14,978,567,8,Lanzarote,14,2
2020-09-15,982,609,8,Lanzarote,14,2
2020-09-16,989,634,8,Lanzarote,15,2
2020-09-17,1000,666,8,Lanzarote,12,2
2020-09-18,1004,718,8,Lanzarote,10,1
2020-09-19,1022,749,9,Lanzarote,10,1
2020-09-20,1031,776,9,Lanzarote,12,1
2020-09-21,1031,794,9,Lanzarote,11,1
2020-09-22,1040,832,9,Lanzarote,11,3
2020-09-23,1047,869,9,Lanzarote,9,3
2020-09-24,1068,893,9,Lanzarote,9,3
2020-09-25,1081,901,9,Lanzarote,10,3
2020-09-26,1085,918,9,Lanzarote,9,3
2020-09-27,1088,926,9,Lanzarote,9,2
2020-09-28,1091,934,9,Lanzarote,7,2
2020-09-29,1096,944,9,Lanzarote,7,2
2020-09-30,1105,957,9,Lanzarote,6,2
2020-04-01,73,2,2,La Palma,14,5
2020-04-02,73,2,3,La Palma,14,4
2020-04-03,74,2,4,La Palma,9,5
2020-04-04,75,2,4,La Palma,7,4
2020-04-05,75,2,4,La Palma,8,4
2020-04-06,76,6,4,La Palma,14,3
2020-04-07,78,8,4,La Palma,10,3
2020-04-08,78,8,4,La Palma,9,3
2020-04-09,79,10,4,La Palma,10,3
2020-04-10,80,11,4,La Palma,10,2
2020-04-11,82,12,4,La Palma,12,3
2020-04-12,82,15,4,La Palma,11,2
2020-04-13,82,17,4,La Palma,11,3
2020-04-14,82,17,5,La Palma,10,2
2020-04-15,82,18,5,La Palma,6,2
2020-04-16,82,20,5,La Palma,7,2
2020-04-17,82,23,6,La Palma,10,1
2020-04-18,84,39,6,La Palma,6,1
2020-04-19,85,41,6,La Palma,4,0
2020-04-20,85,43,6,La Palma,6,0
2020-04-21,85,43,6,La Palma,4,0
2020-04-22,86,43,6,La Palma,2,0
2020-04-23,86,43,6,La Palma,4,0
2020-04-24,86,43,6,La Palma,5,0
2020-04-25,87,43,6,La Palma,4,1
2020-04-26,88,43,6,La Palma,3,0
2020-04-27,88,47,6,La Palma,3,0
2020-04-28,88,49,6,La Palma,5,0
2020-04-29,88,49,6,La Palma,3,0
2020-04-30,88,49,6,La Palma,4,0
2020-08-01,106,100,6,La Palma,0,0
2020-08-02,106,100,6,La Palma,0,0
2020-08-03,106,100,6,La Palma,0,0
2020-08-04,106,100,6,La Palma,1,0
2020-08-05,106,100,6,La Palma,0,0
2020-08-06,106,100,6,La Palma,0,0
2020-08-07,106,100,6,La Palma,0,0
2020-08-08,112,100,6,La Palma,0,0
2020-08-09,113,100,6,La Palma,0,0
2020-08-10,113,100,6,La Palma,0,0
2020-08-11,115,100,6,La Palma,0,0
2020-08-12,115,100,6,La Palma,0,0
2020-08-13,115,100,6,La Palma,0,0
2020-08-14,117,100,6,La Palma,0,0
2020-08-15,118,100,6,La Palma,0,0
2020-08-16,118,100,6,La Palma,0,0
2020-08-17,118,100,6,La Palma,0,0
2020-08-18,120,100,6,La Palma,0,0
2020-08-19,122,100,6,La Palma,0,0
2020-08-20,122,100,6,La Palma,0,0
2020-08-21,126,100,6,La Palma,0,0
2020-08-22,127,106,6,La Palma,0,0
2020-08-23,127,106,6,La Palma,0,0
2020-08-24,128,106,6,La Palma,0,0
2020-08-25,129,106,6,La Palma,0,0
2020-08-26,130,106,6,La Palma,1,0
2020-08-27,134,106,6,La Palma,1,0
2020-08-28,136,111,6,La Palma,1,0
2020-08-29,138,113,6,La Palma,1,0
2020-08-30,140,113,6,La Palma,1,0
2020-08-31,142,113,6,La Palma,3,0
2020-12-01,216,203,6,La Palma,1,0
2020-12-02,216,203,6,La Palma,1,0
2020-12-03,218,207,6,La Palma,1,0
2020-12-04,218,208,6,La Palma,1,0
2020-12-05,220,208,6,La Palma,1,0
2020-12-06,220,208,6,La Palma,1,0
2020-12-07,220,209,6,La Palma,0,0
2020-12-08,220,209,6,La Palma,0,0
2020-12-09,222,209,6,La Palma,0,0
2020-12-10,222,209,6,La Palma,0,0
2020-12-11,222,209,6,La Palma,0,0
2020-12-12,246,209,6,La Palma,0,0
2020-12-13,249,209,6,La Palma,0,0
2020-12-14,250,210,6,La Palma,0,0
2020-12-15,251,211,6,La Palma,0,0
2020-12-16,252,211,6,La Palma,0,0
2020-12-17,252,211,6,La Palma,0,0
2020-12-18,252,213,6,La Palma,0,0
2020-12-19,252,214,6,La Palma,0,0
2020-12-20,253,214,6,La Palma,0,0
2020-12-21,255,214,6,La Palma,1,0
2020-12-22,269,222,6,La Palma,1,0
2020-12-23,270,226,6,La Palma,1,0
2020-12-24,272,227,6,La Palma,1,0
2020-12-25,273,227,6,La Palma,1,0
2020-12-26,275,228,6,La Palma,1,0
2020-12-27,281,228,6,La Palma,1,0
2020-12-28,285,229,6,La Palma,1,0
2020-12-29,289,243,6,La Palma,NA,NA
2020-02-25,0,0,0,La Palma,NA,NA
2020-02-27,0,0,0,La Palma,NA,NA
2020-02-28,0,0,0,La Palma,NA,NA
2020-02-29,0,0,0,La Palma,NA,NA
2020-01-31,0,0,0,La Palma,NA,NA
2020-07-01,106,100,6,La Palma,0,0
2020-07-02,106,100,6,La Palma,0,0
2020-07-03,106,100,6,La Palma,0,0
2020-07-04,106,100,6,La Palma,0,0
2020-07-06,106,100,6,La Palma,2,0
2020-07-08,106,100,6,La Palma,0,0
2020-07-09,106,100,6,La Palma,0,0
2020-07-10,106,100,6,La Palma,0,0
2020-07-11,106,100,6,La Palma,0,0
2020-07-12,106,100,6,La Palma,0,0
2020-07-13,106,100,6,La Palma,0,0
2020-07-14,106,100,6,La Palma,0,0
2020-07-15,106,100,6,La Palma,0,0
2020-07-16,106,100,6,La Palma,0,0
2020-07-17,106,100,6,La Palma,0,0
2020-07-18,106,100,6,La Palma,0,0
2020-07-19,106,100,6,La Palma,0,0
2020-07-20,106,100,6,La Palma,0,0
2020-07-21,106,100,6,La Palma,0,0
2020-07-22,106,100,6,La Palma,0,0
2020-07-23,106,100,6,La Palma,0,0
2020-07-24,106,100,6,La Palma,0,0
2020-07-25,106,100,6,La Palma,0,0
2020-07-26,106,100,6,La Palma,0,0
2020-07-27,106,100,6,La Palma,0,0
2020-07-28,106,100,6,La Palma,0,0
2020-07-29,106,100,6,La Palma,0,0
2020-07-30,106,100,6,La Palma,0,0
2020-07-31,106,100,6,La Palma,0,0
2020-06-01,100,86,6,La Palma,3,0
2020-06-02,100,86,6,La Palma,2,0
2020-06-03,100,86,6,La Palma,0,0
2020-06-04,100,86,6,La Palma,1,0
2020-06-05,100,86,6,La Palma,0,0
2020-06-06,102,86,6,La Palma,0,0
2020-06-07,103,86,6,La Palma,0,0
2020-06-08,104,86,6,La Palma,1,0
2020-06-09,104,87,6,La Palma,0,0
2020-06-10,104,87,6,La Palma,0,0
2020-06-11,104,87,6,La Palma,0,0
2020-06-12,105,87,6,La Palma,1,0
2020-06-13,105,87,6,La Palma,1,0
2020-06-14,105,88,6,La Palma,0,0
2020-06-15,106,88,6,La Palma,1,0
2020-06-16,106,89,6,La Palma,2,0
2020-06-17,106,90,6,La Palma,2,0
2020-06-18,106,90,6,La Palma,2,0
2020-06-19,106,91,6,La Palma,2,0
2020-06-20,106,92,6,La Palma,2,0
2020-06-21,106,92,6,La Palma,2,0
2020-06-22,106,93,6,La Palma,2,0
2020-06-23,106,99,6,La Palma,0,0
2020-06-24,106,99,6,La Palma,0,0
2020-06-25,106,100,6,La Palma,1,0
2020-06-26,106,100,6,La Palma,0,0
2020-06-27,106,100,6,La Palma,0,0
2020-06-28,106,100,6,La Palma,0,0
2020-06-29,106,100,6,La Palma,0,0
2020-06-30,106,100,6,La Palma,0,0
2020-03-03,0,0,0,La Palma,NA,NA
2020-03-04,0,0,0,La Palma,NA,NA
2020-03-05,0,0,0,La Palma,NA,NA
2020-03-06,0,0,0,La Palma,NA,NA
2020-03-07,0,0,0,La Palma,NA,NA
2020-03-08,0,0,0,La Palma,NA,NA
2020-03-09,0,0,0,La Palma,NA,NA
2020-03-10,0,0,0,La Palma,NA,NA
2020-03-11,2,0,0,La Palma,NA,NA
2020-03-12,2,0,0,La Palma,NA,NA
2020-03-13,3,0,0,La Palma,NA,NA
2020-03-14,5,0,0,La Palma,NA,NA
2020-03-15,5,0,0,La Palma,NA,NA
2020-03-16,5,0,0,La Palma,NA,NA
2020-03-17,6,0,0,La Palma,NA,NA
2020-03-18,7,0,0,La Palma,NA,NA
2020-03-19,11,0,0,La Palma,NA,NA
2020-03-20,12,0,0,La Palma,NA,NA
2020-03-21,20,0,0,La Palma,NA,NA
2020-03-22,26,0,0,La Palma,NA,NA
2020-03-23,33,0,0,La Palma,9,4
2020-03-24,38,0,0,La Palma,13,4
2020-03-25,38,0,0,La Palma,13,4
2020-03-26,42,0,0,La Palma,13,4
2020-03-27,48,0,1,La Palma,10,5
2020-03-28,50,0,2,La Palma,13,4
2020-03-29,55,1,2,La Palma,13,4
2020-03-30,66,2,2,La Palma,19,5
2020-03-31,72,2,2,La Palma,14,5
2020-05-01,88,50,6,La Palma,3,0
2020-05-02,88,51,6,La Palma,2,0
2020-05-03,88,52,6,La Palma,2,0
2020-05-04,88,55,6,La Palma,2,0
2020-05-05,91,57,6,La Palma,5,0
2020-05-06,91,57,6,La Palma,5,0
2020-05-07,93,57,6,La Palma,6,0
2020-05-08,93,58,6,La Palma,5,0
2020-05-09,93,61,6,La Palma,3,0
2020-05-10,94,63,6,La Palma,3,0
2020-05-11,95,64,6,La Palma,4,0
2020-05-12,95,66,6,La Palma,1,0
2020-05-13,95,67,6,La Palma,0,0
2020-05-14,95,68,6,La Palma,0,0
2020-05-15,95,68,6,La Palma,2,0
2020-05-16,95,68,6,La Palma,1,0
2020-05-17,95,68,6,La Palma,0,0
2020-05-18,95,68,6,La Palma,0,0
2020-05-19,95,69,6,La Palma,0,0
2020-05-20,95,69,6,La Palma,1,1
2020-05-21,95,72,6,La Palma,1,0
2020-05-22,95,72,6,La Palma,1,0
2020-05-23,95,75,6,La Palma,3,0
2020-05-24,95,77,6,La Palma,0,0
2020-05-25,95,77,6,La Palma,0,0
2020-05-26,95,77,6,La Palma,1,0
2020-05-27,95,78,6,La Palma,1,0
2020-05-28,96,80,6,La Palma,1,0
2020-05-29,98,83,6,La Palma,1,0
2020-05-30,98,83,6,La Palma,1,0
2020-05-31,99,85,6,La Palma,3,0
2020-11-01,195,185,6,La Palma,0,0
2020-11-02,196,186,6,La Palma,0,0
2020-11-03,196,186,6,La Palma,0,0
2020-11-04,196,186,6,La Palma,0,0
2020-11-05,196,186,6,La Palma,0,0
2020-11-06,197,187,6,La Palma,0,0
2020-11-07,198,188,6,La Palma,0,0
2020-11-08,199,188,6,La Palma,0,0
2020-11-09,200,188,6,La Palma,0,0
2020-11-10,201,189,6,La Palma,0,0
2020-11-11,201,189,6,La Palma,0,0
2020-11-12,201,190,6,La Palma,0,0
2020-11-13,201,190,6,La Palma,0,0
2020-11-14,203,190,6,La Palma,0,0
2020-11-15,205,190,6,La Palma,0,0
2020-11-16,205,191,6,La Palma,0,0
2020-11-17,206,192,6,La Palma,0,0
2020-11-18,209,193,6,La Palma,0,0
2020-11-19,210,193,6,La Palma,0,0
2020-11-20,210,193,6,La Palma,0,0
2020-11-21,210,193,6,La Palma,0,0
2020-11-22,210,193,6,La Palma,0,0
2020-11-23,213,194,6,La Palma,0,0
2020-11-24,213,195,6,La Palma,1,0
2020-11-25,213,198,6,La Palma,1,0
2020-11-26,213,198,6,La Palma,1,0
2020-11-27,215,200,6,La Palma,2,0
2020-11-28,215,200,6,La Palma,2,0
2020-11-29,215,202,6,La Palma,2,0
2020-11-30,215,202,6,La Palma,2,0
2020-10-01,183,169,6,La Palma,0,0
2020-10-02,183,169,6,La Palma,0,0
2020-10-03,183,170,6,La Palma,0,0
2020-10-04,183,170,6,La Palma,0,0
2020-10-05,184,170,6,La Palma,1,0
2020-10-06,185,170,6,La Palma,1,0
2020-10-07,185,175,6,La Palma,1,0
2020-10-08,185,175,6,La Palma,1,0
2020-10-09,186,175,6,La Palma,1,0
2020-10-10,187,177,6,La Palma,1,0
2020-10-11,187,177,6,La Palma,1,0
2020-10-12,188,179,6,La Palma,1,0
2020-10-13,188,179,6,La Palma,1,0
2020-10-14,188,179,6,La Palma,1,0
2020-10-15,189,179,6,La Palma,1,0
2020-10-16,191,180,6,La Palma,1,0
2020-10-17,191,180,6,La Palma,1,0
2020-10-18,191,180,6,La Palma,1,0
2020-10-19,192,180,6,La Palma,1,0
2020-10-20,192,180,6,La Palma,0,0
2020-10-21,192,181,6,La Palma,0,0
2020-10-22,192,181,6,La Palma,1,0
2020-10-23,192,181,6,La Palma,1,0
2020-10-24,192,181,6,La Palma,1,0
2020-10-25,192,181,6,La Palma,1,0
2020-10-26,192,185,6,La Palma,1,0
2020-10-27,193,185,6,La Palma,1,0
2020-10-28,194,185,6,La Palma,1,0
2020-10-29,194,185,6,La Palma,1,0
2020-10-30,194,185,6,La Palma,0,0
2020-10-31,195,185,6,La Palma,0,0
2020-09-01,147,114,6,La Palma,0,0
2020-09-02,150,115,6,La Palma,0,0
2020-09-03,150,117,6,La Palma,0,0
2020-09-04,153,122,6,La Palma,0,0
2020-09-05,158,122,6,La Palma,0,0
2020-09-06,162,122,6,La Palma,0,0
2020-09-07,163,126,6,La Palma,0,0
2020-09-08,163,126,6,La Palma,0,0
2020-09-09,169,126,6,La Palma,0,0
2020-09-10,172,131,6,La Palma,0,0
2020-09-11,172,133,6,La Palma,0,0
2020-09-12,173,134,6,La Palma,0,0
2020-09-13,173,134,6,La Palma,0,0
2020-09-14,173,139,6,La Palma,0,0
2020-09-15,174,141,6,La Palma,0,0
2020-09-16,174,142,6,La Palma,0,0
2020-09-17,174,146,6,La Palma,0,0
2020-09-18,174,148,6,La Palma,0,0
2020-09-19,174,155,6,La Palma,0,0
2020-09-20,174,156,6,La Palma,0,0
2020-09-21,174,163,6,La Palma,0,0
2020-09-22,174,165,6,La Palma,0,0
2020-09-23,175,166,6,La Palma,0,0
2020-09-24,178,167,6,La Palma,0,0
2020-09-25,178,168,6,La Palma,0,0
2020-09-26,179,168,6,La Palma,0,0
2020-09-27,179,168,6,La Palma,0,0
2020-09-28,179,168,6,La Palma,0,0
2020-09-29,179,168,6,La Palma,0,0
2020-09-30,183,168,6,La Palma,0,0
2020-04-01,970,93,52,Tenerife,291,54
2020-04-02,1001,103,56,Tenerife,291,52
2020-04-03,1028,138,58,Tenerife,301,45
2020-04-04,1051,163,60,Tenerife,311,47
2020-04-05,1086,183,61,Tenerife,327,46
2020-04-06,1114,215,63,Tenerife,331,45
2020-04-07,1173,239,63,Tenerife,339,50
2020-04-08,1183,276,66,Tenerife,341,40
2020-04-09,1198,301,67,Tenerife,345,44
2020-04-10,1226,324,67,Tenerife,327,43
2020-04-11,1255,346,69,Tenerife,308,44
2020-04-12,1258,354,69,Tenerife,325,42
2020-04-13,1274,388,72,Tenerife,323,44
2020-04-14,1281,425,73,Tenerife,321,44
2020-04-15,1299,474,75,Tenerife,299,41
2020-04-16,1314,511,78,Tenerife,296,39
2020-04-17,1330,558,80,Tenerife,249,39
2020-04-18,1339,573,81,Tenerife,241,39
2020-04-19,1346,582,81,Tenerife,225,43
2020-04-20,1356,626,82,Tenerife,229,40
2020-04-21,1365,661,84,Tenerife,226,39
2020-04-22,1378,690,86,Tenerife,193,37
2020-04-23,1385,720,89,Tenerife,181,36
2020-04-24,1395,757,91,Tenerife,164,33
2020-04-25,1405,763,91,Tenerife,162,33
2020-04-26,1410,766,92,Tenerife,165,32
2020-04-27,1416,804,93,Tenerife,146,26
2020-04-28,1422,830,94,Tenerife,149,31
2020-04-29,1422,849,95,Tenerife,145,28
2020-04-30,1429,882,95,Tenerife,142,29
2020-08-01,1612,1427,111,Tenerife,22,1
2020-08-02,1618,1427,111,Tenerife,22,1
2020-08-03,1620,1428,111,Tenerife,24,1
2020-08-04,1622,1431,111,Tenerife,30,1
2020-08-05,1629,1442,111,Tenerife,29,1
2020-08-06,1636,1446,111,Tenerife,26,2
2020-08-07,1653,1452,112,Tenerife,31,2
2020-08-08,1672,1454,113,Tenerife,32,2
2020-08-09,1679,1456,113,Tenerife,36,1
2020-08-10,1700,1465,113,Tenerife,27,1
2020-08-11,1706,1476,113,Tenerife,32,2
2020-08-12,1730,1484,113,Tenerife,34,2
2020-08-13,1746,1493,113,Tenerife,37,2
2020-08-14,1779,1501,113,Tenerife,40,4
2020-08-15,1814,1503,113,Tenerife,36,4
2020-08-16,1838,1506,113,Tenerife,34,3
2020-08-17,1857,1520,113,Tenerife,37,3
2020-08-18,1886,1525,113,Tenerife,40,5
2020-08-19,1908,1532,113,Tenerife,36,3
2020-08-20,1938,1544,113,Tenerife,32,4
2020-08-21,1986,1565,113,Tenerife,35,4
2020-08-22,2035,1569,113,Tenerife,31,5
2020-08-23,2055,1572,114,Tenerife,36,5
2020-08-24,2095,1596,114,Tenerife,42,6
2020-08-25,2151,1614,114,Tenerife,33,6
2020-08-26,2190,1632,114,Tenerife,36,6
2020-08-27,2233,1666,114,Tenerife,41,6
2020-08-28,2297,1692,114,Tenerife,36,6
2020-08-29,2346,1697,114,Tenerife,36,6
2020-08-30,2390,1710,114,Tenerife,43,6
2020-08-31,2423,1765,114,Tenerife,40,9
2020-12-01,9167,7525,194,Tenerife,153,26
2020-12-02,9314,7586,194,Tenerife,141,26
2020-12-03,9427,7664,194,Tenerife,149,29
2020-12-04,9617,7752,196,Tenerife,159,28
2020-12-05,9766,7795,197,Tenerife,162,28
2020-12-06,9845,7834,198,Tenerife,171,30
2020-12-07,9984,7873,200,Tenerife,169,28
2020-12-08,10070,7886,201,Tenerife,183,29
2020-12-09,10230,7934,201,Tenerife,197,29
2020-12-10,10425,7953,204,Tenerife,193,30
2020-12-11,10566,7985,207,Tenerife,209,30
2020-12-12,10835,7988,208,Tenerife,231,32
2020-12-13,10920,7993,210,Tenerife,233,32
2020-12-14,11010,8016,211,Tenerife,242,32
2020-12-15,11257,8022,215,Tenerife,247,29
2020-12-16,11439,8039,218,Tenerife,237,29
2020-12-17,11660,8045,221,Tenerife,229,27
2020-12-18,11820,8055,225,Tenerife,212,30
2020-12-19,12022,8056,226,Tenerife,218,33
2020-12-20,12104,8058,232,Tenerife,225,34
2020-12-21,12210,8068,235,Tenerife,227,30
2020-12-22,12352,8080,239,Tenerife,217,32
2020-12-23,12488,8091,241,Tenerife,208,33
2020-12-24,12621,8092,244,Tenerife,201,28
2020-12-25,12730,8097,246,Tenerife,213,29
2020-12-26,12805,8100,246,Tenerife,220,33
2020-12-27,12885,8104,247,Tenerife,230,32
2020-12-28,13059,8118,251,Tenerife,234,34
2020-12-29,13215,8132,253,Tenerife,NA,NA
2020-02-25,1,0,0,Tenerife,NA,NA
2020-02-27,3,0,0,Tenerife,NA,NA
2020-02-28,4,0,0,Tenerife,NA,NA
2020-02-29,5,0,0,Tenerife,NA,NA
2020-01-31,0,0,0,Tenerife,NA,NA
2020-07-01,1525,1409,111,Tenerife,11,1
2020-07-02,1525,1410,111,Tenerife,8,1
2020-07-03,1525,1412,111,Tenerife,8,0
2020-07-04,1526,1412,111,Tenerife,13,1
2020-07-06,1526,1412,111,Tenerife,15,1
2020-07-08,1526,1412,111,Tenerife,11,0
2020-07-09,1527,1412,111,Tenerife,11,0
2020-07-10,1527,1412,111,Tenerife,8,0
2020-07-11,1528,1412,111,Tenerife,10,0
2020-07-12,1529,1412,111,Tenerife,13,0
2020-07-13,1530,1412,111,Tenerife,11,0
2020-07-14,1534,1412,111,Tenerife,15,1
