"","Fecha","Provincia","Isla","Hispitalizados","UCI - Críticas con respirador","UCI - Críticas sin respirador"
"819","15/05/2020","Santa Cruz de Tenerife","La Gomera",0,0,0
"820","15/06/2020","Santa Cruz de Tenerife","Tenerife",16,1,0
"821","15/06/2020","Las Palmas","Gran Canaria",6,1,0
"822","15/06/2020","Las Palmas","Fuerteventura",0,0,0
"823","15/06/2020","Las Palmas","Lanzarote",2,0,0
"824","15/06/2020","Santa Cruz de Tenerife","La Palma",1,0,0
"825","15/06/2020","Santa Cruz de Tenerife","El Hierro",0,0,0
"826","15/06/2020","Santa Cruz de Tenerife","La Gomera",0,0,0
"827","15/07/2020","Santa Cruz de Tenerife","Tenerife",11,1,0
"828","15/07/2020","Las Palmas","Gran Canaria",1,0,0
"829","15/07/2020","Las Palmas","Fuerteventura",0,0,0
"830","15/07/2020","Las Palmas","Lanzarote",0,0,0
"831","15/07/2020","Santa Cruz de Tenerife","La Palma",0,0,0
"832","15/07/2020","Santa Cruz de Tenerife","El Hierro",0,0,0
"833","15/07/2020","Santa Cruz de Tenerife","La Gomera",0,0,0
"834","15/08/2020","Santa Cruz de Tenerife","Tenerife",32,4,0
"835","15/08/2020","Las Palmas","Gran Canaria",29,3,0
"836","15/08/2020","Las Palmas","Fuerteventura",1,0,0
"837","15/08/2020","Las Palmas","Lanzarote",1,0,0
"838","15/08/2020","Santa Cruz de Tenerife","La Palma",0,0,0
"839","15/08/2020","Santa Cruz de Tenerife","El Hierro",0,0,0
"840","15/08/2020","Santa Cruz de Tenerife","La Gomera",0,0,0
"841","15/09/2020","Santa Cruz de Tenerife","Tenerife",36,12,0
"842","15/09/2020","Las Palmas","Gran Canaria",140,37,0
"843","15/09/2020","Las Palmas","Fuerteventura",5,3,0
"844","15/09/2020","Las Palmas","Lanzarote",12,2,0
"845","15/09/2020","Santa Cruz de Tenerife","La Palma",0,0,0
"846","15/09/2020","Santa Cruz de Tenerife","El Hierro",1,0,0
"847","15/09/2020","Santa Cruz de Tenerife","La Gomera",2,0,0
"848","15/10/2020","Santa Cruz de Tenerife","Tenerife",115,27,0
"849","15/10/2020","Las Palmas","Gran Canaria",103,24,0
"850","15/10/2020","Las Palmas","Fuerteventura",0,3,0
"851","15/10/2020","Las Palmas","Lanzarote",5,2,0
"852","15/10/2020","Santa Cruz de Tenerife","La Palma",1,0,0
"853","15/10/2020","Santa Cruz de Tenerife","El Hierro",2,0,0
"854","15/10/2020","Santa Cruz de Tenerife","La Gomera",1,0,0
"855","15/11/2020","Santa Cruz de Tenerife","Tenerife",139,28,1
"856","15/11/2020","Las Palmas","Gran Canaria",47,20,0
"857","15/11/2020","Las Palmas","Fuerteventura",4,1,0
"858","15/11/2020","Las Palmas","Lanzarote",2,0,0
"859","15/11/2020","Santa Cruz de Tenerife","La Palma",0,0,0
"860","15/11/2020","Santa Cruz de Tenerife","El Hierro",1,0,0
"861","15/11/2020","Santa Cruz de Tenerife","La Gomera",0,0,0
"862","16/04/2020","Santa Cruz de Tenerife","Tenerife",257,39,0
"863","16/04/2020","Las Palmas","Gran Canaria",39,23,0
"864","16/04/2020","Las Palmas","Fuerteventura",2,1,0
"865","16/04/2020","Las Palmas","Lanzarote",9,7,0
"866","16/04/2020","Santa Cruz de Tenerife","La Palma",5,2,0
"867","16/04/2020","Santa Cruz de Tenerife","El Hierro",0,0,0
"868","16/04/2020","Santa Cruz de Tenerife","La Gomera",1,0,0
"869","16/05/2020","Santa Cruz de Tenerife","Tenerife",56,8,0
"870","16/05/2020","Las Palmas","Gran Canaria",7,3,0
"871","16/05/2020","Las Palmas","Fuerteventura",0,1,0
"872","16/05/2020","Las Palmas","Lanzarote",1,2,0
"873","16/05/2020","Santa Cruz de Tenerife","La Palma",1,0,0
"874","16/05/2020","Santa Cruz de Tenerife","El Hierro",1,0,0
"875","16/05/2020","Santa Cruz de Tenerife","La Gomera",0,0,0
"876","16/06/2020","Santa Cruz de Tenerife","Tenerife",21,1,0
"877","16/06/2020","Las Palmas","Gran Canaria",5,2,0
"878","16/06/2020","Las Palmas","Fuerteventura",1,0,0
"879","16/06/2020","Las Palmas","Lanzarote",2,0,0
"880","16/06/2020","Santa Cruz de Tenerife","La Palma",2,0,0
"881","16/06/2020","Santa Cruz de Tenerife","El Hierro",0,0,0
"882","16/06/2020","Santa Cruz de Tenerife","La Gomera",0,0,0
"883","16/07/2020","Santa Cruz de Tenerife","Tenerife",17,1,0
"884","16/07/2020","Las Palmas","Gran Canaria",2,0,0
"885","16/07/2020","Las Palmas","Fuerteventura",1,0,0
"886","16/07/2020","Las Palmas","Lanzarote",0,0,0
"887","16/07/2020","Santa Cruz de Tenerife","La Palma",0,0,0
"888","16/07/2020","Santa Cruz de Tenerife","El Hierro",0,0,0
"889","16/07/2020","Santa Cruz de Tenerife","La Gomera",0,0,0
"890","16/08/2020","Santa Cruz de Tenerife","Tenerife",31,3,0
"891","16/08/2020","Las Palmas","Gran Canaria",31,4,0
"892","16/08/2020","Las Palmas","Fuerteventura",1,0,0
"893","16/08/2020","Las Palmas","Lanzarote",1,0,0
"894","16/08/2020","Santa Cruz de Tenerife","La Palma",0,0,0
"895","16/08/2020","Santa Cruz de Tenerife","El Hierro",0,0,0
"896","16/08/2020","Santa Cruz de Tenerife","La Gomera",0,0,0
"897","16/09/2020","Santa Cruz de Tenerife","Tenerife",34,14,0
"898","16/09/2020","Las Palmas","Gran Canaria",138,39,0
"899","16/09/2020","Las Palmas","Fuerteventura",8,2,0
"900","16/09/2020","Las Palmas","Lanzarote",13,2,0
"901","16/09/2020","Santa Cruz de Tenerife","La Palma",0,0,0
"902","16/09/2020","Santa Cruz de Tenerife","El Hierro",1,0,0
"903","16/09/2020","Santa Cruz de Tenerife","La Gomera",1,0,0
"904","16/10/2020","Santa Cruz de Tenerife","Tenerife",94,28,0
"905","16/10/2020","Las Palmas","Gran Canaria",101,21,0
"906","16/10/2020","Las Palmas","Fuerteventura",0,3,0
"907","16/10/2020","Las Palmas","Lanzarote",5,2,0
"908","16/10/2020","Santa Cruz de Tenerife","La Palma",1,0,0
"909","16/10/2020","Santa Cruz de Tenerife","El Hierro",2,0,0
"910","16/10/2020","Santa Cruz de Tenerife","La Gomera",0,0,0
"911","16/11/2020","Santa Cruz de Tenerife","Tenerife",144,28,1
"912","16/11/2020","Las Palmas","Gran Canaria",47,19,0
"913","16/11/2020","Las Palmas","Fuerteventura",3,1,0
"914","16/11/2020","Las Palmas","Lanzarote",2,0,0
"915","16/11/2020","Santa Cruz de Tenerife","La Palma",0,0,0
"916","16/11/2020","Santa Cruz de Tenerife","El Hierro",1,0,0
"917","16/11/2020","Santa Cruz de Tenerife","La Gomera",0,0,0
"918","17/04/2020","Santa Cruz de Tenerife","Tenerife",210,39,0
"919","17/04/2020","Las Palmas","Gran Canaria",38,21,0
"920","17/04/2020","Las Palmas","Fuerteventura",2,1,0
"921","17/04/2020","Las Palmas","Lanzarote",10,7,0
"922","17/04/2020","Santa Cruz de Tenerife","La Palma",9,1,0
"923","17/04/2020","Santa Cruz de Tenerife","El Hierro",0,0,0
"924","17/04/2020","Santa Cruz de Tenerife","La Gomera",1,0,0
"925","17/05/2020","Santa Cruz de Tenerife","Tenerife",60,9,0
"926","17/05/2020","Las Palmas","Gran Canaria",7,3,0
"927","17/05/2020","Las Palmas","Fuerteventura",0,1,0
"928","17/05/2020","Las Palmas","Lanzarote",1,2,0
"929","17/05/2020","Santa Cruz de Tenerife","La Palma",0,0,0
"930","17/05/2020","Santa Cruz de Tenerife","El Hierro",0,0,0
"931","17/05/2020","Santa Cruz de Tenerife","La Gomera",0,0,0
"932","17/06/2020","Santa Cruz de Tenerife","Tenerife",17,1,0
"933","17/06/2020","Las Palmas","Gran Canaria",2,2,0
"934","17/06/2020","Las Palmas","Fuerteventura",0,0,0
"935","17/06/2020","Las Palmas","Lanzarote",2,0,0
"936","17/06/2020","Santa Cruz de Tenerife","La Palma",2,0,0
"937","17/06/2020","Santa Cruz de Tenerife","El Hierro",0,0,0
"938","17/06/2020","Santa Cruz de Tenerife","La Gomera",0,0,0
"939","17/07/2020","Santa Cruz de Tenerife","Tenerife",10,1,0
"940","17/07/2020","Las Palmas","Gran Canaria",2,0,0
"941","17/07/2020","Las Palmas","Fuerteventura",0,0,0
"942","17/07/2020","Las Palmas","Lanzarote",0,0,0
"943","17/07/2020","Santa Cruz de Tenerife","La Palma",0,0,0
"944","17/07/2020","Santa Cruz de Tenerife","El Hierro",0,0,0
"945","17/07/2020","Santa Cruz de Tenerife","La Gomera",0,0,0
"946","17/08/2020","Santa Cruz de Tenerife","Tenerife",34,3,0
"947","17/08/2020","Las Palmas","Gran Canaria",41,5,0
"948","17/08/2020","Las Palmas","Fuerteventura",1,0,0
"949","17/08/2020","Las Palmas","Lanzarote",3,1,0
"950","17/08/2020","Santa Cruz de Tenerife","La Palma",0,0,0
"951","17/08/2020","Santa Cruz de Tenerife","El Hierro",0,0,0
"952","17/08/2020","Santa Cruz de Tenerife","La Gomera",0,0,0
"953","17/09/2020","Santa Cruz de Tenerife","Tenerife",37,13,1
"954","17/09/2020","Las Palmas","Gran Canaria",131,40,0
"955","17/09/2020","Las Palmas","Fuerteventura",7,2,0
"956","17/09/2020","Las Palmas","Lanzarote",10,2,0
"957","17/09/2020","Santa Cruz de Tenerife","La Palma",0,0,0
"958","17/09/2020","Santa Cruz de Tenerife","El Hierro",1,0,0
"959","17/09/2020","Santa Cruz de Tenerife","La Gomera",1,0,0
"960","17/10/2020","Santa Cruz de Tenerife","Tenerife",94,29,0
"961","17/10/2020","Las Palmas","Gran Canaria",100,21,0
"962","17/10/2020","Las Palmas","Fuerteventura",1,3,0
"963","17/10/2020","Las Palmas","Lanzarote",5,2,0
"964","17/10/2020","Santa Cruz de Tenerife","La Palma",1,0,0
"965","17/10/2020","Santa Cruz de Tenerife","El Hierro",1,0,0
"966","17/10/2020","Santa Cruz de Tenerife","La Gomera",0,0,0
"967","17/11/2020","Santa Cruz de Tenerife","Tenerife",140,29,1
"968","17/11/2020","Las Palmas","Gran Canaria",46,20,0
"969","17/11/2020","Las Palmas","Fuerteventura",2,1,0
"970","17/11/2020","Las Palmas","Lanzarote",2,0,0
"971","17/11/2020","Santa Cruz de Tenerife","La Palma",0,0,0
"972","17/11/2020","Santa Cruz de Tenerife","El Hierro",1,0,0
"973","17/11/2020","Santa Cruz de Tenerife","La Gomera",0,0,0
"974","18/04/2020","Santa Cruz de Tenerife","Tenerife",202,39,0
"975","18/04/2020","Las Palmas","Gran Canaria",37,22,0
"976","18/04/2020","Las Palmas","Fuerteventura",2,1,0
"977","18/04/2020","Las Palmas","Lanzarote",9,7,0
"978","18/04/2020","Santa Cruz de Tenerife","La Palma",5,1,0
"979","18/04/2020","Santa Cruz de Tenerife","El Hierro",0,0,0
"980","18/04/2020","Santa Cruz de Tenerife","La Gomera",1,0,0
"981","18/05/2020","Santa Cruz de Tenerife","Tenerife",60,10,1
"982","18/05/2020","Las Palmas","Gran Canaria",6,3,0
"983","18/05/2020","Las Palmas","Fuerteventura",1,1,0
"984","18/05/2020","Las Palmas","Lanzarote",1,2,0
"985","18/05/2020","Santa Cruz de Tenerife","La Palma",0,0,0
"986","18/05/2020","Santa Cruz de Tenerife","El Hierro",0,0,0
"987","18/05/2020","Santa Cruz de Tenerife","La Gomera",0,0,0
"988","18/06/2020","Santa Cruz de Tenerife","Tenerife",16,1,0
"989","18/06/2020","Las Palmas","Gran Canaria",2,2,0
"990","18/06/2020","Las Palmas","Fuerteventura",1,0,0
"991","18/06/2020","Las Palmas","Lanzarote",1,0,0
"992","18/06/2020","Santa Cruz de Tenerife","La Palma",2,0,0
"993","18/06/2020","Santa Cruz de Tenerife","El Hierro",0,0,0
"994","18/06/2020","Santa Cruz de Tenerife","La Gomera",0,0,0
"995","18/07/2020","Santa Cruz de Tenerife","Tenerife",11,1,0
"996","18/07/2020","Las Palmas","Gran Canaria",1,0,0
"997","18/07/2020","Las Palmas","Fuerteventura",0,0,0
"998","18/07/2020","Las Palmas","Lanzarote",0,0,0
"999","18/07/2020","Santa Cruz de Tenerife","La Palma",0,0,0
"1000","18/07/2020","Santa Cruz de Tenerife","El Hierro",0,0,0
"1001","18/07/2020","Santa Cruz de Tenerife","La Gomera",0,0,0
"1002","18/08/2020","Santa Cruz de Tenerife","Tenerife",35,5,0
"1003","18/08/2020","Las Palmas","Gran Canaria",49,7,0
"1004","18/08/2020","Las Palmas","Fuerteventura",1,0,0
"1005","18/08/2020","Las Palmas","Lanzarote",3,1,0
"1006","18/08/2020","Santa Cruz de Tenerife","La Palma",0,0,0
"1007","18/08/2020","Santa Cruz de Tenerife","El Hierro",0,0,0
"1008","18/08/2020","Santa Cruz de Tenerife","La Gomera",0,0,0
"1009","18/09/2020","Santa Cruz de Tenerife","Tenerife",37,14,1
"1010","18/09/2020","Las Palmas","Gran Canaria",131,38,0
"1011","18/09/2020","Las Palmas","Fuerteventura",7,2,0
"1012","18/09/2020","Las Palmas","Lanzarote",9,1,0
"1013","18/09/2020","Santa Cruz de Tenerife","La Palma",0,0,0
"1014","18/09/2020","Santa Cruz de Tenerife","El Hierro",0,0,0
"1015","18/09/2020","Santa Cruz de Tenerife","La Gomera",0,0,0
"1016","18/10/2020","Santa Cruz de Tenerife","Tenerife",97,31,0
"1017","18/10/2020","Las Palmas","Gran Canaria",101,20,0
"1018","18/10/2020","Las Palmas","Fuerteventura",0,3,0
"1019","18/10/2020","Las Palmas","Lanzarote",5,2,0
"1020","18/10/2020","Santa Cruz de Tenerife","La Palma",1,0,0
"1021","18/10/2020","Santa Cruz de Tenerife","El Hierro",1,0,0
"1022","18/10/2020","Santa Cruz de Tenerife","La Gomera",0,0,0
"1023","18/11/2020","Santa Cruz de Tenerife","Tenerife",131,28,0
"1024","18/11/2020","Las Palmas","Gran Canaria",47,17,0
"1025","18/11/2020","Las Palmas","Fuerteventura",2,1,0
"1026","18/11/2020","Las Palmas","Lanzarote",2,0,0
"1027","18/11/2020","Santa Cruz de Tenerife","La Palma",0,0,0
"1028","18/11/2020","Santa Cruz de Tenerife","El Hierro",1,0,0
"1029","18/11/2020","Santa Cruz de Tenerife","La Gomera",1,0,0
"1030","19/04/2020","Santa Cruz de Tenerife","Tenerife",182,43,0
"1031","19/04/2020","Las Palmas","Gran Canaria",38,22,0
"1032","19/04/2020","Las Palmas","Fuerteventura",1,1,0
"1033","19/04/2020","Las Palmas","Lanzarote",9,7,0
"1034","19/04/2020","Santa Cruz de Tenerife","La Palma",4,0,0
"1035","19/04/2020","Santa Cruz de Tenerife","El Hierro",0,0,0
"1036","19/04/2020","Santa Cruz de Tenerife","La Gomera",1,0,0
"1037","19/05/2020","Santa Cruz de Tenerife","Tenerife",51,11,0
"1038","19/05/2020","Las Palmas","Gran Canaria",6,4,0
"1039","19/05/2020","Las Palmas","Fuerteventura",0,1,0
"1040","19/05/2020","Las Palmas","Lanzarote",1,2,0
"1041","19/05/2020","Santa Cruz de Tenerife","La Palma",0,0,0
"1042","19/05/2020","Santa Cruz de Tenerife","El Hierro",0,0,0
"1043","19/05/2020","Santa Cruz de Tenerife","La Gomera",0,0,0
"1044","19/06/2020","Santa Cruz de Tenerife","Tenerife",18,1,1
"1045","19/06/2020","Las Palmas","Gran Canaria",3,2,0
"1046","19/06/2020","Las Palmas","Fuerteventura",1,0,0
"1047","19/06/2020","Las Palmas","Lanzarote",1,0,0
"1048","19/06/2020","Santa Cruz de Tenerife","La Palma",2,0,0
"1049","19/06/2020","Santa Cruz de Tenerife","El Hierro",0,0,0
"1050","19/06/2020","Santa Cruz de Tenerife","La Gomera",0,0,0
"1051","19/07/2020","Santa Cruz de Tenerife","Tenerife",13,1,0
"1052","19/07/2020","Las Palmas","Gran Canaria",2,0,0
"1053","19/07/2020","Las Palmas","Fuerteventura",0,0,0
"1054","19/07/2020","Las Palmas","Lanzarote",1,0,0
"1055","19/07/2020","Santa Cruz de Tenerife","La Palma",0,0,0
"1056","19/07/2020","Santa Cruz de Tenerife","El Hierro",0,0,0
"1057","19/07/2020","Santa Cruz de Tenerife","La Gomera",0,0,0
"1058","19/08/2020","Santa Cruz de Tenerife","Tenerife",33,3,0
"1059","19/08/2020","Las Palmas","Gran Canaria",55,9,0
"1060","19/08/2020","Las Palmas","Fuerteventura",0,0,0
"1061","19/08/2020","Las Palmas","Lanzarote",4,1,0
"1062","19/08/2020","Santa Cruz de Tenerife","La Palma",0,0,0
"1063","19/08/2020","Santa Cruz de Tenerife","El Hierro",0,0,0
"1064","19/08/2020","Santa Cruz de Tenerife","La Gomera",0,0,0
"1065","19/09/2020","Santa Cruz de Tenerife","Tenerife",35,16,1
"1066","19/09/2020","Las Palmas","Gran Canaria",135,37,0
"1067","19/09/2020","Las Palmas","Fuerteventura",7,2,0
"1068","19/09/2020","Las Palmas","Lanzarote",9,1,0
"1069","19/09/2020","Santa Cruz de Tenerife","La Palma",0,0,0
"1070","19/09/2020","Santa Cruz de Tenerife","El Hierro",0,0,0
"1071","19/09/2020","Santa Cruz de Tenerife","La Gomera",0,0,0
"1072","19/10/2020","Santa Cruz de Tenerife","Tenerife",104,30,0
"1073","19/10/2020","Las Palmas","Gran Canaria",97,21,0
"1074","19/10/2020","Las Palmas","Fuerteventura",1,2,0
"1075","19/10/2020","Las Palmas","Lanzarote",5,2,0
"1076","19/10/2020","Santa Cruz de Tenerife","La Palma",1,0,0
"1077","19/10/2020","Santa Cruz de Tenerife","El Hierro",1,0,0
"1078","19/10/2020","Santa Cruz de Tenerife","La Gomera",0,0,0
"1079","19/11/2020","Santa Cruz de Tenerife","Tenerife",120,29,0
"1080","19/11/2020","Las Palmas","Gran Canaria",46,17,0
"1081","19/11/2020","Las Palmas","Fuerteventura",3,0,0
"1082","19/11/2020","Las Palmas","Lanzarote",2,0,0
"1083","19/11/2020","Santa Cruz de Tenerife","La Palma",0,0,0
"1084","19/11/2020","Santa Cruz de Tenerife","El Hierro",1,0,0
"1085","19/11/2020","Santa Cruz de Tenerife","La Gomera",1,0,0
"1086","20/04/2020","Santa Cruz de Tenerife","Tenerife",189,40,0
"1087","20/04/2020","Las Palmas","Gran Canaria",32,21,0
"1088","20/04/2020","Las Palmas","Fuerteventura",1,1,0
"1089","20/04/2020","Las Palmas","Lanzarote",8,7,0
"1090","20/04/2020","Santa Cruz de Tenerife","La Palma",6,0,0
"1091","20/04/2020","Santa Cruz de Tenerife","El Hierro",0,0,0
"1092","20/04/2020","Santa Cruz de Tenerife","La Gomera",1,0,0
"1093","20/05/2020","Santa Cruz de Tenerife","Tenerife",47,9,0
"1094","20/05/2020","Las Palmas","Gran Canaria",5,4,0
"1095","20/05/2020","Las Palmas","Fuerteventura",1,1,0
"1096","20/05/2020","Las Palmas","Lanzarote",1,2,0
"1097","20/05/2020","Santa Cruz de Tenerife","La Palma",0,1,0
"1098","20/05/2020","Santa Cruz de Tenerife","El Hierro",0,0,0
"1099","20/05/2020","Santa Cruz de Tenerife","La Gomera",0,0,0
"1100","20/06/2020","Santa Cruz de Tenerife","Tenerife",18,1,1
"1101","20/06/2020","Las Palmas","Gran Canaria",4,2,0
"1102","20/06/2020","Las Palmas","Fuerteventura",0,0,0
"1103","20/06/2020","Las Palmas","Lanzarote",1,0,0
"1104","20/06/2020","Santa Cruz de Tenerife","La Palma",2,0,0
"1105","20/06/2020","Santa Cruz de Tenerife","El Hierro",0,0,0
"1106","20/06/2020","Santa Cruz de Tenerife","La Gomera",0,0,0
"1107","20/07/2020","Santa Cruz de Tenerife","Tenerife",13,2,0
"1108","20/07/2020","Las Palmas","Gran Canaria",2,0,0
"1109","20/07/2020","Las Palmas","Fuerteventura",0,0,0
"1110","20/07/2020","Las Palmas","Lanzarote",1,0,0
"1111","20/07/2020","Santa Cruz de Tenerife","La Palma",0,0,0
"1112","20/07/2020","Santa Cruz de Tenerife","El Hierro",0,0,0
"1113","20/07/2020","Santa Cruz de Tenerife","La Gomera",0,0,0
"1114","20/08/2020","Santa Cruz de Tenerife","Tenerife",28,4,0
"1115","20/08/2020","Las Palmas","Gran Canaria",58,8,0
"1116","20/08/2020","Las Palmas","Fuerteventura",0,0,0
"1117","20/08/2020","Las Palmas","Lanzarote",6,1,0
"1118","20/08/2020","Santa Cruz de Tenerife","La Palma",0,0,0
"1119","20/08/2020","Santa Cruz de Tenerife","El Hierro",0,0,0
"1120","20/08/2020","Santa Cruz de Tenerife","La Gomera",0,0,0
"1121","20/09/2020","Santa Cruz de Tenerife","Tenerife",48,17,1
"1122","20/09/2020","Las Palmas","Gran Canaria",137,39,0
"1123","20/09/2020","Las Palmas","Fuerteventura",8,2,0
"1124","20/09/2020","Las Palmas","Lanzarote",11,1,0
"1125","20/09/2020","Santa Cruz de Tenerife","La Palma",0,0,0
"1126","20/09/2020","Santa Cruz de Tenerife","El Hierro",0,0,0
"1127","20/09/2020","Santa Cruz de Tenerife","La Gomera",0,0,0
"1128","20/10/2020","Santa Cruz de Tenerife","Tenerife",103,30,0
"1129","20/10/2020","Las Palmas","Gran Canaria",97,19,0
"1130","20/10/2020","Las Palmas","Fuerteventura",3,1,0
"1131","20/10/2020","Las Palmas","Lanzarote",2,2,0
"1132","20/10/2020","Santa Cruz de Tenerife","La Palma",0,0,0
"1133","20/10/2020","Santa Cruz de Tenerife","El Hierro",1,0,0
"1134","20/10/2020","Santa Cruz de Tenerife","La Gomera",0,0,0
"1135","20/11/2020","Santa Cruz de Tenerife","Tenerife",113,28,0
"1136","20/11/2020","Las Palmas","Gran Canaria",42,16,0
"1137","20/11/2020","Las Palmas","Fuerteventura",3,0,0
"1138","20/11/2020","Las Palmas","Lanzarote",2,0,0
"1139","20/11/2020","Santa Cruz de Tenerife","La Palma",0,0,0
"1140","20/11/2020","Santa Cruz de Tenerife","El Hierro",1,0,0
"1141","20/11/2020","Santa Cruz de Tenerife","La Gomera",1,0,0
"1142","21/04/2020","Santa Cruz de Tenerife","Tenerife",187,39,0
"1143","21/04/2020","Las Palmas","Gran Canaria",30,20,0
"1144","21/04/2020","Las Palmas","Fuerteventura",3,1,0
"1145","21/04/2020","Las Palmas","Lanzarote",8,7,0
"1146","21/04/2020","Santa Cruz de Tenerife","La Palma",4,0,0
"1147","21/04/2020","Santa Cruz de Tenerife","El Hierro",0,0,0
"1148","21/04/2020","Santa Cruz de Tenerife","La Gomera",0,0,0
"1149","21/05/2020","Santa Cruz de Tenerife","Tenerife",48,8,0
"1150","21/05/2020","Las Palmas","Gran Canaria",5,4,0
"1151","21/05/2020","Las Palmas","Fuerteventura",0,1,0
"1152","21/05/2020","Las Palmas","Lanzarote",1,1,0
"1153","21/05/2020","Santa Cruz de Tenerife","La Palma",1,0,0
"1154","21/05/2020","Santa Cruz de Tenerife","El Hierro",0,0,0
"1155","21/05/2020","Santa Cruz de Tenerife","La Gomera",0,0,0
"1156","21/06/2020","Santa Cruz de Tenerife","Tenerife",23,2,1
"1157","21/06/2020","Las Palmas","Gran Canaria",3,2,0
"1158","21/06/2020","Las Palmas","Fuerteventura",0,0,0
"1159","21/06/2020","Las Palmas","Lanzarote",1,0,0
"1160","21/06/2020","Santa Cruz de Tenerife","La Palma",2,0,0
"1161","21/06/2020","Santa Cruz de Tenerife","El Hierro",0,0,0
"1162","21/06/2020","Santa Cruz de Tenerife","La Gomera",0,0,0
"1163","21/07/2020","Santa Cruz de Tenerife","Tenerife",13,1,0
"1164","21/07/2020","Las Palmas","Gran Canaria",2,0,0
"1165","21/07/2020","Las Palmas","Fuerteventura",0,1,0
"1166","21/07/2020","Las Palmas","Lanzarote",0,0,0
"1167","21/07/2020","Santa Cruz de Tenerife","La Palma",0,0,0
"1168","21/07/2020","Santa Cruz de Tenerife","El Hierro",0,0,0
"1169","21/07/2020","Santa Cruz de Tenerife","La Gomera",0,0,0
"1170","21/08/2020","Santa Cruz de Tenerife","Tenerife",31,4,0
"1171","21/08/2020","Las Palmas","Gran Canaria",61,9,0
"1172","21/08/2020","Las Palmas","Fuerteventura",0,0,0
"1173","21/08/2020","Las Palmas","Lanzarote",6,1,0
"1174","21/08/2020","Santa Cruz de Tenerife","La Palma",0,0,0
"1175","21/08/2020","Santa Cruz de Tenerife","El Hierro",0,0,0
"1176","21/08/2020","Santa Cruz de Tenerife","La Gomera",0,0,0
"1177","21/09/2020","Santa Cruz de Tenerife","Tenerife",44,18,1
"1178","21/09/2020","Las Palmas","Gran Canaria",138,37,0
"1179","21/09/2020","Las Palmas","Fuerteventura",6,2,0
"1180","21/09/2020","Las Palmas","Lanzarote",10,1,0
"1181","21/09/2020","Santa Cruz de Tenerife","La Palma",0,0,0
"1182","21/09/2020","Santa Cruz de Tenerife","El Hierro",0,0,0
"1183","21/09/2020","Santa Cruz de Tenerife","La Gomera",0,0,0
"1184","21/10/2020","Santa Cruz de Tenerife","Tenerife",110,28,0
"1185","21/10/2020","Las Palmas","Gran Canaria",95,18,0
"1186","21/10/2020","Las Palmas","Fuerteventura",2,1,0
"1187","21/10/2020","Las Palmas","Lanzarote",2,2,0
"1188","21/10/2020","Santa Cruz de Tenerife","La Palma",0,0,0
"1189","21/10/2020","Santa Cruz de Tenerife","El Hierro",1,0,0
"1190","21/10/2020","Santa Cruz de Tenerife","La Gomera",0,0,0
"1191","21/11/2020","Santa Cruz de Tenerife","Tenerife",123,27,0
"1192","21/11/2020","Las Palmas","Gran Canaria",43,16,0
"1193","21/11/2020","Las Palmas","Fuerteventura",3,0,0
"1194","21/11/2020","Las Palmas","Lanzarote",4,0,0
"1195","21/11/2020","Santa Cruz de Tenerife","La Palma",0,0,0
"1196","21/11/2020","Santa Cruz de Tenerife","El Hierro",1,0,0
"1197","21/11/2020","Santa Cruz de Tenerife","La Gomera",1,0,0
"1198","22/04/2020","Santa Cruz de Tenerife","Tenerife",156,37,0
"1199","22/04/2020","Las Palmas","Gran Canaria",25,18,0
"1200","22/04/2020","Las Palmas","Fuerteventura",1,2,0
"1201","22/04/2020","Las Palmas","Lanzarote",10,5,0
"1202","22/04/2020","Santa Cruz de Tenerife","La Palma",2,0,0
"1203","22/04/2020","Santa Cruz de Tenerife","El Hierro",0,0,0
"1204","22/04/2020","Santa Cruz de Tenerife","La Gomera",0,0,0
"1205","22/05/2020","Santa Cruz de Tenerife","Tenerife",40,9,0
"1206","22/05/2020","Las Palmas","Gran Canaria",6,4,0
"1207","22/05/2020","Las Palmas","Fuerteventura",0,1,0
"1208","22/05/2020","Las Palmas","Lanzarote",1,1,0
"1209","22/05/2020","Santa Cruz de Tenerife","La Palma",1,0,0
"1210","22/05/2020","Santa Cruz de Tenerife","El Hierro",0,0,0
"1211","22/05/2020","Santa Cruz de Tenerife","La Gomera",0,0,0
"1212","22/06/2020","Santa Cruz de Tenerife","Tenerife",15,2,0
"1213","22/06/2020","Las Palmas","Gran Canaria",3,2,0
"1214","22/06/2020","Las Palmas","Fuerteventura",0,0,0
"1215","22/06/2020","Las Palmas","Lanzarote",1,0,0
"1216","22/06/2020","Santa Cruz de Tenerife","La Palma",2,0,0
"1217","22/06/2020","Santa Cruz de Tenerife","El Hierro",0,0,0
"1218","22/06/2020","Santa Cruz de Tenerife","La Gomera",0,0,0
"1219","22/07/2020","Santa Cruz de Tenerife","Tenerife",11,1,0
"1220","22/07/2020","Las Palmas","Gran Canaria",3,0,0
"1221","22/07/2020","Las Palmas","Fuerteventura",0,0,0
"1222","22/07/2020","Las Palmas","Lanzarote",0,0,0
"1223","22/07/2020","Santa Cruz de Tenerife","La Palma",0,0,0
"1224","22/07/2020","Santa Cruz de Tenerife","El Hierro",0,0,0
"1225","22/07/2020","Santa Cruz de Tenerife","La Gomera",0,0,0
"1226","22/08/2020","Santa Cruz de Tenerife","Tenerife",26,5,0
