PROVINCIA;FECHA_PRUEBA;N_ANT_POSITIVOS;N_ANT;N_PCR_POSITIVOS;N_PCR
Soria;19NOV2021;0;68;7;112
Granada;19NOV2021;11;272;36;915
Badajoz;19NOV2021;15;979;31;822
Cáceres;19NOV2021;5;253;28;476
Ceuta;19NOV2021;3;149;2;81
Cuenca;19NOV2021;6;47;20;223
Cantabria;19NOV2021;11;446;69;1162
Córdoba;19NOV2021;30;501;83;531
Barcelona;19NOV2021;403;7793;773;13559
Valencia/València;19NOV2021;165;1116;274;3564
Murcia;19NOV2021;57;926;222;2310
Valladolid;19NOV2021;39;434;92;865
Tarragona;19NOV2021;55;1106;36;1138
Palencia;19NOV2021;2;103;27;238
Huesca;19NOV2021;30;234;43;460
Araba/Álava;19NOV2021;27;388;22;179
Burgos;19NOV2021;7;140;80;752
DESLOCALIZADOS;19NOV2021;87;2001;162;2116
Teruel;19NOV2021;15;124;19;279
Melilla;19NOV2021;1;137;1;75
Baleares;19NOV2021;10;294;212;2717
Toledo;19NOV2021;12;188;33;637
Segovia;19NOV2021;4;92;14;279
Ourense;19NOV2021;31;508;98;1212
Jaén;19NOV2021;17;382;39;1174
Alicante/Alacant;19NOV2021;121;817;125;1848
Huelva;19NOV2021;19;233;46;717
Ávila;19NOV2021;16;136;68;469
Lleida;19NOV2021;64;926;86;1435
Girona;19NOV2021;119;1088;150;2157
Zaragoza;19NOV2021;62;739;153;1391
Ciudad Real;19NOV2021;10;173;26;544
Albacete;19NOV2021;23;180;24;460
Rioja, La;19NOV2021;9;308;58;546
Málaga;19NOV2021;34;749;87;1306
Cádiz;19NOV2021;13;436;42;683
Salamanca;19NOV2021;26;227;74;467
Zamora;19NOV2021;9;124;25;256
Lugo;19NOV2021;3;204;21;432
Palmas, Las;19NOV2021;20;768;51;1131
León;19NOV2021;18;327;120;692
Madrid;19NOV2021;464;9887;422;8005
Santa Cruz de Tenerife;19NOV2021;15;525;53;1111
Asturias;19NOV2021;28;499;115;1574
Castellón/Castelló;19NOV2021;63;410;92;1084
Coruña, A;19NOV2021;17;816;90;1436
Pontevedra;19NOV2021;31;923;109;1259
Sevilla;19NOV2021;67;1266;107;1116
Bizkaia;19NOV2021;67;1264;145;1385
Gipuzkoa;19NOV2021;140;1218;214;2285
Almería;19NOV2021;14;231;52;1098
DESLOCALIZADOS;18NOV2021;79;2071;129;2506
Bizkaia;18NOV2021;90;1283;128;1537
Zaragoza;18NOV2021;80;763;135;1299
Navarra;18NOV2021;118;1717;222;1841
Badajoz;18NOV2021;16;918;26;513
Soria;18NOV2021;5;70;1;94
Gipuzkoa;18NOV2021;142;1284;210;2779
Lleida;18NOV2021;68;803;78;1706
Ourense;18NOV2021;28;501;62;845
Rioja, La;18NOV2021;18;410;52;693
Castellón/Castelló;18NOV2021;77;380;73;761
Barcelona;18NOV2021;382;7933;571;12775
Granada;18NOV2021;13;266;27;824
Cuenca;18NOV2021;4;41;11;168
Ávila;18NOV2021;11;163;63;409
Cáceres;18NOV2021;4;246;11;437
Córdoba;18NOV2021;26;574;52;772
Burgos;18NOV2021;8;143;57;571
Baleares;18NOV2021;8;306;159;2461
Palmas, Las;18NOV2021;37;1166;73;1555
Ceuta;18NOV2021;2;147;3;83
Melilla;18NOV2021;3;147;7;129
Huelva;18NOV2021;22;291;18;353
Toledo;18NOV2021;10;198;15;297
Tarragona;18NOV2021;57;1057;54;1557
Valencia/València;18NOV2021;151;1105;318;3093
Murcia;18NOV2021;39;911;216;2258
Girona;18NOV2021;88;1023;95;2244
Pontevedra;18NOV2021;23;998;75;886
Valladolid;18NOV2021;31;352;152;1108
Zamora;18NOV2021;5;120;14;157
Albacete;18NOV2021;19;176;46;399
Segovia;18NOV2021;0;59;11;286
Santa Cruz de Tenerife;18NOV2021;32;1014;99;1701
Araba/Álava;18NOV2021;25;342;32;459
Huesca;18NOV2021;32;207;62;328
Cantabria;18NOV2021;17;463;64;1232
Salamanca;18NOV2021;12;178;45;292
Teruel;18NOV2021;14;119;14;231
León;18NOV2021;25;384;53;539
Málaga;18NOV2021;38;779;104;1650
Ciudad Real;18NOV2021;5;177;20;312
Guadalajara;18NOV2021;6;107;7;199
Alicante/Alacant;18NOV2021;110;713;165;1573
Lugo;18NOV2021;7;308;28;425
Asturias;18NOV2021;14;475;86;1865
Coruña, A;18NOV2021;14;893;84;1047
Madrid;18NOV2021;437;10135;431;7116
Jaén;18NOV2021;15;366;18;546
Sevilla;18NOV2021;64;1439;96;871
Palencia;18NOV2021;1;131;17;212
Cádiz;18NOV2021;13;489;95;1206
Almería;18NOV2021;15;314;59;932
Bizkaia;17NOV2021;92;1321;121;1536
Jaén;17NOV2021;14;389;27;785
Rioja, La;17NOV2021;11;378;19;345
Málaga;17NOV2021;32;795;106;1749
Almería;17NOV2021;17;307;60;1131
Soria;17NOV2021;1;53;3;129
Granada;17NOV2021;11;231;53;1107
León;17NOV2021;23;349;96;611
Cádiz;17NOV2021;26;621;38;936
Huelva;17NOV2021;17;290;67;779
Toledo;17NOV2021;15;221;15;366
Melilla;17NOV2021;4;158;3;68
Lleida;17NOV2021;55;780;59;1981
Ourense;17NOV2021;22;579;66;760
Asturias;17NOV2021;13;514;76;1980
Salamanca;17NOV2021;11;144;25;376
Segovia;17NOV2021;0;70;11;249
Coruña, A;17NOV2021;26;887;62;1392
Barcelona;17NOV2021;368;8047;594;15876
Ciudad Real;17NOV2021;15;211;24;517
Albacete;17NOV2021;13;203;25;378
Ávila;17NOV2021;10;122;54;429
Zamora;17NOV2021;5;124;4;197
Córdoba;17NOV2021;35;656;40;658
Alicante/Alacant;17NOV2021;99;972;89;1655
Navarra;17NOV2021;114;1685;256;1551
Cáceres;17NOV2021;8;273;28;447
Cuenca;17NOV2021;7;61;15;236
Madrid;17NOV2021;431;10735;467;9169
Palmas, Las;17NOV2021;55;1427;93;1523
Guadalajara;17NOV2021;8;120;8;202
Badajoz;17NOV2021;20;949;27;740
Cantabria;17NOV2021;13;446;33;1051
Santa Cruz de Tenerife;17NOV2021;33;1070;58;1963
Girona;17NOV2021;88;993;48;1416
Araba/Álava;17NOV2021;23;398;31;440
DESLOCALIZADOS;17NOV2021;85;2050;156;2551
Baleares;17NOV2021;10;266;154;2537
Teruel;17NOV2021;19;178;25;224
Lugo;17NOV2021;4;247;29;656
Pontevedra;17NOV2021;24;875;89;864
Zaragoza;17NOV2021;77;773;122;1338
Huesca;17NOV2021;35;214;48;407
Castellón/Castelló;17NOV2021;72;477;68;1014
Gipuzkoa;17NOV2021;137;1319;238;1965
Tarragona;17NOV2021;40;1127;61;1741
Sevilla;17NOV2021;61;1610;126;1166
Ceuta;17NOV2021;7;143;3;46
Palencia;17NOV2021;3;113;17;234
Valladolid;17NOV2021;32;428;54;748
Murcia;17NOV2021;40;908;187;2330
Valencia/València;17NOV2021;135;1307;235;3406
Burgos;17NOV2021;8;138;45;665
Lugo;16NOV2021;5;309;22;449
Teruel;16NOV2021;18;152;27;193
Araba/Álava;16NOV2021;13;377;40;412
Huelva;16NOV2021;16;349;42;603
Baleares;16NOV2021;9;251;170;2674
Coruña, A;16NOV2021;12;942;65;1349
Girona;16NOV2021;84;1075;82;1596
Asturias;16NOV2021;5;590;53;2466
Zaragoza;16NOV2021;78;766;123;1444
Salamanca;16NOV2021;9;159;38;377
Segovia;16NOV2021;3;102;13;289
Ávila;16NOV2021;8;150;32;292
Ourense;16NOV2021;26;430;30;761
Sevilla;16NOV2021;60;1555;110;1096
León;16NOV2021;25;385;51;569
Burgos;16NOV2021;6;125;53;662
Zamora;16NOV2021;2;91;11;146
Lleida;16NOV2021;66;848;59;1109
Córdoba;16NOV2021;44;735;51;788
Castellón/Castelló;16NOV2021;54;406;62;773
Albacete;16NOV2021;11;189;20;420
Málaga;16NOV2021;42;687;135;2060
Huesca;16NOV2021;23;204;28;342
Soria;16NOV2021;3;62;1;144
Granada;16NOV2021;16;318;47;1195
Melilla;16NOV2021;5;123;0;79
Guadalajara;16NOV2021;5;131;15;230
Rioja, La;16NOV2021;18;609;38;700
Palmas, Las;16NOV2021;34;1421;90;1862
Gipuzkoa;16NOV2021;100;1269;218;1556
Cantabria;16NOV2021;13;504;46;1144
DESLOCALIZADOS;16NOV2021;78;1946;176;2754
Cáceres;16NOV2021;7;281;25;655
Almería;16NOV2021;15;432;86;1274
Ciudad Real;16NOV2021;5;205;14;634
Valladolid;16NOV2021;31;373;67;810
Badajoz;16NOV2021;11;954;15;788
Bizkaia;16NOV2021;63;1333;73;1394
Tarragona;16NOV2021;53;1125;73;1641
Toledo;16NOV2021;9;256;46;699
Madrid;16NOV2021;418;10811;358;9014
Navarra;16NOV2021;80;1775;125;1839
Cuenca;16NOV2021;6;50;9;184
Santa Cruz de Tenerife;16NOV2021;35;1011;79;1699
Cádiz;16NOV2021;20;700;93;1404
Murcia;16NOV2021;43;1012;191;2739
Barcelona;16NOV2021;378;8135;691;15598
Ceuta;16NOV2021;7;351;7;59
Alicante/Alacant;16NOV2021;88;849;129;2169
Palencia;16NOV2021;1;144;6;207
Pontevedra;16NOV2021;19;901;88;1020
Jaén;16NOV2021;15;419;51;915
Valencia/València;16NOV2021;115;1214;289;3660
Girona;15NOV2021;99;1191;168;1741
Albacete;15NOV2021;7;220;10;434
Asturias;15NOV2021;17;560;41;1808
Murcia;15NOV2021;41;1005;90;1844
Alicante/Alacant;15NOV2021;97;836;101;1824
Navarra;15NOV2021;97;1834;124;1668
Pontevedra;15NOV2021;17;969;45;724
Zamora;15NOV2021;3;116;11;262
Burgos;15NOV2021;7;118;30;605
Zaragoza;15NOV2021;71;665;113;1516
Almería;15NOV2021;14;428;22;770
Valladolid;15NOV2021;21;388;58;951
Guadalajara;15NOV2021;7;105;8;289
Málaga;15NOV2021;34;736;51;1191
Cáceres;15NOV2021;5;324;22;627
Tarragona;15NOV2021;69;1251;61;1515
Santa Cruz de Tenerife;15NOV2021;36;1097;44;1487
Granada;15NOV2021;15;308;37;942
Jaén;15NOV2021;14;416;23;521
Castellón/Castelló;15NOV2021;70;374;72;1003
DESLOCALIZADOS;15NOV2021;80;2444;120;2302
Ourense;15NOV2021;16;432;29;582
Barcelona;15NOV2021;487;9623;522;11367
Cuenca;15NOV2021;1;52;8;165
Huesca;15NOV2021;26;199;35;451
Baleares;15NOV2021;20;363;172;2595
Sevilla;15NOV2021;61;1651;43;679
Ávila;15NOV2021;21;141;22;276
Coruña, A;15NOV2021;12;956;34;990
León;15NOV2021;16;355;43;680
Palencia;15NOV2021;4;113;21;239
Lleida;15NOV2021;87;874;55;1016
Ciudad Real;15NOV2021;6;198;18;539
Palmas, Las;15NOV2021;30;1283;76;1417
Gipuzkoa;15NOV2021;88;1014;131;1569
Salamanca;15NOV2021;9;135;17;329
Teruel;15NOV2021;13;128;21;250
Soria;15NOV2021;0;76;2;143
Bizkaia;15NOV2021;51;991;81;1010
Ceuta;15NOV2021;19;303;7;107
Huelva;15NOV2021;21;312;36;620
Cádiz;15NOV2021;25;684;30;872
Segovia;15NOV2021;1;91;15;322
Badajoz;15NOV2021;11;1080;21;891
Melilla;15NOV2021;2;139;3;54
Rioja, La;15NOV2021;8;502;32;554
Córdoba;15NOV2021;20;713;11;276
Cantabria;15NOV2021;12;476;22;1067
Araba/Álava;15NOV2021;10;308;34;521
Lugo;15NOV2021;4;262;8;326
Valencia/València;15NOV2021;129;1180;176;3585
Madrid;15NOV2021;515;12110;196;8118
Toledo;15NOV2021;17;256;19;436
León;14NOV2021;7;128;5;154
Ourense;14NOV2021;10;237;18;331
Ávila;14NOV2021;12;64;11;113
Lleida;14NOV2021;25;247;11;178
Granada;14NOV2021;9;74;4;333
Cuenca;14NOV2021;3;36;10;129
Zaragoza;14NOV2021;16;257;11;397
Badajoz;14NOV2021;4;506;9;428
Ceuta;14NOV2021;10;124;2;16
Huesca;14NOV2021;11;87;2;65
Gipuzkoa;14NOV2021;40;441;119;1311
Huelva;14NOV2021;3;41;0;143
Toledo;14NOV2021;5;92;0;58
Asturias;14NOV2021;5;171;52;1498
Albacete;14NOV2021;9;120;7;122
Málaga;14NOV2021;11;201;21;784
Tarragona;14NOV2021;24;330;15;313
Valladolid;14NOV2021;13;150;34;381
Castellón/Castelló;14NOV2021;24;177;28;240
Baleares;14NOV2021;5;211;82;1569
Burgos;14NOV2021;2;55;11;306
Navarra;14NOV2021;41;555;115;912
Valencia/València;14NOV2021;42;367;51;1038
Araba/Álava;14NOV2021;8;166;0;78
Córdoba;14NOV2021;12;232;12;291
Teruel;14NOV2021;17;101;5;63
Pontevedra;14NOV2021;6;499;39;553
Cáceres;14NOV2021;2;124;5;324
Murcia;14NOV2021;12;337;32;912
Coruña, A;14NOV2021;15;471;38;999
Girona;14NOV2021;39;313;54;764
Cádiz;14NOV2021;9;217;4;404
Guadalajara;14NOV2021;1;32;1;59
Cantabria;14NOV2021;3;155;32;600
Lugo;14NOV2021;2;143;11;277
Sevilla;14NOV2021;27;577;8;211
Alicante/Alacant;14NOV2021;35;338;45;577
Bizkaia;14NOV2021;26;422;93;912
Barcelona;14NOV2021;149;1900;87;2851
Palmas, Las;14NOV2021;24;534;32;876
DESLOCALIZADOS;14NOV2021;34;1419;47;1183
Santa Cruz de Tenerife;14NOV2021;17;442;56;1112
Salamanca;14NOV2021;5;51;0;176
Segovia;14NOV2021;2;55;8;194
Almería;14NOV2021;14;126;16;534
Ciudad Real;14NOV2021;6;95;1;223
Zamora;14NOV2021;0;65;1;51
Madrid;14NOV2021;81;2455;134;3962
Jaén;14NOV2021;14;182;8;199
Soria;14NOV2021;1;31;5;72
Palencia;14NOV2021;3;67;1;128
Melilla;14NOV2021;3;66;1;44
Rioja, La;14NOV2021;3;72;5;374
Santa Cruz de Tenerife;13NOV2021;18;416;48;1115
Araba/Álava;13NOV2021;7;77;27;391
Sevilla;13NOV2021;23;520;10;480
Melilla;13NOV2021;1;86;5;87
Zamora;13NOV2021;1;70;1;50
Palencia;13NOV2021;2;66;13;181
Navarra;13NOV2021;40;524;170;1130
Granada;13NOV2021;6;128;12;497
Lugo;13NOV2021;2;127;9;275
Alicante/Alacant;13NOV2021;59;447;53;893
Toledo;13NOV2021;3;97;9;127
Córdoba;13NOV2021;5;194;65;530
Zaragoza;13NOV2021;23;292;14;471
Madrid;13NOV2021;71;2659;202;7172
Burgos;13NOV2021;4;62;32;419
Murcia;13NOV2021;13;395;72;1817
Málaga;13NOV2021;13;172;55;1280
Asturias;13NOV2021;4;204;33;1300
Gipuzkoa;13NOV2021;50;591;156;1173
Pontevedra;13NOV2021;13;445;69;770
Palmas, Las;13NOV2021;21;506;50;1349
Tarragona;13NOV2021;45;491;8;423
Lleida;13NOV2021;29;287;45;361
Coruña, A;13NOV2021;15;484;44;1118
Jaén;13NOV2021;11;178;18;618
Huelva;13NOV2021;6;94;0;83
Cuenca;13NOV2021;3;26;1;123
Rioja, La;13NOV2021;4;189;31;435
Segovia;13NOV2021;1;56;1;42
Teruel;13NOV2021;9;72;11;64
Baleares;13NOV2021;9;308;84;1662
Valencia/València;13NOV2021;59;543;174;2203
Cádiz;13NOV2021;3;182;2;465
Ciudad Real;13NOV2021;3;100;1;211
Huesca;13NOV2021;10;91;3;59
Bizkaia;13NOV2021;25;437;135;1254
Castellón/Castelló;13NOV2021;34;242;22;426
Soria;13NOV2021;0;26;2;45
Barcelona;13NOV2021;152;2635;165;5744
Badajoz;13NOV2021;16;482;9;507
Almería;13NOV2021;9;83;20;654
Salamanca;13NOV2021;3;54;5;200
Ávila;13NOV2021;1;44;12;195
Ceuta;13NOV2021;0;18;0;20
Ourense;13NOV2021;10;300;15;483
Cáceres;13NOV2021;3;100;17;270
Girona;13NOV2021;31;433;35;788
Cantabria;13NOV2021;4;107;21;659
Valladolid;13NOV2021;18;179;11;368
León;13NOV2021;6;128;9;254
Albacete;13NOV2021;12;109;9;164
Guadalajara;13NOV2021;0;26;3;133
DESLOCALIZADOS;13NOV2021;31;1438;92;1935
Girona;12NOV2021;64;1033;61;1695
Palmas, Las;12NOV2021;18;1010;73;1349
Lugo;12NOV2021;5;295;16;374
Huesca;12NOV2021;16;152;18;409
Ceuta;12NOV2021;0;16;0;33
Cantabria;12NOV2021;6;362;44;974
Rioja, La;12NOV2021;14;339;24;421
DESLOCALIZADOS;12NOV2021;66;2181;171;2698
Santa Cruz de Tenerife;12NOV2021;37;820;43;1250
Valencia/València;12NOV2021;86;825;183;3169
Soria;12NOV2021;2;73;7;162
Baleares;12NOV2021;7;323;118;1947
Jaén;12NOV2021;2;51;30;737
Málaga;12NOV2021;6;58;78;1628
Teruel;12NOV2021;7;92;9;175
Albacete;12NOV2021;9;142;18;329
Toledo;12NOV2021;24;206;29;257
Guadalajara;12NOV2021;8;111;21;230
Cuenca;12NOV2021;1;45;2;129
Huelva;12NOV2021;2;17;36;462
Melilla;12NOV2021;2;117;1;77
Navarra;12NOV2021;70;1351;93;1303
Coruña, A;12NOV2021;13;740;45;974
Burgos;12NOV2021;8;114;37;639
Barcelona;12NOV2021;308;7188;587;12304
Ourense;12NOV2021;9;422;37;427
Tarragona;12NOV2021;40;1041;43;1434
Badajoz;12NOV2021;11;862;23;626
Araba/Álava;12NOV2021;27;292;16;277
Zaragoza;12NOV2021;49;661;103;1180
Castellón/Castelló;12NOV2021;58;358;89;965
Valladolid;12NOV2021;29;413;44;612
Ciudad Real;12NOV2021;5;164;15;343
Segovia;12NOV2021;4;117;13;308
Lleida;12NOV2021;35;576;67;1622
Salamanca;12NOV2021;14;143;7;328
Palencia;12NOV2021;2;101;11;174
Granada;12NOV2021;1;26;25;795
Zamora;12NOV2021;1;83;10;220
Bizkaia;12NOV2021;52;1040;93;1132
Madrid;12NOV2021;366;9650;389;8882
Cáceres;12NOV2021;4;305;20;564
Alicante/Alacant;12NOV2021;89;811;102;2453
Sevilla;12NOV2021;11;205;58;861
Gipuzkoa;12NOV2021;80;1029;169;1525
Pontevedra;12NOV2021;6;746;39;698
Murcia;12NOV2021;19;828;163;1584
Córdoba;12NOV2021;8;90;65;583
Almería;12NOV2021;1;56;28;772
Ávila;12NOV2021;10;161;21;175
Asturias;12NOV2021;7;407;56;1326
Cádiz;12NOV2021;4;123;84;951
León;12NOV2021;13;262;43;577
Sevilla;11NOV2021;33;1136;45;697
Ciudad Real;11NOV2021;8;164;10;366
Coruña, A;11NOV2021;10;774;38;989
Bizkaia;11NOV2021;58;1060;63;979
Badajoz;11NOV2021;13;952;29;435
DESLOCALIZADOS;11NOV2021;59;1794;87;2469
Madrid;11NOV2021;340;10105;362;8311
Asturias;11NOV2021;7;387;43;1784
Navarra;11NOV2021;68;1406;95;1087
Alicante/Alacant;11NOV2021;80;840;73;1614
Cáceres;11NOV2021;4;438;16;321
Málaga;11NOV2021;20;669;65;1291
Melilla;11NOV2021;1;111;5;65
Santa Cruz de Tenerife;11NOV2021;67;760;74;1458
Cuenca;11NOV2021;0;40;8;203
Gipuzkoa;11NOV2021;91;1126;148;1266
Lugo;11NOV2021;4;365;16;363
Guadalajara;11NOV2021;4;95;5;188
Pontevedra;11NOV2021;10;793;38;648
Valencia/València;11NOV2021;86;1098;186;2748
Zaragoza;11NOV2021;49;623;115;994
Ourense;11NOV2021;12;319;27;598
Girona;11NOV2021;54;841;57;2067
Cádiz;11NOV2021;12;416;26;603
Palmas, Las;11NOV2021;32;1135;64;1249
Huesca;11NOV2021;18;147;29;260
Ávila;11NOV2021;5;127;32;250
Barcelona;11NOV2021;264;6823;333;11958
Almería;11NOV2021;12;291;43;805
León;11NOV2021;5;214;34;433
Ceuta;11NOV2021;0;65;0;28
Toledo;11NOV2021;14;202;13;313
Jaén;11NOV2021;14;340;57;818
Castellón/Castelló;11NOV2021;52;370;69;892
Teruel;11NOV2021;7;90;16;127
Granada;11NOV2021;9;226;19;726
Murcia;11NOV2021;17;854;65;1486
Burgos;11NOV2021;3;102;52;608
Cantabria;11NOV2021;9;386;40;963
Albacete;11NOV2021;2;191;15;296
Rioja, La;11NOV2021;7;205;24;399
Araba/Álava;11NOV2021;13;278;23;362
Salamanca;11NOV2021;4;115;19;396
Córdoba;11NOV2021;35;542;18;445
Lleida;11NOV2021;36;646;34;1347
Huelva;11NOV2021;5;238;21;321
Zamora;11NOV2021;3;83;4;147
Valladolid;11NOV2021;19;292;55;587
Baleares;11NOV2021;5;313;161;1973
Soria;11NOV2021;1;61;1;94
Tarragona;11NOV2021;41;917;51;1640
Palencia;11NOV2021;0;114;9;169
Segovia;11NOV2021;1;67;7;156
Melilla;10NOV2021;1;109;0;54
Segovia;10NOV2021;2;69;10;250
Jaén;10NOV2021;7;391;33;600
Toledo;10NOV2021;19;204;46;543
Cuenca;10NOV2021;3;59;9;160
Zamora;10NOV2021;1;105;15;184
Navarra;10NOV2021;51;1291;101;1222
Almería;10NOV2021;8;293;33;881
Cádiz;10NOV2021;16;577;25;967
Asturias;10NOV2021;15;430;37;1696
Badajoz;10NOV2021;8;957;15;681
Santa Cruz de Tenerife;10NOV2021;27;544;49;1786
Teruel;10NOV2021;12;125;19;176
Palmas, Las;10NOV2021;34;1143;55;1337
Murcia;10NOV2021;24;911;68;1677
Cáceres;10NOV2021;9;293;8;470
Granada;10NOV2021;3;212;31;939
Burgos;10NOV2021;6;114;63;758
Gipuzkoa;10NOV2021;91;1169;107;1601
Palencia;10NOV2021;2;82;8;190
Coruña, A;10NOV2021;9;844;32;998
Ceuta;10NOV2021;2;29;0;28
Lleida;10NOV2021;37;657;43;1625
Zaragoza;10NOV2021;29;649;60;1079
Valladolid;10NOV2021;19;317;63;794
Araba/Álava;10NOV2021;6;326;21;294
Soria;10NOV2021;1;65;3;109
Córdoba;10NOV2021;14;513;60;803
Pontevedra;10NOV2021;6;772;19;581
Albacete;10NOV2021;10;155;10;344
Bizkaia;10NOV2021;40;1093;84;941
León;10NOV2021;8;226;26;426
Rioja, La;10NOV2021;15;454;28;601
Alicante/Alacant;10NOV2021;73;825;89;1692
Ciudad Real;10NOV2021;4;184;17;447
Huesca;10NOV2021;7;135;37;321
Ourense;10NOV2021;12;405;31;588
Madrid;10NOV2021;340;10828;243;8554
Lugo;10NOV2021;7;266;10;426
Girona;10NOV2021;58;884;66;2409
Baleares;10NOV2021;6;277;115;2177
Tarragona;10NOV2021;31;945;40;1989
Salamanca;10NOV2021;5;132;13;198
Valencia/València;10NOV2021;81;1122;149;2874
Barcelona;10NOV2021;225;6713;318;15599
Huelva;10NOV2021;9;192;22;391
Castellón/Castelló;10NOV2021;61;379;59;819
Guadalajara;10NOV2021;5;113;13;238
Ávila;10NOV2021;6;132;15;201
Málaga;10NOV2021;30;660;101;1930
Cantabria;10NOV2021;6;366;33;778
Sevilla;10NOV2021;25;1310;48;857
DESLOCALIZADOS;10NOV2021;51;1800;99;2323
Zaragoza;09NOV2021;28;624;102;1356
Girona;09NOV2021;51;916;38;1611
Navarra;09NOV2021;53;1390;109;1405
Salamanca;09NOV2021;6;139;18;340
León;09NOV2021;12;227;23;444
Ceuta;09NOV2021;0;22;0;38
Rioja, La;09NOV2021;7;228;26;634
Palmas, Las;09NOV2021;26;996;63;1548
Toledo;09NOV2021;14;242;30;614
Soria;09NOV2021;1;79;3;111
Lugo;09NOV2021;4;261;2;419
Valencia/València;09NOV2021;82;1139;141;3466
Bizkaia;09NOV2021;32;1122;71;1052
Teruel;09NOV2021;15;114;6;155
Barcelona;09NOV2021;212;6387;491;14654
Araba/Álava;09NOV2021;12;349;9;357
Cáceres;09NOV2021;2;459;13;580
Cuenca;09NOV2021;0;49;1;191
DESLOCALIZADOS;09NOV2021;48;1975;150;2496
Alicante/Alacant;09NOV2021;58;852;72;2016
Badajoz;09NOV2021;11;1161;29;711
Gipuzkoa;09NOV2021;97;1170;66;1038
Tarragona;09NOV2021;24;884;32;1961
Huelva;09NOV2021;6;260;57;656
Granada;09NOV2021;9;280;24;1059
Castellón/Castelló;09NOV2021;44;366;51;633
Baleares;09NOV2021;5;267;93;1900
Pontevedra;09NOV2021;10;779;28;826
Valladolid;09NOV2021;20;309;37;748
Cádiz;09NOV2021;6;583;33;1091
Burgos;09NOV2021;2;129;33;561
Cantabria;09NOV2021;2;443;37;935
Zamora;09NOV2021;4;110;6;162
Coruña, A;09NOV2021;8;884;34;1318
Melilla;09NOV2021;1;115;1;80
Ciudad Real;09NOV2021;2;191;16;525
Segovia;09NOV2021;0;75;11;317
Murcia;09NOV2021;12;914;102;2383
Lleida;09NOV2021;29;587;42;1153
Ourense;09NOV2021;6;442;36;557
Jaén;09NOV2021;8;394;35;647
Huesca;09NOV2021;17;176;23;279
Guadalajara;09NOV2021;1;120;5;246
Santa Cruz de Tenerife;09NOV2021;28;717;55;1332
Albacete;09NOV2021;9;194;9;296
Palencia;09NOV2021;1;108;12;239
Almería;09NOV2021;7;401;33;923
Málaga;09NOV2021;20;661;103;1826
Madrid;09NOV2021;175;6018;307;7527
Asturias;09NOV2021;7;485;42;2025
Córdoba;09NOV2021;13;560;105;842
Ávila;09NOV2021;3;88;19;307
Sevilla;09NOV2021;22;1410;39;802
Teruel;08NOV2021;9;107;10;182
Madrid;08NOV2021;366;10679;207;8448
Segovia;08NOV2021;0;92;29;377
Almería;08NOV2021;11;409;31;921
Valencia/València;08NOV2021;85;1107;143;3191
Jaén;08NOV2021;8;365;11;455
Lleida;08NOV2021;43;748;34;762
Zaragoza;08NOV2021;62;678;98;1424
Palmas, Las;08NOV2021;30;1043;54;1310
Huelva;08NOV2021;4;292;25;483
Palencia;08NOV2021;2;105;11;216
