PROVINCIA;FECHA_PRUEBA;N_ANT_POSITIVOS;N_ANT;N_PCR_POSITIVOS;N_PCR
Bizkaia;02FEB2022;1236;2550;455;2171
Barcelona;02FEB2022;7706;26042;1377;8394
Murcia;02FEB2022;1680;5900;741;2968
Araba/Álava;02FEB2022;390;845;139;804
Salamanca;02FEB2022;370;802;40;319
Navarra;02FEB2022;673;1677;247;850
Cáceres;02FEB2022;463;1264;169;562
Valencia/València;02FEB2022;1343;2212;1141;3663
Palencia;02FEB2022;78;217;30;138
Ourense;02FEB2022;185;1288;0;0
Alicante/Alacant;02FEB2022;953;1636;974;2907
Asturias;02FEB2022;357;1194;1135;3947
Valladolid;02FEB2022;464;1115;151;990
Ceuta;02FEB2022;101;298;14;54
Burgos;02FEB2022;304;650;57;377
Santa Cruz de Tenerife;02FEB2022;109;582;180;995
Coruña, A;02FEB2022;499;2396;0;0
Badajoz;02FEB2022;835;2663;145;629
Cuenca;02FEB2022;157;454;72;322
Guadalajara;02FEB2022;289;552;40;205
Huesca;02FEB2022;229;410;91;308
Palmas, Las;02FEB2022;291;1393;254;1077
Castellón/Castelló;02FEB2022;485;851;211;884
Ciudad Real;02FEB2022;436;1201;124;695
Melilla;02FEB2022;22;125;21;61
Cantabria;02FEB2022;627;1537;389;1404
Toledo;02FEB2022;626;1249;250;876
Segovia;02FEB2022;132;295;32;233
Girona;02FEB2022;1051;3295;94;595
Madrid;02FEB2022;5573;16513;1983;9411
León;02FEB2022;401;1140;140;655
Rioja, La;02FEB2022;308;992;37;209
Lleida;02FEB2022;809;2590;94;748
DESLOCALIZADOS;02FEB2022;714;2691;211;1012
Albacete;02FEB2022;552;1168;49;331
Teruel;02FEB2022;133;274;25;105
Zamora;02FEB2022;101;302;45;263
Pontevedra;02FEB2022;454;2080;0;0
Tarragona;02FEB2022;1379;4345;110;533
Soria;02FEB2022;97;246;39;155
Zaragoza;02FEB2022;765;1489;314;1076
Gipuzkoa;02FEB2022;803;1602;333;1717
Ávila;02FEB2022;129;377;31;142
Lugo;02FEB2022;179;915;0;0
Melilla;01FEB2022;31;158;20;90
Gipuzkoa;01FEB2022;1083;2034;563;2620
Cádiz;01FEB2022;216;968;326;1396
Baleares;01FEB2022;1492;3564;664;2727
Guadalajara;01FEB2022;326;649;77;288
Barcelona;01FEB2022;10324;32503;2496;15824
Albacete;01FEB2022;488;1125;67;433
Burgos;01FEB2022;313;632;62;504
Ourense;01FEB2022;165;1135;220;896
Toledo;01FEB2022;654;1428;251;853
Araba/Álava;01FEB2022;412;879;101;778
Segovia;01FEB2022;111;288;33;220
DESLOCALIZADOS;01FEB2022;986;3835;476;2282
Málaga;01FEB2022;241;919;948;2963
Murcia;01FEB2022;1944;6051;831;3402
Asturias;01FEB2022;368;1076;1381;4478
Zamora;01FEB2022;124;285;60;241
Zaragoza;01FEB2022;911;1686;591;1889
Castellón/Castelló;01FEB2022;738;1273;288;974
Rioja, La;01FEB2022;298;1190;67;281
Salamanca;01FEB2022;413;909;77;413
Girona;01FEB2022;1378;4106;308;2037
Madrid;01FEB2022;4951;16201;2521;10926
Huesca;01FEB2022;269;471;117;353
Jaén;01FEB2022;231;688;244;1098
Sevilla;01FEB2022;403;1972;381;1400
Navarra;01FEB2022;878;2041;307;1027
Coruña, A;01FEB2022;518;2371;818;2661
Santa Cruz de Tenerife;01FEB2022;327;1492;274;1837
Almería;01FEB2022;388;1027;563;1929
Lleida;01FEB2022;1053;3260;200;1403
Ciudad Real;01FEB2022;506;1301;195;941
Cantabria;01FEB2022;555;1473;533;1949
Palencia;01FEB2022;177;444;50;216
Palmas, Las;01FEB2022;480;1878;394;1851
Valencia/València;01FEB2022;1972;3436;1720;5600
Cáceres;01FEB2022;418;1239;217;716
Ceuta;01FEB2022;127;383;9;76
Córdoba;01FEB2022;520;1249;233;848
Pontevedra;01FEB2022;367;2058;596;2187
Tarragona;01FEB2022;1953;5480;172;1185
Soria;01FEB2022;104;266;32;183
Huelva;01FEB2022;136;509;170;711
Granada;01FEB2022;161;498;509;1945
Ávila;01FEB2022;118;340;31;180
Lugo;01FEB2022;156;642;260;960
Badajoz;01FEB2022;920;2719;207;834
Valladolid;01FEB2022;481;1112;139;805
Alicante/Alacant;01FEB2022;1490;2656;1538;4697
Cuenca;01FEB2022;203;494;68;189
Teruel;01FEB2022;191;373;59;186
Bizkaia;01FEB2022;1420;2867;512;2452
León;01FEB2022;390;1215;125;599
Pontevedra;31JAN2022;452;2202;476;1911
Málaga;31JAN2022;324;1103;425;1708
Lleida;31JAN2022;1354;3828;300;1410
Teruel;31JAN2022;209;379;74;210
Valencia/València;31JAN2022;2449;4291;1784;5880
Cáceres;31JAN2022;667;1673;233;915
Toledo;31JAN2022;841;1657;164;817
