PROVINCIA;FECHA_PRUEBA;N_ANT_POSITIVOS;N_ANT;N_PCR_POSITIVOS;N_PCR
Jaén;06FEB2022;101;300;86;346
DESLOCALIZADOS;05FEB2022;396;2186;282;1747
Salamanca;05FEB2022;81;200;36;230
Toledo;05FEB2022;184;487;123;421
Araba/Álava;05FEB2022;149;318;43;250
Valladolid;05FEB2022;114;301;32;344
Sevilla;05FEB2022;139;563;201;1022
Barcelona;05FEB2022;4599;9109;782;5665
Lugo;05FEB2022;65;423;130;596
Ourense;05FEB2022;50;353;149;954
Burgos;05FEB2022;66;166;51;547
Cáceres;05FEB2022;189;447;151;567
Gipuzkoa;05FEB2022;483;870;227;1002
Baleares;05FEB2022;696;1780;249;1291
Asturias;05FEB2022;84;359;907;3313
Murcia;05FEB2022;670;2208;331;1883
Pontevedra;05FEB2022;154;991;560;1955
Ceuta;05FEB2022;68;165;4;28
Girona;05FEB2022;674;1266;92;637
Soria;05FEB2022;31;107;10;71
Cantabria;05FEB2022;254;598;179;775
Palmas, Las;05FEB2022;172;774;223;1268
Rioja, La;05FEB2022;143;507;15;61
Granada;05FEB2022;92;204;145;627
Zamora;05FEB2022;27;98;15;61
Huesca;05FEB2022;76;167;24;110
Segovia;05FEB2022;47;157;9;102
Navarra;05FEB2022;290;601;85;444
Zaragoza;05FEB2022;141;400;83;466
León;05FEB2022;120;481;66;369
Bizkaia;05FEB2022;451;947;323;1353
Jaén;05FEB2022;140;298;177;818
Cuenca;05FEB2022;76;188;76;212
Ciudad Real;05FEB2022;185;524;25;218
Santa Cruz de Tenerife;05FEB2022;124;574;168;1114
Albacete;05FEB2022;155;365;15;142
Ávila;05FEB2022;66;181;23;136
Cádiz;05FEB2022;73;338;110;592
Almería;05FEB2022;129;233;301;1009
Castellón/Castelló;05FEB2022;238;498;81;443
Melilla;05FEB2022;8;79;16;76
Coruña, A;05FEB2022;243;1237;662;2603
Palencia;05FEB2022;62;158;27;159
Valencia/València;05FEB2022;650;1321;630;2619
Guadalajara;05FEB2022;93;188;5;130
Teruel;05FEB2022;36;86;18;77
Madrid;05FEB2022;607;3632;1185;6533
Lleida;05FEB2022;441;823;60;361
Tarragona;05FEB2022;965;1890;141;881
Alicante/Alacant;05FEB2022;374;865;430;1524
Badajoz;05FEB2022;481;1257;109;549
Málaga;05FEB2022;115;328;264;1550
Huelva;05FEB2022;36;128;62;231
Córdoba;05FEB2022;269;508;140;526
Alicante/Alacant;04FEB2022;966;2030;1026;3128
Cuenca;04FEB2022;199;448;75;288
Teruel;04FEB2022;120;254;71;205
Huesca;04FEB2022;183;376;119;377
León;04FEB2022;320;1129;159;769
Ávila;04FEB2022;144;420;22;108
Madrid;04FEB2022;5520;16790;2317;9774
Pontevedra;04FEB2022;480;2006;479;1974
Segovia;04FEB2022;112;316;25;231
Melilla;04FEB2022;12;170;12;43
Barcelona;04FEB2022;7062;21348;2069;13826
Valladolid;04FEB2022;359;993;101;613
Ceuta;04FEB2022;85;254;8;46
Castellón/Castelló;04FEB2022;479;859;265;958
Gipuzkoa;04FEB2022;689;1370;291;1870
Santa Cruz de Tenerife;04FEB2022;301;1435;230;1335
Cantabria;04FEB2022;450;1344;330;1431
Asturias;04FEB2022;297;1079;1187;3982
Lleida;04FEB2022;708;2013;192;1307
Cádiz;04FEB2022;249;1036;369;1465
Tarragona;04FEB2022;1449;3673;193;1377
Toledo;04FEB2022;547;1076;175;749
Zaragoza;04FEB2022;561;1264;436;1292
Málaga;04FEB2022;282;1031;705;2542
Almería;04FEB2022;301;730;442;1431
Granada;04FEB2022;167;501;512;1821
Murcia;04FEB2022;1444;5238;654;2401
Ciudad Real;04FEB2022;380;1064;137;658
Coruña, A;04FEB2022;450;2221;676;2234
Lugo;04FEB2022;129;889;239;938
Soria;04FEB2022;69;243;72;194
Salamanca;04FEB2022;303;831;63;323
Valencia/València;04FEB2022;1592;3170;1511;4696
Rioja, La;04FEB2022;392;1094;58;154
Burgos;04FEB2022;194;536;56;348
Huelva;04FEB2022;157;416;126;528
Cáceres;04FEB2022;413;1152;95;504
DESLOCALIZADOS;04FEB2022;789;3474;514;2393
Zamora;04FEB2022;103;300;60;300
Albacete;04FEB2022;401;983;45;335
Girona;04FEB2022;996;2720;232;1818
Palencia;04FEB2022;150;418;43;211
Córdoba;04FEB2022;459;1143;179;618
Palmas, Las;04FEB2022;387;1778;349;1671
Ourense;04FEB2022;171;1171;241;1411
Bizkaia;04FEB2022;937;2040;388;1616
Araba/Álava;04FEB2022;307;717;79;630
Navarra;04FEB2022;592;1565;219;853
Baleares;04FEB2022;1189;3175;471;1960
Guadalajara;04FEB2022;232;492;48;197
Sevilla;04FEB2022;530;1992;349;1344
Badajoz;04FEB2022;821;2441;159;706
Jaén;04FEB2022;269;707;306;1050
Valladolid;03FEB2022;442;1035;117;627
Ciudad Real;03FEB2022;396;1073;196;736
Cantabria;03FEB2022;511;1330;359;1213
León;03FEB2022;302;1096;103;477
Almería;03FEB2022;325;789;476;1609
Tarragona;03FEB2022;1586;4417;257;1436
Navarra;03FEB2022;667;1659;249;869
Teruel;03FEB2022;156;302;40;112
Palmas, Las;03FEB2022;413;1862;339;1340
Zaragoza;03FEB2022;618;1291;527;1462
Málaga;03FEB2022;257;1027;624;2285
Alicante/Alacant;03FEB2022;1072;2100;940;2804
Araba/Álava;03FEB2022;360;781;148;773
Castellón/Castelló;03FEB2022;490;1009;198;858
Huelva;03FEB2022;125;447;165;704
Coruña, A;03FEB2022;445;1963;683;2219
Toledo;03FEB2022;533;1091;157;510
Ourense;03FEB2022;170;1181;212;1369
Zamora;03FEB2022;94;297;49;185
Granada;03FEB2022;167;506;550;1584
Soria;03FEB2022;78;235;64;246
Burgos;03FEB2022;308;697;70;340
Rioja, La;03FEB2022;348;1042;69;232
Pontevedra;03FEB2022;352;1898;455;1804
Ceuta;03FEB2022;82;236;14;58
Badajoz;03FEB2022;891;2717;148;545
Palencia;03FEB2022;170;413;47;155
Segovia;03FEB2022;109;270;21;129
Sevilla;03FEB2022;498;1979;314;1105
Baleares;03FEB2022;1309;3232;643;2030
Salamanca;03FEB2022;356;825;83;456
DESLOCALIZADOS;03FEB2022;837;3958;471;2165
Cáceres;03FEB2022;398;1128;210;577
Asturias;03FEB2022;332;1101;1639;4611
Guadalajara;03FEB2022;231;488;46;172
Cádiz;03FEB2022;257;1009;352;1173
Gipuzkoa;03FEB2022;792;1550;357;2084
Santa Cruz de Tenerife;03FEB2022;360;1460;297;1718
Girona;03FEB2022;1107;3200;247;1471
Córdoba;03FEB2022;405;1053;210;626
Lugo;03FEB2022;129;750;161;973
Barcelona;03FEB2022;8210;25002;2149;13130
Melilla;03FEB2022;26;174;11;61
Bizkaia;03FEB2022;1149;2330;477;2044
Jaén;03FEB2022;264;713;225;858
Valencia/València;03FEB2022;1738;3148;1511;4642
Murcia;03FEB2022;1528;5088;514;2251
Madrid;03FEB2022;5555;16847;2326;9518
Huesca;03FEB2022;200;409;118;321
Cuenca;03FEB2022;146;411;35;152
Ávila;03FEB2022;144;370;38;135
Lleida;03FEB2022;763;2396;175;877
Albacete;03FEB2022;431;958;65;263
Coruña, A;02FEB2022;499;2396;788;2861
Burgos;02FEB2022;307;656;58;378
León;02FEB2022;406;1145;140;655
Cádiz;02FEB2022;259;1162;386;1632
Teruel;02FEB2022;133;274;37;121
Huelva;02FEB2022;127;525;135;669
Albacete;02FEB2022;574;1196;49;331
Madrid;02FEB2022;5827;18320;2338;11112
Gipuzkoa;02FEB2022;804;1606;333;1718
Bizkaia;02FEB2022;1236;2552;455;2172
DESLOCALIZADOS;02FEB2022;1038;4010;493;2227
Tarragona;02FEB2022;1833;5184;214;1272
Sevilla;02FEB2022;612;2354;351;1326
Toledo;02FEB2022;667;1298;250;876
Rioja, La;02FEB2022;309;998;39;222
Zamora;02FEB2022;101;302;49;268
Soria;02FEB2022;98;247;40;156
Navarra;02FEB2022;695;1716;272;889
Ourense;02FEB2022;185;1288;196;1163
Valladolid;02FEB2022;471;1122;155;994
Córdoba;02FEB2022;462;1195;127;489
Zaragoza;02FEB2022;765;1489;517;1564
Málaga;02FEB2022;362;1155;750;2690
Ávila;02FEB2022;129;377;33;144
Salamanca;02FEB2022;379;812;43;322
Lleida;02FEB2022;1046;3305;230;1250
Girona;02FEB2022;1374;4043;268;1610
Jaén;02FEB2022;304;738;251;1033
Melilla;02FEB2022;22;127;24;74
Araba/Álava;02FEB2022;390;847;139;804
Ciudad Real;02FEB2022;442;1208;124;702
Lugo;02FEB2022;179;915;220;917
Alicante/Alacant;02FEB2022;1296;2442;1155;3499
Ceuta;02FEB2022;104;302;14;54
Granada;02FEB2022;206;569;526;1784
Guadalajara;02FEB2022;296;563;57;248
Asturias;02FEB2022;363;1212;1136;3949
Badajoz;02FEB2022;939;2802;156;648
Santa Cruz de Tenerife;02FEB2022;163;877;200;1187
Barcelona;02FEB2022;10326;30791;2330;13682
Segovia;02FEB2022;132;296;32;233
Murcia;02FEB2022;1681;5904;741;2969
Castellón/Castelló;02FEB2022;594;1079;266;1067
Palencia;02FEB2022;78;217;31;139
Palmas, Las;02FEB2022;435;1884;320;1370
Valencia/València;02FEB2022;1994;3492;1513;4997
Cantabria;02FEB2022;627;1542;389;1405
Cáceres;02FEB2022;483;1294;169;562
Baleares;02FEB2022;1413;3451;586;2430
Cuenca;02FEB2022;170;467;73;328
Pontevedra;02FEB2022;454;2080;561;2285
Huesca;02FEB2022;229;410;93;322
Almería;02FEB2022;366;865;606;1866
Palencia;01FEB2022;180;448;50;216
Málaga;01FEB2022;342;1072;985;3192
Salamanca;01FEB2022;422;919;77;413
Cantabria;01FEB2022;555;1481;533;1952
DESLOCALIZADOS;01FEB2022;1111;4406;537;2626
Burgos;01FEB2022;313;632;64;506
Lleida;01FEB2022;1132;3614;276;1492
Albacete;01FEB2022;501;1140;67;434
Toledo;01FEB2022;673;1453;251;853
Murcia;01FEB2022;1944;6054;831;3402
Asturias;01FEB2022;374;1087;1381;4478
Segovia;01FEB2022;122;299;35;222
Cuenca;01FEB2022;206;497;68;190
Valencia/València;01FEB2022;2036;3629;1746;5716
Madrid;01FEB2022;5089;17463;2619;11561
Navarra;01FEB2022;890;2074;310;1040
Girona;01FEB2022;1505;4369;319;2170
Huelva;01FEB2022;149;535;194;750
Zaragoza;01FEB2022;911;1687;591;1891
Teruel;01FEB2022;191;373;59;186
Melilla;01FEB2022;31;158;20;90
Jaén;01FEB2022;328;801;246;1106
Granada;01FEB2022;244;589;523;1961
Santa Cruz de Tenerife;01FEB2022;331;1519;283;1854
Palmas, Las;01FEB2022;490;1924;400;1876
Baleares;01FEB2022;1594;3740;664;2733
Lugo;01FEB2022;156;642;260;960
Almería;01FEB2022;426;1097;572;1973
Rioja, La;01FEB2022;299;1197;67;284
Pontevedra;01FEB2022;367;2058;596;2187
Ourense;01FEB2022;165;1135;222;898
Valladolid;01FEB2022;484;1117;145;811
Ciudad Real;01FEB2022;513;1311;195;941
Araba/Álava;01FEB2022;412;881;101;778
Castellón/Castelló;01FEB2022;753;1318;293;1009
Córdoba;01FEB2022;572;1327;246;889
Guadalajara;01FEB2022;330;655;78;291
Gipuzkoa;01FEB2022;1083;2040;563;2621
Soria;01FEB2022;104;266;32;183
Cádiz;01FEB2022;280;1211;351;1565
Sevilla;01FEB2022;598;2373;433;1570
Zamora;01FEB2022;124;285;61;242
Ceuta;01FEB2022;127;383;9;76
Alicante/Alacant;01FEB2022;1516;2730;1541;4774
León;01FEB2022;391;1217;127;601
Barcelona;01FEB2022;11446;34589;2594;16365
Cáceres;01FEB2022;428;1298;217;716
Ávila;01FEB2022;118;340;33;182
Huesca;01FEB2022;270;472;117;354
Badajoz;01FEB2022;987;2826;209;838
Tarragona;01FEB2022;2070;5748;191;1405
Bizkaia;01FEB2022;1420;2882;512;2452
Coruña, A;01FEB2022;518;2371;818;2663
Coruña, A;31JAN2022;510;2589;571;2288
Palencia;31JAN2022;182;570;25;136
Ciudad Real;31JAN2022;580;1436;205;981
Gipuzkoa;31JAN2022;990;1921;173;1264
Zaragoza;31JAN2022;506;900;290;714
Salamanca;31JAN2022;671;1594;60;289
Ourense;31JAN2022;239;1270;176;966
Albacete;31JAN2022;595;1330;62;368
Rioja, La;31JAN2022;170;895;30;205
Córdoba;31JAN2022;651;1516;186;728
Lleida;31JAN2022;1407;4034;300;1411
Murcia;31JAN2022;3130;9934;625;2775
Málaga;31JAN2022;391;1200;453;1862
Toledo;31JAN2022;857;1673;165;819
Soria;31JAN2022;137;412;52;194
Castellón/Castelló;31JAN2022;842;1410;344;1290
Asturias;31JAN2022;525;1216;1274;4133
Valencia/València;31JAN2022;2481;4343;1786;5887
Lugo;31JAN2022;161;802;169;906
Segovia;31JAN2022;137;440;42;284
Girona;31JAN2022;2040;5930;354;2320
Palmas, Las;31JAN2022;526;2108;383;1533
Valladolid;31JAN2022;651;1727;188;1033
Cáceres;31JAN2022;676;1683;233;915
Santa Cruz de Tenerife;31JAN2022;462;1518;322;2011
Ávila;31JAN2022;215;948;28;195
Melilla;31JAN2022;31;177;15;56
Almería;31JAN2022;536;1105;601;1868
Sevilla;31JAN2022;737;2896;274;1021
Badajoz;31JAN2022;1172;3117;218;1006
Huelva;31JAN2022;191;648;219;808
Pontevedra;31JAN2022;452;2202;476;1911
Cádiz;31JAN2022;303;1533;334;1451
Guadalajara;31JAN2022;388;713;67;306
Cuenca;31JAN2022;248;572;39;211
Alicante/Alacant;31JAN2022;1695;3277;1064;3561
Jaén;31JAN2022;371;931;278;1093
Navarra;31JAN2022;875;2216;430;1330
Cantabria;31JAN2022;804;2028;454;1613
León;31JAN2022;505;1564;174;791
Burgos;31JAN2022;623;1830;93;633
Baleares;31JAN2022;1751;4050;850;3387
Granada;31JAN2022;260;692;845;2489
DESLOCALIZADOS;31JAN2022;1249;5266;540;2468
Huesca;31JAN2022;323;480;180;494
Bizkaia;31JAN2022;1537;2938;345;2056
Tarragona;31JAN2022;2567;6870;281;1452
Barcelona;31JAN2022;14657;42411;3209;18251
Araba/Álava;31JAN2022;529;1005;68;524
Madrid;31JAN2022;6311;21657;2597;12382
Zamora;31JAN2022;194;813;80;355
Ceuta;31JAN2022;174;521;16;86
Teruel;31JAN2022;209;379;74;210
Ávila;30JAN2022;34;140;14;86
Valladolid;30JAN2022;166;378;60;345
Bizkaia;30JAN2022;1041;1691;232;1112
Palmas, Las;30JAN2022;228;832;217;1041
Lugo;30JAN2022;66;346;88;496
Segovia;30JAN2022;67;184;21;134
Zaragoza;30JAN2022;236;497;101;487
Palencia;30JAN2022;45;132;28;135
León;30JAN2022;110;361;50;197
Pontevedra;30JAN2022;258;1348;259;1089
Coruña, A;30JAN2022;252;1627;557;2063
Cádiz;30JAN2022;124;451;120;639
Zamora;30JAN2022;42;136;14;82
Melilla;30JAN2022;4;46;10;39
Araba/Álava;30JAN2022;305;581;120;433
Santa Cruz de Tenerife;30JAN2022;116;453;138;684
Granada;30JAN2022;138;253;139;439
Salamanca;30JAN2022;127;287;8;187
Lleida;30JAN2022;991;1592;91;385
Sevilla;30JAN2022;228;837;72;294
Navarra;30JAN2022;502;926;129;480
Madrid;30JAN2022;1308;5857;940;4694
Toledo;30JAN2022;275;566;23;222
Castellón/Castelló;30JAN2022;238;458;64;323
Córdoba;30JAN2022;152;371;62;308
Ourense;30JAN2022;174;1095;160;638
Jaén;30JAN2022;170;333;84;301
Girona;30JAN2022;1274;1944;79;444
Guadalajara;30JAN2022;157;316;11;70
Ciudad Real;30JAN2022;362;841;58;303
Alicante/Alacant;30JAN2022;420;828;394;1084
Burgos;30JAN2022;53;133;15;74
Huesca;30JAN2022;128;226;18;66
Cantabria;30JAN2022;374;671;247;751
Murcia;30JAN2022;569;1902;427;1651
Asturias;30JAN2022;88;325;1173;3565
Almería;30JAN2022;221;411;281;1026
Málaga;30JAN2022;162;381;238;1047
Rioja, La;30JAN2022;50;442;18;130
Teruel;30JAN2022;82;159;21;68
Gipuzkoa;30JAN2022;818;1328;286;1230
Badajoz;30JAN2022;650;1772;63;389
Albacete;30JAN2022;286;604;20;133
Valencia/València;30JAN2022;532;1211;371;1293
Ceuta;30JAN2022;132;420;9;28
Baleares;30JAN2022;1302;2716;303;1420
DESLOCALIZADOS;30JAN2022;692;2487;254;1294
Tarragona;30JAN2022;1804;2703;118;629
Cuenca;30JAN2022;136;313;29;138
Cáceres;30JAN2022;239;672;60;310
Huelva;30JAN2022;55;124;19;133
Soria;30JAN2022;62;199;15;108
Barcelona;30JAN2022;9748;14119;793;3808
Palmas, Las;29JAN2022;236;874;345;1501
Guadalajara;29JAN2022;162;317;15;123
Granada;29JAN2022;159;279;220;791
Ciudad Real;29JAN2022;326;689;45;233
Araba/Álava;29JAN2022;359;643;125;538
Ceuta;29JAN2022;80;256;8;27
Alicante/Alacant;29JAN2022;710;1288;902;2629
Huelva;29JAN2022;43;172;71;247
Valencia/València;29JAN2022;962;1885;1132;3510
Badajoz;29JAN2022;587;1408;141;550
Jaén;29JAN2022;146;311;165;594
Tarragona;29JAN2022;1749;3463;151;979
Coruña, A;29JAN2022;304;1556;643;2381
Rioja, La;29JAN2022;59;442;44;177
Pontevedra;29JAN2022;197;1323;535;1846
Cuenca;29JAN2022;113;269;53;203
Girona;29JAN2022;1362;2570;102;512
Zaragoza;29JAN2022;255;538;144;497
Santa Cruz de Tenerife;29JAN2022;174;554;264;1335
Burgos;29JAN2022;108;221;55;381
Teruel;29JAN2022;91;144;19;81
Ávila;29JAN2022;106;362;11;132
Bizkaia;29JAN2022;1104;1937;492;1653
Cáceres;29JAN2022;277;623;87;361
Palencia;29JAN2022;73;166;31;112
Valladolid;29JAN2022;195;441;70;552
Barcelona;29JAN2022;9328;17562;1383;7579
Cantabria;29JAN2022;289;575;285;922
Soria;29JAN2022;46;143;9;79
Lugo;29JAN2022;98;539;188;856
Sevilla;29JAN2022;254;741;252;1256
Málaga;29JAN2022;142;370;629;2360
Murcia;29JAN2022;2120;6328;607;2684
Ourense;29JAN2022;57;444;127;974
Asturias;29JAN2022;113;362;1236;3308
Toledo;29JAN2022;261;489;209;623
Segovia;29JAN2022;66;170;17;76
Cádiz;29JAN2022;135;422;270;981
Córdoba;29JAN2022;326;621;134;490
León;29JAN2022;237;688;65;381
Almería;29JAN2022;186;336;379;1239
Huesca;29JAN2022;132;235;35;116
Zamora;29JAN2022;40;112;21;80
