PROVINCIA;FECHA_PRUEBA;N_ANT_POSITIVOS;N_ANT;N_PCR_POSITIVOS;N_PCR
Cádiz;19JAN2022;510;1684;777;2280
Teruel;19JAN2022;392;601;56;152
Huesca;19JAN2022;497;754;136;415
Rioja, La;19JAN2022;223;1101;106;299
Albacete;19JAN2022;847;1609;122;423
Alicante/Alacant;19JAN2022;1453;2142;1521;3593
Cáceres;19JAN2022;756;1861;315;1135
Ceuta;19JAN2022;520;1272;32;93
Badajoz;19JAN2022;1713;4001;240;899
Soria;19JAN2022;192;476;46;195
Coruña, A;19JAN2022;674;3156;765;2465
Madrid;19JAN2022;8864;24556;3748;12595
Asturias;19JAN2022;674;1456;2706;7212
Lugo;19JAN2022;209;1156;206;1090
Valencia/València;19JAN2022;1617;2577;1833;5123
Jaén;19JAN2022;473;1071;473;1390
Baleares;19JAN2022;3318;6894;1141;3431
Araba/Álava;19JAN2022;838;1467;112;750
Salamanca;19JAN2022;620;1475;64;477
Barcelona;19JAN2022;19680;57657;1486;7333
DESLOCALIZADOS;19JAN2022;1771;5916;547;1750
Girona;19JAN2022;3067;9356;63;320
Melilla;19JAN2022;81;234;22;79
Navarra;19JAN2022;1669;3346;263;956
Valladolid;19JAN2022;910;2115;214;994
Bizkaia;19JAN2022;2068;3589;634;2231
Granada;19JAN2022;283;658;1065;2687
Sevilla;19JAN2022;852;2647;476;1448
Gipuzkoa;19JAN2022;1361;2411;448;2905
Toledo;19JAN2022;1224;2090;412;1280
Murcia;19JAN2022;4484;10437;1396;3881
Ciudad Real;19JAN2022;968;2050;271;1185
Palencia;19JAN2022;301;696;49;171
Málaga;19JAN2022;553;1411;1412;3700
Guadalajara;19JAN2022;507;861;72;348
Pontevedra;19JAN2022;649;3067;753;2381
Zaragoza;19JAN2022;1585;2606;307;1123
Segovia;19JAN2022;255;644;34;209
León;19JAN2022;803;2235;183;704
Cuenca;19JAN2022;496;1021;96;317
Tarragona;19JAN2022;2586;8327;64;448
Castellón/Castelló;19JAN2022;1044;1568;273;1045
Huelva;19JAN2022;290;757;524;1091
Ávila;19JAN2022;297;1023;34;195
Burgos;19JAN2022;958;1779;75;399
Lleida;19JAN2022;1466;4377;21;302
Zamora;19JAN2022;312;985;110;369
Ourense;19JAN2022;265;1883;260;1520
Córdoba;19JAN2022;876;1838;280;823
Almería;19JAN2022;764;1515;1028;2674
Zaragoza;18JAN2022;1807;2891;886;2478
Soria;18JAN2022;186;462;36;184
Cádiz;18JAN2022;541;1383;1003;2717
Sevilla;18JAN2022;1041;3179;781;2220
León;18JAN2022;826;2392;219;784
Huesca;18JAN2022;563;849;176;483
Bizkaia;18JAN2022;2128;3908;680;2758
Salamanca;18JAN2022;716;1730;84;436
Barcelona;18JAN2022;27645;73442;4687;25276
Lleida;18JAN2022;2001;5146;112;1726
Jaén;18JAN2022;517;1057;468;1357
Cuenca;18JAN2022;520;1158;157;475
Girona;18JAN2022;4030;11373;414;2619
Araba/Álava;18JAN2022;700;1297;149;1108
Tarragona;18JAN2022;3607;10140;319;2764
Ourense;18JAN2022;280;1874;179;1206
Burgos;18JAN2022;982;1546;113;546
DESLOCALIZADOS;18JAN2022;2397;7678;816;2907
Badajoz;18JAN2022;1757;4046;271;1062
Gipuzkoa;18JAN2022;1485;2610;466;2126
Cáceres;18JAN2022;802;1871;392;1073
Santa Cruz de Tenerife;18JAN2022;1110;2075;441;2149
Baleares;18JAN2022;3050;6418;1121;3232
Teruel;18JAN2022;322;557;69;210
Albacete;18JAN2022;885;1696;141;461
Castellón/Castelló;18JAN2022;1321;1971;402;1311
Ceuta;18JAN2022;623;1344;30;91
Alicante/Alacant;18JAN2022;2926;4479;2360;5946
Ciudad Real;18JAN2022;1038;2097;286;1235
Huelva;18JAN2022;314;758;526;1389
Asturias;18JAN2022;576;1400;2810;7321
Zamora;18JAN2022;237;886;103;354
Coruña, A;18JAN2022;626;3005;687;2439
Melilla;18JAN2022;75;240;36;143
Valencia/València;18JAN2022;3466;5369;2711;7953
Almería;18JAN2022;997;1906;1041;2935
Lugo;18JAN2022;159;1123;267;1130
Murcia;18JAN2022;4791;10961;1655;4399
Palmas, Las;18JAN2022;1084;2596;711;2207
Ávila;18JAN2022;331;1204;84;240
Valladolid;18JAN2022;952;2213;232;1061
Navarra;18JAN2022;2178;3795;437;1386
Cantabria;18JAN2022;1170;2649;631;2134
Málaga;18JAN2022;639;1639;1323;3758
Palencia;18JAN2022;367;778;78;228
Guadalajara;18JAN2022;517;959;131;372
Pontevedra;18JAN2022;664;3292;556;1850
Córdoba;18JAN2022;1068;2062;394;1212
Granada;18JAN2022;376;818;1170;3001
Madrid;18JAN2022;9896;26047;4765;15472
Toledo;18JAN2022;1265;2156;487;1406
Rioja, La;18JAN2022;265;1107;65;302
Segovia;18JAN2022;266;769;58;243
Valladolid;17JAN2022;899;2165;281;1249
Córdoba;17JAN2022;927;1978;245;827
Cantabria;17JAN2022;1158;2705;492;1756
Araba/Álava;17JAN2022;775;1362;119;611
Huelva;17JAN2022;270;782;443;1192
Huesca;17JAN2022;534;790;182;555
Ciudad Real;17JAN2022;1074;2343;250;1188
Pontevedra;17JAN2022;641;3434;495;1843
Guadalajara;17JAN2022;490;922;172;448
Tarragona;17JAN2022;3964;9814;464;3030
Cuenca;17JAN2022;642;1259;104;261
Valencia/València;17JAN2022;3798;5883;2155;6519
Madrid;17JAN2022;11647;29834;3691;12585
Bizkaia;17JAN2022;2009;3781;463;2221
Almería;17JAN2022;951;1788;623;1832
Santa Cruz de Tenerife;17JAN2022;2381;3857;480;2116
Jaén;17JAN2022;623;1294;418;1432
Cádiz;17JAN2022;727;2051;585;1692
Navarra;17JAN2022;2728;4530;484;1320
Baleares;17JAN2022;3223;6819;964;3038
Málaga;17JAN2022;695;1692;942;2722
Coruña, A;17JAN2022;710;3070;423;1502
DESLOCALIZADOS;17JAN2022;2803;8243;757;2708
Castellón/Castelló;17JAN2022;1254;2004;535;1582
Ávila;17JAN2022;354;1253;51;202
Soria;17JAN2022;209;482;43;189
León;17JAN2022;982;2854;242;786
Teruel;17JAN2022;344;557;111;305
Ceuta;17JAN2022;540;1493;34;136
Zaragoza;17JAN2022;2027;3014;831;2099
Girona;17JAN2022;4628;12572;512;2901
Asturias;17JAN2022;703;1602;2027;5281
Badajoz;17JAN2022;1861;4595;343;1349
Palencia;17JAN2022;351;901;52;190
Palmas, Las;17JAN2022;1974;4633;819;2580
Rioja, La;17JAN2022;219;1123;68;282
Ourense;17JAN2022;263;1777;173;1034
Albacete;17JAN2022;1016;1862;114;519
Salamanca;17JAN2022;985;2315;51;307
Lleida;17JAN2022;2154;5966;270;1598
Zamora;17JAN2022;281;940;120;375
Murcia;17JAN2022;6278;13052;1374;3948
Lugo;17JAN2022;205;1367;103;696
Alicante/Alacant;17JAN2022;3040;4722;1722;4720
Cáceres;17JAN2022;998;2229;222;749
Sevilla;17JAN2022;1303;3506;514;1498
Segovia;17JAN2022;300;875;73;361
Toledo;17JAN2022;1382;2392;155;669
Burgos;17JAN2022;1330;2058;124;520
Granada;17JAN2022;453;927;1258;3104
Gipuzkoa;17JAN2022;1415;2620;271;1565
Barcelona;17JAN2022;32436;79096;4951;25904
Melilla;17JAN2022;88;290;14;62
Coruña, A;16JAN2022;310;2025;534;1872
Huesca;16JAN2022;274;455;11;49
Ciudad Real;16JAN2022;656;1388;64;336
Santa Cruz de Tenerife;16JAN2022;364;937;273;976
Cádiz;16JAN2022;245;595;349;1016
Zamora;16JAN2022;104;246;8;67
Jaén;16JAN2022;293;530;157;445
Melilla;16JAN2022;18;70;11;65
Burgos;16JAN2022;182;378;49;245
Valencia/València;16JAN2022;1008;1776;557;1738
Bizkaia;16JAN2022;1293;2443;484;1764
Cáceres;16JAN2022;409;792;101;390
Lugo;16JAN2022;112;667;120;724
Guadalajara;16JAN2022;252;486;20;86
Lleida;16JAN2022;1398;2282;85;396
Palencia;16JAN2022;151;297;47;141
Málaga;16JAN2022;257;505;433;1458
Cantabria;16JAN2022;455;882;254;839
Araba/Álava;16JAN2022;357;664;115;492
Ávila;16JAN2022;89;244;19;101
Albacete;16JAN2022;582;1062;32;136
Soria;16JAN2022;126;346;21;121
Valladolid;16JAN2022;352;709;97;552
Zaragoza;16JAN2022;452;782;128;487
Navarra;16JAN2022;1884;2521;170;669
Baleares;16JAN2022;2061;4682;824;2255
Asturias;16JAN2022;170;467;2196;5875
Ourense;16JAN2022;227;1680;80;770
Badajoz;16JAN2022;1278;2604;90;419
Sevilla;16JAN2022;418;1182;132;447
Toledo;16JAN2022;540;888;64;277
León;16JAN2022;335;769;53;198
Córdoba;16JAN2022;585;972;87;304
Alicante/Alacant;16JAN2022;949;1538;790;1659
Rioja, La;16JAN2022;103;506;47;163
Cuenca;16JAN2022;326;661;61;192
Salamanca;16JAN2022;194;429;14;224
Murcia;16JAN2022;1984;3607;540;1676
Castellón/Castelló;16JAN2022;631;1008;81;327
Pontevedra;16JAN2022;344;2029;291;1128
Huelva;16JAN2022;112;228;39;194
Granada;16JAN2022;269;428;165;501
Ceuta;16JAN2022;458;1175;17;48
Teruel;16JAN2022;210;360;30;96
Almería;16JAN2022;325;616;528;1660
Tarragona;16JAN2022;2434;3993;81;433
DESLOCALIZADOS;16JAN2022;1326;3704;330;1226
Madrid;16JAN2022;2839;8378;1375;4836
Barcelona;16JAN2022;18369;27948;1232;4889
Gipuzkoa;16JAN2022;969;1776;427;1425
Girona;16JAN2022;2654;4564;75;440
Segovia;16JAN2022;149;335;28;108
Palmas, Las;16JAN2022;651;1699;819;2181
