PROVINCIA;FECHA_PRUEBA;N_ANT_POSITIVOS;N_ANT;N_PCR_POSITIVOS;N_PCR
Granada;01JUL2021;72;419;180;1327
Araba/Álava;01JUL2021;30;241;27;239
Toledo;01JUL2021;32;194;36;478
Salamanca;01JUL2021;62;224;14;318
Palmas, Las;01JUL2021;36;1121;82;1389
Málaga;01JUL2021;239;1063;297;1918
Tarragona;01JUL2021;201;1004;126;1390
Melilla;01JUL2021;0;85;1;36
Soria;01JUL2021;10;83;4;189
Lugo;01JUL2021;3;140;16;515
Asturias;30JUN2021;36;244;140;1998
Toledo;30JUN2021;27;226;56;629
Gipuzkoa;30JUN2021;101;721;54;1266
León;30JUN2021;98;446;146;884
Lleida;30JUN2021;88;520;72;630
Huesca;30JUN2021;12;89;12;181
Málaga;30JUN2021;212;1003;251;1855
Palencia;30JUN2021;14;90;25;225
Ciudad Real;30JUN2021;12;147;22;373
Granada;30JUN2021;60;573;195;1510
Ourense;30JUN2021;12;281;21;484
Tarragona;30JUN2021;196;874;131;1407
Melilla;30JUN2021;3;103;1;47
Castellón/Castelló;30JUN2021;81;435;47;747
Rioja, La;30JUN2021;27;380;17;399
Guadalajara;30JUN2021;6;96;12;184
Almería;30JUN2021;20;192;29;963
Zamora;30JUN2021;58;141;13;238
Barcelona;30JUN2021;2727;10665;2325;16369
Bizkaia;30JUN2021;87;868;66;1829
Sevilla;30JUN2021;142;2022;126;1291
Teruel;30JUN2021;9;50;18;140
Jaén;30JUN2021;57;395;84;879
Girona;30JUN2021;201;856;159;1369
Salamanca;30JUN2021;29;196;42;592
Pontevedra;30JUN2021;30;588;61;1428
Huelva;30JUN2021;16;282;43;925
Ávila;30JUN2021;8;107;2;268
Córdoba;30JUN2021;105;797;80;837
Ceuta;30JUN2021;3;53;2;36
Madrid;30JUN2021;548;12080;461;10250
Valencia/València;30JUN2021;426;1568;755;5594
Coruña, A;30JUN2021;15;623;72;1899
Cuenca;30JUN2021;1;37;11;204
Zaragoza;30JUN2021;74;509;82;1164
Valladolid;30JUN2021;103;536;69;929
Navarra;30JUN2021;42;810;68;977
Cantabria;30JUN2021;17;138;181;1933
Cádiz;30JUN2021;69;861;138;1295
Segovia;30JUN2021;9;89;2;186
Lugo;30JUN2021;6;175;27;551
Albacete;30JUN2021;10;123;33;443
Murcia;30JUN2021;65;840;69;1630
Soria;30JUN2021;7;55;8;141
Alicante/Alacant;30JUN2021;80;1230;99;2078
Burgos;30JUN2021;62;370;47;567
Baleares;30JUN2021;112;1605;291;3149
Araba/Álava;30JUN2021;23;237;7;523
Cáceres;30JUN2021;40;437;51;698
Santa Cruz de Tenerife;30JUN2021;109;960;147;1961
Badajoz;30JUN2021;32;868;96;1335
Palmas, Las;30JUN2021;48;1050;91;1617
Tarragona;29JUN2021;140;722;89;1213
Huelva;29JUN2021;15;247;50;1024
Cáceres;29JUN2021;23;472;55;734
Palencia;29JUN2021;2;94;10;257
Castellón/Castelló;29JUN2021;50;326;29;538
Girona;29JUN2021;133;662;103;1316
Toledo;29JUN2021;16;201;42;585
Asturias;29JUN2021;17;200;138;2160
Málaga;29JUN2021;140;924;145;1814
Valencia/València;29JUN2021;409;1744;762;6407
Teruel;29JUN2021;13;54;13;166
Cuenca;29JUN2021;3;37;10;179
Baleares;29JUN2021;85;1237;193;2362
Sevilla;29JUN2021;102;1715;189;1544
Bizkaia;29JUN2021;64;750;56;1963
Lugo;29JUN2021;4;188;8;893
Almería;29JUN2021;19;353;87;938
Palmas, Las;29JUN2021;43;1008;47;1600
Cantabria;29JUN2021;17;123;147;1818
Zaragoza;29JUN2021;37;454;42;1159
Ciudad Real;29JUN2021;4;110;12;406
Alicante/Alacant;29JUN2021;74;846;96;2821
Salamanca;29JUN2021;20;140;38;512
Melilla;29JUN2021;4;102;0;50
Araba/Álava;29JUN2021;15;251;11;599
Albacete;29JUN2021;13;121;13;409
Madrid;29JUN2021;501;11487;464;11083
Gipuzkoa;29JUN2021;83;650;39;1154
Navarra;29JUN2021;38;835;56;1052
Ceuta;29JUN2021;0;35;1;35
Santa Cruz de Tenerife;29JUN2021;96;859;123;1991
Segovia;29JUN2021;2;55;9;142
Lleida;29JUN2021;55;414;67;632
Coruña, A;29JUN2021;19;733;75;1971
Badajoz;29JUN2021;34;921;54;947
Huesca;29JUN2021;13;100;9;190
Pontevedra;29JUN2021;18;598;73;1152
Ourense;29JUN2021;10;264;16;477
Soria;29JUN2021;3;56;3;161
Córdoba;29JUN2021;79;920;89;893
Jaén;29JUN2021;57;509;98;1354
Burgos;29JUN2021;45;243;16;362
Ávila;29JUN2021;10;130;5;248
León;29JUN2021;76;382;59;688
Granada;29JUN2021;64;482;212;1799
Rioja, La;29JUN2021;16;376;16;572
Barcelona;29JUN2021;1914;8408;1912;16139
Cádiz;29JUN2021;64;841;138;1789
Murcia;29JUN2021;40;779;55;1599
Guadalajara;29JUN2021;7;67;7;186
Zamora;29JUN2021;42;123;8;89
Valladolid;29JUN2021;52;470;30;784
León;28JUN2021;50;324;48;583
Teruel;28JUN2021;5;47;17;168
Granada;28JUN2021;58;319;140;1585
Badajoz;28JUN2021;30;879;35;952
Valladolid;28JUN2021;23;341;27;834
Pontevedra;28JUN2021;15;580;54;974
Jaén;28JUN2021;68;574;41;518
Cuenca;28JUN2021;5;36;6;170
Araba/Álava;28JUN2021;10;199;9;534
Zaragoza;28JUN2021;29;445;75;1292
Gipuzkoa;28JUN2021;35;619;25;850
Valencia/València;28JUN2021;362;1711;348;4431
Ceuta;28JUN2021;0;54;0;68
Toledo;28JUN2021;24;212;26;650
Barcelona;28JUN2021;1636;8736;1227;12503
Baleares;28JUN2021;77;1360;209;2625
Huelva;28JUN2021;18;291;61;1017
Cantabria;28JUN2021;9;151;117;1812
Santa Cruz de Tenerife;28JUN2021;70;887;82;1676
Alicante/Alacant;28JUN2021;68;1185;65;1718
Lugo;28JUN2021;2;167;16;549
Castellón/Castelló;28JUN2021;39;348;45;715
Rioja, La;28JUN2021;19;329;18;398
Lleida;28JUN2021;65;521;39;581
Guadalajara;28JUN2021;8;87;8;249
Almería;28JUN2021;10;200;37;916
Bizkaia;28JUN2021;32;623;40;1737
Madrid;28JUN2021;530;11974;196;9139
Zamora;28JUN2021;12;82;14;304
Soria;28JUN2021;2;50;0;150
Ávila;28JUN2021;3;83;4;234
Ourense;28JUN2021;1;251;8;345
Palmas, Las;28JUN2021;22;1032;48;1467
Salamanca;28JUN2021;14;101;5;281
Ciudad Real;28JUN2021;5;115;22;551
Murcia;28JUN2021;47;911;36;1623
Huesca;28JUN2021;7;73;6;273
Córdoba;28JUN2021;81;865;41;456
Girona;28JUN2021;137;917;57;936
Melilla;28JUN2021;0;102;1;35
Cáceres;28JUN2021;20;365;47;516
Navarra;28JUN2021;27;831;36;882
Málaga;28JUN2021;144;1071;150;1517
Tarragona;28JUN2021;111;724;84;1387
Coruña, A;28JUN2021;10;677;60;1701
Cádiz;28JUN2021;61;967;85;1142
Palencia;28JUN2021;2;93;15;225
Burgos;28JUN2021;52;379;16;421
Albacete;28JUN2021;6;116;21;430
Segovia;28JUN2021;1;58;3;243
Asturias;28JUN2021;11;221;66;1894
Sevilla;28JUN2021;129;1870;81;1025
León;27JUN2021;19;161;3;184
Burgos;27JUN2021;19;118;8;159
Barcelona;27JUN2021;589;2644;301;3147
Alicante/Alacant;27JUN2021;15;869;17;661
Toledo;27JUN2021;6;99;4;210
Baleares;27JUN2021;52;892;127;1430
Albacete;27JUN2021;3;75;6;181
Palmas, Las;27JUN2021;7;456;15;812
Salamanca;27JUN2021;4;33;4;250
Araba/Álava;27JUN2021;4;90;2;647
Valencia/València;27JUN2021;129;910;99;1502
Málaga;27JUN2021;41;252;46;561
Zaragoza;27JUN2021;15;182;10;376
Palencia;27JUN2021;0;36;3;194
Ciudad Real;27JUN2021;2;81;1;197
Sevilla;27JUN2021;35;775;17;253
Cáceres;27JUN2021;11;112;17;297
Asturias;27JUN2021;4;115;51;1497
Cuenca;27JUN2021;2;16;3;54
Guadalajara;27JUN2021;1;40;1;56
Rioja, La;27JUN2021;13;315;5;296
Cádiz;27JUN2021;25;302;30;644
Almería;27JUN2021;6;74;11;438
Coruña, A;27JUN2021;11;444;42;1081
Ávila;27JUN2021;0;41;1;85
Huesca;27JUN2021;1;42;0;49
Murcia;27JUN2021;2;167;21;714
Cantabria;27JUN2021;7;110;94;1160
Pontevedra;27JUN2021;13;394;43;810
Granada;27JUN2021;40;186;52;366
Ourense;27JUN2021;0;146;11;313
Córdoba;27JUN2021;39;433;34;383
Navarra;27JUN2021;10;423;34;611
Zamora;27JUN2021;5;44;1;44
Lugo;27JUN2021;3;100;12;351
Castellón/Castelló;27JUN2021;17;165;4;227
Santa Cruz de Tenerife;27JUN2021;29;411;104;1168
Teruel;27JUN2021;3;27;1;83
Ceuta;27JUN2021;0;25;0;28
Valladolid;27JUN2021;14;136;14;354
Segovia;27JUN2021;1;46;0;56
Jaén;27JUN2021;33;169;15;202
Badajoz;27JUN2021;13;425;21;394
Melilla;27JUN2021;0;70;0;47
Lleida;27JUN2021;27;172;9;157
Soria;27JUN2021;0;33;3;91
Huelva;27JUN2021;2;53;12;134
Girona;27JUN2021;69;342;24;372
Gipuzkoa;27JUN2021;15;231;37;841
Madrid;27JUN2021;113;2804;91;3497
Tarragona;27JUN2021;83;363;19;328
Bizkaia;27JUN2021;14;233;43;1194
Cantabria;26JUN2021;9;110;92;1185
Valladolid;26JUN2021;9;188;3;310
Gipuzkoa;26JUN2021;15;277;28;841
Almería;26JUN2021;2;51;48;797
Lugo;26JUN2021;4;127;9;363
Toledo;26JUN2021;5;96;10;243
Cádiz;26JUN2021;32;375;107;985
Granada;26JUN2021;49;183;49;552
Zaragoza;26JUN2021;16;230;20;520
Lleida;26JUN2021;18;196;12;223
Málaga;26JUN2021;77;342;78;1247
Bizkaia;26JUN2021;33;292;35;1431
Ávila;26JUN2021;2;66;5;252
Teruel;26JUN2021;2;38;5;51
Badajoz;26JUN2021;17;388;36;515
Rioja, La;26JUN2021;11;269;15;252
Valencia/València;26JUN2021;173;1301;350;3447
Huelva;26JUN2021;7;85;15;367
Zamora;26JUN2021;8;52;5;42
Cuenca;26JUN2021;2;20;3;112
Coruña, A;26JUN2021;11;468;44;1608
Pontevedra;26JUN2021;18;403;32;1001
Huesca;26JUN2021;2;37;1;71
Guadalajara;26JUN2021;3;33;2;104
Baleares;26JUN2021;34;1192;77;1584
Santa Cruz de Tenerife;26JUN2021;42;562;58;1429
Jaén;26JUN2021;25;145;45;876
Soria;26JUN2021;2;24;3;115
Girona;26JUN2021;38;348;21;585
Asturias;26JUN2021;1;100;49;1264
Córdoba;26JUN2021;64;542;79;777
Araba/Álava;26JUN2021;4;90;14;323
Salamanca;26JUN2021;5;61;4;232
Sevilla;26JUN2021;48;805;178;1285
Barcelona;26JUN2021;389;2949;276;5285
Ciudad Real;26JUN2021;3;78;4;237
Palencia;26JUN2021;2;57;4;186
Ceuta;26JUN2021;3;34;1;22
Cáceres;26JUN2021;11;113;42;335
Melilla;26JUN2021;0;77;0;62
León;26JUN2021;9;130;65;496
Burgos;26JUN2021;23;143;9;203
Madrid;26JUN2021;104;3389;290;7300
Murcia;26JUN2021;19;409;55;1535
Castellón/Castelló;26JUN2021;20;204;8;395
Segovia;26JUN2021;2;35;3;86
Navarra;26JUN2021;10;392;46;692
Palmas, Las;26JUN2021;9;519;35;1079
Albacete;26JUN2021;2;74;2;321
Alicante/Alacant;26JUN2021;31;1088;85;1956
Tarragona;26JUN2021;41;352;21;475
Ourense;26JUN2021;2;199;13;348
Lugo;25JUN2021;0;187;13;445
Rioja, La;25JUN2021;12;335;24;335
Cantabria;25JUN2021;5;106;111;1508
Asturias;25JUN2021;12;229;64;1366
Granada;25JUN2021;59;333;147;1263
Guadalajara;25JUN2021;8;103;10;240
Sevilla;25JUN2021;114;1685;153;1370
Málaga;25JUN2021;108;1016;161;1514
Cádiz;25JUN2021;61;765;106;1250
Huelva;25JUN2021;12;273;52;729
Valladolid;25JUN2021;19;384;18;590
Toledo;25JUN2021;30;221;26;513
Soria;25JUN2021;2;32;2;70
Ciudad Real;25JUN2021;4;127;13;397
Lleida;25JUN2021;12;352;22;610
Ceuta;25JUN2021;2;50;0;41
Valencia/València;25JUN2021;269;1522;379;4219
Badajoz;25JUN2021;14;743;38;728
Salamanca;25JUN2021;3;123;13;310
Pontevedra;25JUN2021;17;507;49;902
Segovia;25JUN2021;2;75;0;150
Ávila;25JUN2021;4;87;6;119
Huesca;25JUN2021;3;61;9;221
Teruel;25JUN2021;2;45;14;171
Melilla;25JUN2021;0;84;2;44
Almería;25JUN2021;13;178;54;841
Girona;25JUN2021;35;536;17;789
Baleares;25JUN2021;29;1641;76;1880
Barcelona;25JUN2021;658;6448;650;9205
Burgos;25JUN2021;14;226;19;471
Castellón/Castelló;25JUN2021;21;347;23;638
Palmas, Las;25JUN2021;19;795;36;987
Bizkaia;25JUN2021;28;590;53;1828
Jaén;25JUN2021;44;356;51;556
Cáceres;25JUN2021;3;284;13;438
Cuenca;25JUN2021;0;22;3;164
Madrid;25JUN2021;391;11414;339;9579
Murcia;25JUN2021;29;721;38;946
Córdoba;25JUN2021;85;925;97;779
Santa Cruz de Tenerife;25JUN2021;57;832;157;1852
León;25JUN2021;20;239;47;524
Ourense;25JUN2021;4;265;13;356
Zaragoza;25JUN2021;33;437;41;945
Coruña, A;25JUN2021;6;607;50;1411
Alicante/Alacant;25JUN2021;71;1442;77;1720
Albacete;25JUN2021;10;98;19;334
Palencia;25JUN2021;2;89;11;179
Navarra;25JUN2021;11;738;56;885
Zamora;25JUN2021;2;53;3;235
Araba/Álava;25JUN2021;13;249;8;329
Tarragona;25JUN2021;42;592;46;1097
Gipuzkoa;25JUN2021;17;456;69;871
Badajoz;24JUN2021;23;782;33;433
Castellón/Castelló;24JUN2021;6;173;6;260
Albacete;24JUN2021;2;101;5;131
Ceuta;24JUN2021;3;97;1;47
Salamanca;24JUN2021;5;64;3;252
Palencia;24JUN2021;0;70;11;130
Soria;24JUN2021;1;19;0;61
Cáceres;24JUN2021;3;239;26;421
Tarragona;24JUN2021;32;346;18;259
Zamora;24JUN2021;2;58;1;157
Ávila;24JUN2021;1;53;28;145
Lugo;24JUN2021;3;116;37;423
Málaga;24JUN2021;97;873;158;1592
Jaén;24JUN2021;45;281;54;619
Huelva;24JUN2021;13;356;61;619
Navarra;24JUN2021;23;729;66;938
Burgos;24JUN2021;18;188;13;296
Girona;24JUN2021;11;147;13;252
Rioja, La;24JUN2021;46;487;6;212
Cádiz;24JUN2021;42;651;116;1139
Córdoba;24JUN2021;73;732;66;517
Sevilla;24JUN2021;96;1586;181;1503
Granada;24JUN2021;44;302;143;1183
Gipuzkoa;24JUN2021;28;502;59;792
Cantabria;24JUN2021;6;98;106;1305
