PROVINCIA;FECHA_PRUEBA;N_ANT_POSITIVOS;N_ANT;N_PCR_POSITIVOS;N_PCR
Ourense;10SEP2021;3;372;12;419
Almería;10SEP2021;11;188;71;923
Sevilla;10SEP2021;58;860;185;1574
Tarragona;10SEP2021;22;426;31;970
Asturias;10SEP2021;2;140;34;1483
Bizkaia;10SEP2021;26;458;91;1531
DESLOCALIZADOS;10SEP2021;52;2060;166;2926
Lleida;10SEP2021;16;307;38;939
Castellón/Castelló;10SEP2021;12;208;34;371
Cantabria;10SEP2021;6;125;62;925
Murcia;10SEP2021;13;393;88;1380
Asturias;09SEP2021;4;154;41;1655
Madrid;09SEP2021;278;8606;506;6766
Valencia/València;09SEP2021;38;565;121;1784
Almería;09SEP2021;11;186;92;792
Ciudad Real;09SEP2021;9;147;44;559
Sevilla;09SEP2021;71;1018;129;791
Tarragona;09SEP2021;26;421;54;2263
Lugo;09SEP2021;3;122;39;700
Gipuzkoa;09SEP2021;14;334;61;648
Córdoba;09SEP2021;17;312;30;385
Cuenca;09SEP2021;6;37;13;141
Palmas, Las;09SEP2021;12;793;45;928
León;09SEP2021;2;128;36;331
Jaén;09SEP2021;5;235;35;540
Ourense;09SEP2021;4;293;25;599
Albacete;09SEP2021;8;93;30;401
Valladolid;09SEP2021;6;230;43;648
Alicante/Alacant;09SEP2021;61;662;100;1094
Barcelona;09SEP2021;184;3667;320;11858
Melilla;09SEP2021;5;132;1;32
Guadalajara;09SEP2021;13;74;17;179
Ávila;09SEP2021;8;83;9;116
Teruel;09SEP2021;4;38;9;68
Cádiz;09SEP2021;11;531;70;788
Huelva;09SEP2021;7;144;75;612
Navarra;09SEP2021;16;574;63;955
Murcia;09SEP2021;19;383;109;1347
Lleida;09SEP2021;17;253;25;1688
Zaragoza;09SEP2021;36;459;69;752
Coruña, A;09SEP2021;11;591;90;1337
Badajoz;09SEP2021;21;905;48;639
Araba/Álava;09SEP2021;6;94;19;224
Ceuta;09SEP2021;15;174;6;61
Cáceres;09SEP2021;6;427;39;665
Rioja, La;09SEP2021;10;491;22;287
Palencia;09SEP2021;2;47;15;154
Castellón/Castelló;09SEP2021;14;210;17;315
DESLOCALIZADOS;09SEP2021;53;2209;155;2878
Cantabria;09SEP2021;4;124;64;924
Baleares;09SEP2021;36;1216;170;2307
Santa Cruz de Tenerife;09SEP2021;10;591;41;1213
Soria;09SEP2021;2;40;2;67
Málaga;09SEP2021;21;461;128;1266
Salamanca;09SEP2021;4;97;23;373
Pontevedra;09SEP2021;4;685;27;838
Zamora;09SEP2021;0;59;9;282
Girona;09SEP2021;29;524;60;2176
Burgos;09SEP2021;4;102;30;506
Segovia;09SEP2021;0;73;8;115
Huesca;09SEP2021;5;90;25;204
Toledo;09SEP2021;21;192;53;485
Bizkaia;09SEP2021;31;406;93;1488
Granada;09SEP2021;13;237;89;915
Barcelona;08SEP2021;198;4201;329;16034
Palencia;08SEP2021;3;49;16;150
Ourense;08SEP2021;4;257;12;608
Córdoba;08SEP2021;7;251;36;441
Huelva;08SEP2021;10;253;19;165
Coruña, A;08SEP2021;20;800;100;1360
Cantabria;08SEP2021;8;107;68;841
Jaén;08SEP2021;10;218;26;476
Pontevedra;08SEP2021;5;642;42;814
Soria;08SEP2021;2;35;1;116
Burgos;08SEP2021;4;96;27;373
Zaragoza;08SEP2021;32;450;86;977
Araba/Álava;08SEP2021;11;127;16;495
Toledo;08SEP2021;16;138;59;551
León;08SEP2021;2;150;22;452
Granada;08SEP2021;12;203;52;990
Segovia;08SEP2021;2;68;4;189
Málaga;08SEP2021;34;318;90;1191
Salamanca;08SEP2021;3;89;3;251
Navarra;08SEP2021;40;565;69;998
Alicante/Alacant;08SEP2021;64;695;93;1568
Lleida;08SEP2021;26;309;31;1520
Ciudad Real;08SEP2021;11;128;38;316
Gipuzkoa;08SEP2021;22;328;66;1076
Asturias;08SEP2021;0;125;33;1624
Almería;08SEP2021;13;318;50;687
Huesca;08SEP2021;4;91;20;158
Teruel;08SEP2021;6;60;7;98
Palmas, Las;08SEP2021;24;817;54;1022
Albacete;08SEP2021;4;104;12;198
Castellón/Castelló;08SEP2021;21;229;36;426
Madrid;08SEP2021;318;7727;590;8460
Girona;08SEP2021;40;493;49;1525
Cádiz;08SEP2021;10;509;52;838
DESLOCALIZADOS;08SEP2021;56;1813;131;2830
Valladolid;08SEP2021;4;105;17;285
Valencia/València;08SEP2021;46;591;124;2609
Bizkaia;08SEP2021;29;433;87;2070
Murcia;08SEP2021;24;384;109;1464
Baleares;08SEP2021;35;1169;127;2648
Lugo;08SEP2021;5;183;29;490
Tarragona;08SEP2021;37;559;38;1786
Guadalajara;08SEP2021;7;63;7;92
Cuenca;08SEP2021;4;27;7;172
Sevilla;08SEP2021;73;1068;171;1317
Santa Cruz de Tenerife;08SEP2021;13;554;61;1352
Cáceres;08SEP2021;8;153;35;328
Melilla;08SEP2021;3;93;6;67
Badajoz;08SEP2021;13;477;22;283
Ceuta;08SEP2021;21;199;5;60
Zamora;08SEP2021;0;42;8;195
Rioja, La;08SEP2021;4;176;14;466
Ávila;08SEP2021;0;25;19;190
Almería;07SEP2021;7;273;86;1195
Toledo;07SEP2021;30;200;82;772
Málaga;07SEP2021;35;470;168;1631
Coruña, A;07SEP2021;11;671;90;1577
Valladolid;07SEP2021;15;278;72;766
Segovia;07SEP2021;1;73;10;194
DESLOCALIZADOS;07SEP2021;73;2333;176;2872
Girona;07SEP2021;45;537;44;1608
Baleares;07SEP2021;26;1070;112;2308
Murcia;07SEP2021;21;375;142;1884
Lleida;07SEP2021;22;321;29;1112
Santa Cruz de Tenerife;07SEP2021;13;626;51;1352
Cantabria;07SEP2021;4;132;68;1026
Castellón/Castelló;07SEP2021;20;224;39;493
Salamanca;07SEP2021;11;112;36;325
Cádiz;07SEP2021;9;570;84;1105
Araba/Álava;07SEP2021;10;149;25;908
Sevilla;07SEP2021;62;1174;203;1543
Cuenca;07SEP2021;2;25;16;205
Pontevedra;07SEP2021;3;652;63;988
Asturias;07SEP2021;1;170;46;1908
Bizkaia;07SEP2021;39;527;95;1881
Granada;07SEP2021;10;313;101;1246
León;07SEP2021;7;173;29;504
Madrid;07SEP2021;434;9312;656;9755
Córdoba;07SEP2021;9;347;70;812
Badajoz;07SEP2021;21;1066;59;903
Albacete;07SEP2021;11;89;34;436
Melilla;07SEP2021;8;130;18;95
Ceuta;07SEP2021;25;213;6;62
Palmas, Las;07SEP2021;19;888;59;1199
Barcelona;07SEP2021;222;4236;442;13893
Cáceres;07SEP2021;19;442;64;901
Huesca;07SEP2021;18;128;18;266
Alicante/Alacant;07SEP2021;82;747;146;2234
Valencia/València;07SEP2021;50;678;170;2831
Ciudad Real;07SEP2021;21;167;34;672
Rioja, La;07SEP2021;6;300;21;576
Zamora;07SEP2021;3;77;13;202
Guadalajara;07SEP2021;13;88;12;191
Teruel;07SEP2021;3;55;3;135
Ávila;07SEP2021;2;44;23;212
Burgos;07SEP2021;3;102;51;613
Jaén;07SEP2021;11;269;48;885
Gipuzkoa;07SEP2021;28;359;80;1379
Ourense;07SEP2021;8;348;20;634
Huelva;07SEP2021;9;174;51;704
Soria;07SEP2021;1;22;4;117
Palencia;07SEP2021;3;45;12;209
Lugo;07SEP2021;6;115;26;454
Navarra;07SEP2021;22;666;58;838
Tarragona;07SEP2021;34;476;53;2071
Zaragoza;07SEP2021;32;428;83;999
Barcelona;06SEP2021;296;5275;453;10278
Melilla;06SEP2021;4;148;9;46
Segovia;06SEP2021;5;66;9;199
Madrid;06SEP2021;517;11499;395;8233
Zaragoza;06SEP2021;45;441;102;1208
Gipuzkoa;06SEP2021;26;398;62;1332
Jaén;06SEP2021;6;285;38;541
Rioja, La;06SEP2021;6;545;16;391
Lleida;06SEP2021;25;384;26;646
Cantabria;06SEP2021;5;177;76;1093
Castellón/Castelló;06SEP2021;16;241;41;643
Huesca;06SEP2021;14;99;37;283
Palencia;06SEP2021;0;38;10;213
Murcia;06SEP2021;37;436;111;1826
Albacete;06SEP2021;16;115;26;419
León;06SEP2021;6;213;30;500
Málaga;06SEP2021;25;471;136;1330
Burgos;06SEP2021;12;118;20;386
Valladolid;06SEP2021;17;279;46;830
Baleares;06SEP2021;45;1208;111;1895
Palmas, Las;06SEP2021;9;765;54;945
Toledo;06SEP2021;46;229;73;634
Almería;06SEP2021;17;376;83;1036
Ciudad Real;06SEP2021;20;173;35;575
Granada;06SEP2021;16;329;73;1202
Sevilla;06SEP2021;76;1469;124;1150
Pontevedra;06SEP2021;11;715;51;830
Teruel;06SEP2021;8;58;25;150
Navarra;06SEP2021;35;723;52;1008
Alicante/Alacant;06SEP2021;102;892;119;1584
Cádiz;06SEP2021;22;695;71;1066
Valencia/València;06SEP2021;59;714;172;2871
Tarragona;06SEP2021;50;561;39;1367
Soria;06SEP2021;1;31;4;115
Guadalajara;06SEP2021;18;103;18;178
Ourense;06SEP2021;5;466;13;276
Cáceres;06SEP2021;14;456;52;845
DESLOCALIZADOS;06SEP2021;86;2454;175;2804
Córdoba;06SEP2021;17;564;32;431
Araba/Álava;06SEP2021;11;137;17;451
Bizkaia;06SEP2021;33;421;104;1988
Ávila;06SEP2021;3;54;6;238
Cuenca;06SEP2021;7;37;2;169
Girona;06SEP2021;45;783;55;1417
Lugo;06SEP2021;5;186;20;642
Santa Cruz de Tenerife;06SEP2021;14;684;46;1475
Coruña, A;06SEP2021;13;648;93;1424
Asturias;06SEP2021;1;169;32;1615
Zamora;06SEP2021;1;66;18;336
Salamanca;06SEP2021;8;126;33;458
Huelva;06SEP2021;9;184;58;483
Badajoz;06SEP2021;31;980;68;923
Ceuta;06SEP2021;12;245;4;68
León;05SEP2021;7;105;3;157
Segovia;05SEP2021;2;37;6;144
Palmas, Las;05SEP2021;18;368;39;704
Palencia;05SEP2021;0;34;6;127
Melilla;05SEP2021;3;81;5;26
Asturias;05SEP2021;1;77;45;1145
Lleida;05SEP2021;17;173;6;122
Lugo;05SEP2021;1;113;70;836
Cantabria;05SEP2021;1;67;55;566
Girona;05SEP2021;30;246;14;235
Jaén;05SEP2021;4;130;8;199
Araba/Álava;05SEP2021;5;64;17;429
Málaga;05SEP2021;23;187;28;482
Valladolid;05SEP2021;11;118;21;390
Santa Cruz de Tenerife;05SEP2021;7;312;30;758
Almería;05SEP2021;6;99;16;373
Cádiz;05SEP2021;7;238;27;476
Albacete;05SEP2021;3;84;9;131
Ciudad Real;05SEP2021;9;109;6;157
Baleares;05SEP2021;18;780;76;1369
Bizkaia;05SEP2021;32;222;84;1365
Huelva;05SEP2021;3;55;7;94
Teruel;05SEP2021;4;41;1;46
Coruña, A;05SEP2021;13;510;71;1389
Sevilla;05SEP2021;33;546;56;416
Ávila;05SEP2021;1;28;3;74
DESLOCALIZADOS;05SEP2021;40;1644;102;1462
Pontevedra;05SEP2021;5;523;24;549
Córdoba;05SEP2021;13;184;10;265
Tarragona;05SEP2021;22;235;10;211
Guadalajara;05SEP2021;8;48;0;45
Zaragoza;05SEP2021;19;197;42;544
Rioja, La;05SEP2021;5;103;24;295
Navarra;05SEP2021;11;309;39;572
Granada;05SEP2021;7;118;17;298
Badajoz;05SEP2021;24;443;29;439
Soria;05SEP2021;2;24;4;77
Valencia/València;05SEP2021;21;354;21;824
Cáceres;05SEP2021;11;203;20;323
Burgos;05SEP2021;4;47;18;303
Alicante/Alacant;05SEP2021;29;442;29;556
Castellón/Castelló;05SEP2021;14;121;2;152
Huesca;05SEP2021;8;39;17;57
Salamanca;05SEP2021;6;52;14;276
Ceuta;05SEP2021;10;121;0;35
Toledo;05SEP2021;8;94;4;142
Gipuzkoa;05SEP2021;17;160;40;569
Ourense;05SEP2021;0;51;21;429
Cuenca;05SEP2021;2;35;4;88
Barcelona;05SEP2021;84;1412;77;2191
Murcia;05SEP2021;14;229;44;597
Madrid;05SEP2021;124;2962;148;3605
Zamora;05SEP2021;0;54;6;48
Zaragoza;04SEP2021;21;237;27;411
Ciudad Real;04SEP2021;2;95;11;287
Málaga;04SEP2021;24;274;69;1100
Cantabria;04SEP2021;11;114;66;669
Ávila;04SEP2021;6;33;7;245
Cuenca;04SEP2021;3;27;32;278
Melilla;04SEP2021;3;99;14;87
Gipuzkoa;04SEP2021;27;227;74;1262
Valencia/València;04SEP2021;36;481;89;1690
Barcelona;04SEP2021;119;2000;128;4704
Huelva;04SEP2021;6;55;33;299
León;04SEP2021;8;95;14;278
Lugo;04SEP2021;6;128;21;413
Jaén;04SEP2021;11;140;27;424
Ourense;04SEP2021;5;311;16;365
Tarragona;04SEP2021;18;301;18;395
Castellón/Castelló;04SEP2021;19;189;9;345
Araba/Álava;04SEP2021;7;65;16;328
Zamora;04SEP2021;2;69;2;33
Segovia;04SEP2021;0;19;5;129
Murcia;04SEP2021;20;717;78;1459
Huesca;04SEP2021;13;63;33;152
Coruña, A;04SEP2021;15;558;95;1527
Rioja, La;04SEP2021;5;159;9;350
Bizkaia;04SEP2021;24;289;85;1462
Alicante/Alacant;04SEP2021;36;516;114;1409
Ceuta;04SEP2021;15;148;4;35
Almería;04SEP2021;18;88;63;743
Lleida;04SEP2021;14;187;16;378
Cádiz;04SEP2021;10;296;39;752
Sevilla;04SEP2021;28;506;100;985
Albacete;04SEP2021;7;57;9;281
Salamanca;04SEP2021;9;68;9;172
Burgos;04SEP2021;1;43;14;292
Toledo;04SEP2021;8;83;39;318
Guadalajara;04SEP2021;4;35;16;120
Pontevedra;04SEP2021;12;539;42;1338
DESLOCALIZADOS;04SEP2021;47;1884;119;2695
Santa Cruz de Tenerife;04SEP2021;5;339;40;902
Baleares;04SEP2021;19;925;95;2042
Madrid;04SEP2021;119;3412;408;6873
Navarra;04SEP2021;20;251;68;640
Cáceres;04SEP2021;7;168;56;548
Palmas, Las;04SEP2021;9;445;57;875
Valladolid;04SEP2021;6;107;7;318
Girona;04SEP2021;22;393;33;573
Badajoz;04SEP2021;20;474;32;523
Asturias;04SEP2021;4;97;33;1601
Granada;04SEP2021;14;117;19;400
Teruel;04SEP2021;2;40;2;39
Soria;04SEP2021;0;14;5;160
Palencia;04SEP2021;0;32;11;159
Córdoba;04SEP2021;10;184;33;570
DESLOCALIZADOS;03SEP2021;100;2677;220;3511
Soria;03SEP2021;2;35;3;115
Palencia;03SEP2021;3;54;18;206
Gipuzkoa;03SEP2021;34;402;56;618
Guadalajara;03SEP2021;6;64;16;212
Ourense;03SEP2021;7;392;44;684
Valencia/València;03SEP2021;63;765;167;2552
Alicante/Alacant;03SEP2021;110;1001;166;2071
Cuenca;03SEP2021;10;43;20;229
Albacete;03SEP2021;11;115;49;598
Jaén;03SEP2021;11;240;44;771
Ávila;03SEP2021;6;73;9;139
Córdoba;03SEP2021;16;364;45;542
Granada;03SEP2021;23;261;84;1086
Tarragona;03SEP2021;33;727;35;1140
Huesca;03SEP2021;17;106;33;284
Lugo;03SEP2021;14;278;41;479
Segovia;03SEP2021;4;62;12;164
Huelva;03SEP2021;12;160;54;543
Ceuta;03SEP2021;31;239;3;84
Barcelona;03SEP2021;235;4913;431;10529
Madrid;03SEP2021;464;9872;634;8968
Valladolid;03SEP2021;16;251;47;743
Rioja, La;03SEP2021;8;206;32;454
Sevilla;03SEP2021;86;1133;188;1667
Zaragoza;03SEP2021;46;497;120;917
Coruña, A;03SEP2021;12;734;118;1450
Pontevedra;03SEP2021;10;756;65;1279
Castellón/Castelló;03SEP2021;29;263;34;700
Asturias;03SEP2021;7;145;52;1578
Bizkaia;03SEP2021;39;476;118;1805
Toledo;03SEP2021;29;158;80;736
Málaga;03SEP2021;36;578;179;1601
Navarra;03SEP2021;30;576;72;960
Cádiz;03SEP2021;22;604;81;975
León;03SEP2021;7;182;24;454
Cáceres;03SEP2021;19;494;53;963
Melilla;03SEP2021;8;159;7;83
Salamanca;03SEP2021;4;90;47;561
Palmas, Las;03SEP2021;24;753;72;1142
Zamora;03SEP2021;5;72;22;279
Teruel;03SEP2021;7;71;7;153
Burgos;03SEP2021;11;108;30;513
Badajoz;03SEP2021;33;978;72;997
Almería;03SEP2021;16;199;87;866
Araba/Álava;03SEP2021;14;178;23;292
Girona;03SEP2021;60;925;48;1398
Baleares;03SEP2021;24;1210;159;2695
Santa Cruz de Tenerife;03SEP2021;13;745;42;1349
Murcia;03SEP2021;30;456;119;1331
Ciudad Real;03SEP2021;20;146;43;541
Cantabria;03SEP2021;7;140;66;953
Lleida;03SEP2021;38;387;36;837
León;02SEP2021;5;164;40;360
Ávila;02SEP2021;5;52;28;253
Santa Cruz de Tenerife;02SEP2021;24;757;73;1321
Alicante/Alacant;02SEP2021;97;871;168;2002
Zamora;02SEP2021;3;70;31;404
Cantabria;02SEP2021;7;143;103;1203
Girona;02SEP2021;49;647;57;2480
Madrid;02SEP2021;417;9938;803;8410
Badajoz;02SEP2021;37;1007;95;1100
Huesca;02SEP2021;16;107;24;258
Palencia;02SEP2021;1;49;11;131
Navarra;02SEP2021;29;640;115;1057
Valencia/València;02SEP2021;66;691;179;2381
Salamanca;02SEP2021;5;122;31;415
Cádiz;02SEP2021;19;510;108;1021
Jaén;02SEP2021;10;200;72;656
Zaragoza;02SEP2021;45;410;92;865
Granada;02SEP2021;15;269;101;1054
Teruel;02SEP2021;11;67;5;131
Sevilla;02SEP2021;68;977;210;1062
Palmas, Las;02SEP2021;26;688;58;1073
Araba/Álava;02SEP2021;8;137;23;518
Barcelona;02SEP2021;226;4988;386;14141
Toledo;02SEP2021;36;178;104;731
Almería;02SEP2021;12;190;63;778
Guadalajara;02SEP2021;6;70;21;183
Baleares;02SEP2021;34;1371;157;2076
Tarragona;02SEP2021;33;509;35;1831
Melilla;02SEP2021;10;100;8;63
Lugo;02SEP2021;11;251;61;683
Ourense;02SEP2021;10;385;22;499
Soria;02SEP2021;5;49;4;113
Burgos;02SEP2021;11;105;70;607
Málaga;02SEP2021;40;444;186;1384
Bizkaia;02SEP2021;49;509;143;1760
Murcia;02SEP2021;40;499;110;1346
Ciudad Real;02SEP2021;23;192;21;453
Coruña, A;02SEP2021;14;627;126;1447
Asturias;02SEP2021;9;205;75;2003
Córdoba;02SEP2021;21;344;66;644
Lleida;02SEP2021;28;370;35;2060
Pontevedra;02SEP2021;5;790;92;1139
Valladolid;02SEP2021;6;209;49;733
DESLOCALIZADOS;02SEP2021;88;2615;240;3351
Castellón/Castelló;02SEP2021;24;287;36;512
Segovia;02SEP2021;3;63;5;142
Albacete;02SEP2021;24;129;30;289
Cuenca;02SEP2021;7;41;18;247
Rioja, La;02SEP2021;15;422;23;337
Ceuta;02SEP2021;22;153;2;31
Huelva;02SEP2021;10;243;60;455
Gipuzkoa;02SEP2021;37;433;75;1207
Cáceres;02SEP2021;11;809;79;782
Bizkaia;01SEP2021;57;558;138;2047
Girona;01SEP2021;46;736;68;1527
Baleares;01SEP2021;44;1215;139;2545
Córdoba;01SEP2021;21;465;45;764
León;01SEP2021;9;195;33;505
Granada;01SEP2021;15;344;114;1362
Ciudad Real;01SEP2021;15;176;36;497
Almería;01SEP2021;16;182;109;1140
Lleida;01SEP2021;30;392;23;1718
Castellón/Castelló;01SEP2021;18;312;65;701
Cádiz;01SEP2021;12;842;100;1341
Murcia;01SEP2021;47;533;170;1660
Alicante/Alacant;01SEP2021;115;1740;222;2261
Navarra;01SEP2021;37;624;94;1226
Barcelona;01SEP2021;245;5019;433;17799
Melilla;01SEP2021;7;101;19;108
Rioja, La;01SEP2021;9;367;43;498
Jaén;01SEP2021;13;416;72;754
Teruel;01SEP2021;8;60;13;153
Cáceres;01SEP2021;9;625;77;966
Asturias;01SEP2021;4;167;69;2250
Zamora;01SEP2021;1;84;12;365
Valladolid;01SEP2021;19;235;53;814
Sevilla;01SEP2021;91;1485;266;1655
Albacete;01SEP2021;25;124;26;392
Segovia;01SEP2021;2;50;5;213
Gipuzkoa;01SEP2021;39;427;102;856
Badajoz;01SEP2021;38;1064;67;1360
Palmas, Las;01SEP2021;19;1223;67;1241
Ourense;01SEP2021;8;414;23;776
Cantabria;01SEP2021;5;140;97;1243
Burgos;01SEP2021;13;106;70;813
Lugo;01SEP2021;5;215;31;728
Pontevedra;01SEP2021;15;607;75;1530
Huesca;01SEP2021;14;105;27;226
Coruña, A;01SEP2021;26;598;173;1943
Ávila;01SEP2021;3;49;17;208
Madrid;01SEP2021;544;10383;792;10064
Tarragona;01SEP2021;21;519;38;1959
Valencia/València;01SEP2021;84;859;252;3069
Palencia;01SEP2021;0;46;13;195
Guadalajara;01SEP2021;5;85;25;243
Málaga;01SEP2021;53;519;170;1542
Zaragoza;01SEP2021;62;417;96;1049
Araba/Álava;01SEP2021;15;157;34;565
Salamanca;01SEP2021;7;119;31;335
Huelva;01SEP2021;19;359;81;885
Toledo;01SEP2021;30;198;85;655
Ceuta;01SEP2021;16;278;12;116
Cuenca;01SEP2021;8;45;16;211
Santa Cruz de Tenerife;01SEP2021;21;698;83;1746
DESLOCALIZADOS;01SEP2021;96;2725;230;3427
Soria;01SEP2021;5;38;0;157
Gipuzkoa;31AUG2021;44;451;82;1478
Rioja, La;31AUG2021;11;380;26;604
Melilla;31AUG2021;5;143;12;102
Córdoba;31AUG2021;33;585;75;754
DESLOCALIZADOS;31AUG2021;110;2491;330;3604
Girona;31AUG2021;60;858;65;1721
Baleares;31AUG2021;38;1308;195;2968
Ceuta;31AUG2021;31;247;7;69
Almería;31AUG2021;14;334;104;1032
