PROVINCIA;FECHA_PRUEBA;N_ANT_POSITIVOS;N_ANT;N_PCR_POSITIVOS;N_PCR
Ceuta;20FEB2021;13;108;6;24
Palencia;20FEB2021;18;394;12;140
Soria;20FEB2021;12;60;8;183
Sevilla;20FEB2021;23;583;144;1691
Palmas, Las;20FEB2021;17;421;122;1755
Valladolid;20FEB2021;14;234;34;385
Ávila;20FEB2021;2;59;7;187
Castellón/Castelló;20FEB2021;27;194;46;415
Badajoz;20FEB2021;12;301;19;928
Ourense;20FEB2021;2;195;17;591
Almería;20FEB2021;15;93;220;1361
Cantabria;20FEB2021;3;53;70;977
Navarra;20FEB2021;22;287;60;1398
Segovia;20FEB2021;7;55;17;199
Zaragoza;20FEB2021;29;296;63;570
Gipuzkoa;20FEB2021;31;554;34;861
Burgos;20FEB2021;30;207;3;208
Rioja, La;20FEB2021;14;143;3;312
Toledo;20FEB2021;8;81;11;250
Asturias;20FEB2021;21;158;159;2382
Lleida;20FEB2021;41;229;32;415
Salamanca;20FEB2021;11;58;34;448
Zamora;20FEB2021;0;37;15;133
Tarragona;20FEB2021;34;337;21;542
Guadalajara;20FEB2021;7;48;19;95
Málaga;19FEB2021;91;1962;239;1724
Bizkaia;19FEB2021;114;1338;199;3214
Sevilla;19FEB2021;83;1678;218;1816
Navarra;19FEB2021;24;739;76;1062
Santa Cruz de Tenerife;19FEB2021;32;609;28;1385
Palmas, Las;19FEB2021;20;906;77;1389
Jaén;19FEB2021;20;789;52;863
Murcia;19FEB2021;58;971;132;1296
Barcelona;19FEB2021;555;7223;954;17183
Melilla;19FEB2021;15;151;14;65
Ávila;19FEB2021;11;176;13;153
Araba/Álava;19FEB2021;35;390;32;615
Madrid;19FEB2021;960;18037;1424;12377
Alicante/Alacant;19FEB2021;68;796;313;2402
Lleida;19FEB2021;40;382;90;1669
Ciudad Real;19FEB2021;2;166;23;377
Baleares;19FEB2021;17;724;138;2748
León;19FEB2021;49;672;103;645
Granada;19FEB2021;25;356;198;1615
Soria;19FEB2021;10;81;19;264
Coruña, A;19FEB2021;26;3469;255;3450
Girona;19FEB2021;103;1069;98;2603
Ceuta;19FEB2021;7;151;6;52
Guadalajara;19FEB2021;16;125;21;383
Zamora;19FEB2021;6;83;8;205
Huelva;19FEB2021;5;296;64;682
Ourense;19FEB2021;5;524;25;483
Zaragoza;19FEB2021;68;613;164;1483
Valencia/València;19FEB2021;154;1329;426;4066
Castellón/Castelló;19FEB2021;68;393;76;871
Salamanca;19FEB2021;16;153;49;499
Badajoz;19FEB2021;8;566;64;1055
Teruel;19FEB2021;11;64;28;249
Córdoba;19FEB2021;46;1126;103;754
Tarragona;19FEB2021;34;686;77;1549
Almería;19FEB2021;38;837;159;1173
Cádiz;19FEB2021;33;920;216;1517
Cantabria;19FEB2021;2;82;105;1951
Valladolid;19FEB2021;30;744;39;576
Cuenca;19FEB2021;1;48;7;169
Segovia;19FEB2021;17;190;29;309
Cáceres;19FEB2021;4;315;15;493
Rioja, La;19FEB2021;31;537;24;444
Burgos;19FEB2021;56;509;17;332
Lugo;19FEB2021;5;233;28;877
Gipuzkoa;19FEB2021;43;954;68;1503
Asturias;19FEB2021;30;323;204;2902
Pontevedra;19FEB2021;10;1250;139;2701
Huesca;19FEB2021;3;93;18;249
Palencia;19FEB2021;34;477;38;172
Toledo;19FEB2021;22;339;62;638
Albacete;19FEB2021;5;189;10;324
Santa Cruz de Tenerife;18FEB2021;30;608;53;1551
Pontevedra;18FEB2021;13;667;162;2121
Bizkaia;18FEB2021;130;1489;154;2936
Granada;18FEB2021;31;334;239;1454
Cáceres;18FEB2021;4;422;43;520
Murcia;18FEB2021;57;1053;116;1359
Barcelona;18FEB2021;590;7735;1068;18683
Málaga;18FEB2021;105;2099;271;1752
Melilla;18FEB2021;5;91;17;68
Araba/Álava;18FEB2021;31;426;45;722
Coruña, A;18FEB2021;36;3354;188;3578
Ávila;18FEB2021;12;228;16;115
Jaén;18FEB2021;21;624;86;828
Lugo;18FEB2021;2;204;33;1076
Cádiz;18FEB2021;35;842;251;1640
Zaragoza;18FEB2021;43;649;174;1377
Alicante/Alacant;18FEB2021;99;749;346;2615
Lleida;18FEB2021;45;488;88;1379
Ciudad Real;18FEB2021;6;204;21;404
Huesca;18FEB2021;5;101;18;210
Baleares;18FEB2021;19;697;87;2561
León;18FEB2021;52;432;197;764
Tarragona;18FEB2021;39;901;56;1624
Palmas, Las;18FEB2021;21;688;102;2257
Soria;18FEB2021;18;353;34;313
Ceuta;18FEB2021;11;171;5;43
Guadalajara;18FEB2021;11;158;25;282
Segovia;18FEB2021;14;524;8;201
Valencia/València;18FEB2021;199;1502;597;3768
Ourense;18FEB2021;6;486;29;1014
Albacete;18FEB2021;14;244;23;339
Castellón/Castelló;18FEB2021;47;385;84;844
Toledo;18FEB2021;24;328;95;874
Navarra;18FEB2021;24;900;61;1097
Badajoz;18FEB2021;12;590;49;622
Palencia;18FEB2021;29;258;26;158
Sevilla;18FEB2021;106;2085;296;2103
Almería;18FEB2021;33;1221;189;1343
Cantabria;18FEB2021;1;68;104;2307
Zamora;18FEB2021;3;64;20;180
Girona;18FEB2021;103;1215;91;2276
Madrid;18FEB2021;1033;19450;1476;12014
Rioja, La;18FEB2021;5;220;30;432
Cuenca;18FEB2021;3;81;9;252
Córdoba;18FEB2021;42;1002;91;583
Gipuzkoa;18FEB2021;77;926;81;2267
Salamanca;18FEB2021;15;163;25;450
Huelva;18FEB2021;5;419;45;358
Burgos;18FEB2021;48;536;15;288
Teruel;18FEB2021;8;63;32;150
Asturias;18FEB2021;34;321;242;3651
Valladolid;18FEB2021;51;701;48;703
Bizkaia;17FEB2021;149;1474;197;3417
Navarra;17FEB2021;25;937;89;1200
Málaga;17FEB2021;107;1429;269;1869
Huesca;17FEB2021;8;105;12;233
Murcia;17FEB2021;62;1209;136;1704
Cuenca;17FEB2021;3;53;10;163
Cádiz;17FEB2021;48;1088;235;1935
Tarragona;17FEB2021;57;821;55;1945
Barcelona;17FEB2021;495;7617;1043;19611
Zamora;17FEB2021;3;76;11;208
Rioja, La;17FEB2021;43;758;28;528
Araba/Álava;17FEB2021;43;425;39;1141
Santa Cruz de Tenerife;17FEB2021;26;472;52;1548
Sevilla;17FEB2021;120;2725;311;2385
Teruel;17FEB2021;10;67;46;212
Zaragoza;17FEB2021;42;677;132;1474
Lleida;17FEB2021;56;474;71;1266
Alicante/Alacant;17FEB2021;100;844;357;2762
Ciudad Real;17FEB2021;7;206;29;510
Baleares;17FEB2021;26;640;106;2957
Coruña, A;17FEB2021;41;3523;236;2856
Jaén;17FEB2021;36;1057;104;958
Cáceres;17FEB2021;4;406;28;417
Ourense;17FEB2021;3;341;20;1240
Guadalajara;17FEB2021;13;165;37;275
Ávila;17FEB2021;8;377;50;334
Palmas, Las;17FEB2021;24;838;84;1305
Ceuta;17FEB2021;25;230;6;62
Granada;17FEB2021;28;757;268;1783
Valencia/València;17FEB2021;204;1528;503;4355
Huelva;17FEB2021;7;627;97;835
Castellón/Castelló;17FEB2021;67;484;98;955
Albacete;17FEB2021;11;234;20;413
Pontevedra;17FEB2021;17;1454;133;2718
Badajoz;17FEB2021;9;591;53;763
Soria;17FEB2021;19;129;25;300
Almería;17FEB2021;35;741;188;1360
Cantabria;17FEB2021;9;87;72;1926
Segovia;17FEB2021;14;534;15;280
Girona;17FEB2021;92;1031;92;2387
Toledo;17FEB2021;22;347;68;635
Gipuzkoa;17FEB2021;58;870;82;2359
Melilla;17FEB2021;9;101;6;53
Salamanca;17FEB2021;13;163;49;599
Madrid;17FEB2021;1075;16885;1844;14009
Burgos;17FEB2021;76;1934;12;237
Córdoba;17FEB2021;37;1152;76;676
León;17FEB2021;39;463;241;972
Asturias;17FEB2021;33;311;255;3938
Valladolid;17FEB2021;47;781;37;646
Palencia;17FEB2021;11;224;27;169
Lugo;17FEB2021;4;177;33;738
Bizkaia;16FEB2021;140;1611;201;3259
Valencia/València;16FEB2021;205;1678;872;5640
Navarra;16FEB2021;26;807;70;1968
Salamanca;16FEB2021;31;192;48;609
Rioja, La;16FEB2021;16;585;42;679
Málaga;16FEB2021;136;1863;452;2721
Huesca;16FEB2021;9;151;10;218
Cuenca;16FEB2021;3;76;34;292
Barcelona;16FEB2021;667;8970;1183;21630
Cáceres;16FEB2021;7;332;44;576
Huelva;16FEB2021;6;509;124;1081
Almería;16FEB2021;40;752;182;1295
Araba/Álava;16FEB2021;27;400;34;585
Madrid;16FEB2021;1214;23025;1970;14463
Soria;16FEB2021;25;142;24;458
Lugo;16FEB2021;5;178;37;654
Teruel;16FEB2021;8;70;35;270
Alicante/Alacant;16FEB2021;120;860;441;3088
Ciudad Real;16FEB2021;10;214;38;527
Jaén;16FEB2021;26;1076;122;1112
Baleares;16FEB2021;14;607;158;2561
Ourense;16FEB2021;2;225;26;519
León;16FEB2021;35;389;258;1176
Melilla;16FEB2021;8;124;18;80
Pontevedra;16FEB2021;15;1361;116;2742
Coruña, A;16FEB2021;34;3425;291;3226
Ceuta;16FEB2021;33;217;6;50
Segovia;16FEB2021;7;172;16;223
Zamora;16FEB2021;2;66;17;268
Palencia;16FEB2021;26;298;33;229
Palmas, Las;16FEB2021;14;488;99;2021
Zaragoza;16FEB2021;71;809;190;1717
Guadalajara;16FEB2021;21;171;30;301
Ávila;16FEB2021;6;189;14;98
Castellón/Castelló;16FEB2021;73;440;131;941
Toledo;16FEB2021;30;394;84;948
Valladolid;16FEB2021;61;734;45;737
Badajoz;16FEB2021;12;413;63;668
Granada;16FEB2021;29;739;252;1889
Sevilla;16FEB2021;140;3066;324;1957
Santa Cruz de Tenerife;16FEB2021;21;528;70;1612
Gipuzkoa;16FEB2021;38;1011;87;2552
Córdoba;16FEB2021;42;848;109;879
Cantabria;16FEB2021;4;49;83;1565
Albacete;16FEB2021;13;233;21;415
Tarragona;16FEB2021;54;876;94;2603
Burgos;16FEB2021;63;780;34;617
Lleida;16FEB2021;50;539;119;1303
Girona;16FEB2021;109;1244;124;3467
Asturias;16FEB2021;27;263;238;4345
Cádiz;16FEB2021;72;1501;340;2306
Murcia;16FEB2021;72;1193;206;2576
Bizkaia;15FEB2021;151;1439;143;2520
Albacete;15FEB2021;12;188;28;382
Cáceres;15FEB2021;5;780;38;509
Navarra;15FEB2021;35;947;65;1055
Huesca;15FEB2021;8;104;35;347
Jaén;15FEB2021;42;1110;93;869
Santa Cruz de Tenerife;15FEB2021;33;539;29;1255
Cuenca;15FEB2021;10;61;10;131
Barcelona;15FEB2021;852;9931;1183;15637
Araba/Álava;15FEB2021;28;372;15;671
Madrid;15FEB2021;1528;22569;1074;10063
Valencia/València;15FEB2021;143;1394;699;5118
Coruña, A;15FEB2021;37;3982;243;2554
Huelva;15FEB2021;27;983;107;800
Sevilla;15FEB2021;119;2842;240;1667
Lleida;15FEB2021;55;603;61;1189
Alicante/Alacant;15FEB2021;92;799;403;2419
Ciudad Real;15FEB2021;12;227;30;561
Baleares;15FEB2021;42;730;134;2650
León;15FEB2021;54;489;171;909
Ávila;15FEB2021;7;248;10;257
Ceuta;15FEB2021;29;322;11;69
Tarragona;15FEB2021;83;966;61;1850
Granada;15FEB2021;56;1078;278;2153
Salamanca;15FEB2021;20;158;50;571
Soria;15FEB2021;27;92;22;161
Zamora;15FEB2021;1;78;23;263
Ourense;15FEB2021;5;423;23;547
Girona;15FEB2021;136;1314;109;2001
Zaragoza;15FEB2021;81;705;245;1875
Castellón/Castelló;15FEB2021;47;364;126;947
Málaga;15FEB2021;148;1671;177;1117
Badajoz;15FEB2021;8;577;111;1151
Teruel;15FEB2021;15;64;56;279
Rioja, La;15FEB2021;30;744;30;469
Palmas, Las;15FEB2021;30;1159;83;1662
Valladolid;15FEB2021;57;1068;52;885
Almería;15FEB2021;39;812;186;1291
Melilla;15FEB2021;12;164;9;46
Gipuzkoa;15FEB2021;41;907;85;1808
Cantabria;15FEB2021;3;74;123;1928
Segovia;15FEB2021;17;230;27;316
Murcia;15FEB2021;88;1352;149;1779
Lugo;15FEB2021;3;296;29;770
Córdoba;15FEB2021;37;797;58;481
Toledo;15FEB2021;34;266;77;803
Burgos;15FEB2021;49;991;19;223
Cádiz;15FEB2021;82;1833;170;1160
Asturias;15FEB2021;26;312;203;4137
Pontevedra;15FEB2021;21;1421;170;2283
Guadalajara;15FEB2021;8;120;42;401
Palencia;15FEB2021;38;346;25;211
Bizkaia;14FEB2021;104;791;151;2504
Ourense;14FEB2021;6;244;28;557
Huesca;14FEB2021;1;35;3;62
Cáceres;14FEB2021;2;118;22;297
Barcelona;14FEB2021;175;1814;199;3240
Málaga;14FEB2021;40;215;114;998
Melilla;14FEB2021;2;54;5;45
Toledo;14FEB2021;8;108;12;180
Araba/Álava;14FEB2021;24;243;23;761
Coruña, A;14FEB2021;19;3328;193;2512
Valencia/València;14FEB2021;34;311;128;976
Lugo;14FEB2021;5;93;50;697
Zaragoza;14FEB2021;28;216;39;384
Valladolid;14FEB2021;21;217;23;330
Lleida;14FEB2021;21;242;23;196
Alicante/Alacant;14FEB2021;21;292;148;757
Ciudad Real;14FEB2021;5;77;5;199
Pontevedra;14FEB2021;19;473;138;2395
Guadalajara;14FEB2021;3;42;11;75
Baleares;14FEB2021;22;401;43;1356
León;14FEB2021;12;113;62;300
Ávila;14FEB2021;6;118;6;99
Navarra;14FEB2021;13;278;57;1032
Granada;14FEB2021;18;137;53;386
Ceuta;14FEB2021;27;128;1;13
Jaén;14FEB2021;15;143;22;257
Rioja, La;14FEB2021;8;125;51;636
Salamanca;14FEB2021;12;63;29;334
Teruel;14FEB2021;2;36;14;89
Girona;14FEB2021;43;304;21;333
Castellón/Castelló;14FEB2021;21;132;40;332
Badajoz;14FEB2021;8;315;22;331
Soria;14FEB2021;15;41;11;163
Madrid;14FEB2021;249;6866;386;3681
Tarragona;14FEB2021;18;258;19;333
Cantabria;14FEB2021;1;41;67;1391
Segovia;14FEB2021;16;78;15;279
Cuenca;14FEB2021;1;29;16;141
Córdoba;14FEB2021;35;332;70;632
Huelva;14FEB2021;2;93;28;186
Gipuzkoa;14FEB2021;39;550;60;1593
Albacete;14FEB2021;7;109;13;177
Almería;14FEB2021;14;76;90;789
Burgos;14FEB2021;29;240;3;143
Zamora;14FEB2021;0;49;1;46
Asturias;14FEB2021;13;117;168;2853
Palmas, Las;14FEB2021;21;293;78;1448
Santa Cruz de Tenerife;14FEB2021;14;212;57;551
Murcia;14FEB2021;4;137;48;916
Sevilla;14FEB2021;49;666;140;1034
Palencia;14FEB2021;17;168;14;103
Cádiz;14FEB2021;19;502;167;1195
Santa Cruz de Tenerife;13FEB2021;30;389;43;930
Bizkaia;13FEB2021;91;901;156;3118
Cuenca;13FEB2021;0;27;21;277
Tarragona;13FEB2021;35;756;38;560
Murcia;13FEB2021;32;536;132;1879
Barcelona;13FEB2021;294;3616;392;7560
Zaragoza;13FEB2021;40;310;62;746
Araba/Álava;13FEB2021;16;103;47;913
Madrid;13FEB2021;278;9310;1429;10358
Málaga;13FEB2021;47;342;327;2404
Coruña, A;13FEB2021;33;5503;212;2583
Zamora;13FEB2021;0;65;10;143
Rioja, La;13FEB2021;9;139;19;307
Lleida;13FEB2021;32;365;36;371
Teruel;13FEB2021;13;53;19;150
Alicante/Alacant;13FEB2021;33;358;298;1641
Ciudad Real;13FEB2021;7;103;21;291
Baleares;13FEB2021;18;342;85;2346
León;13FEB2021;12;108;145;568
Granada;13FEB2021;26;142;67;572
Albacete;13FEB2021;10;105;15;204
Ávila;13FEB2021;10;117;10;193
Segovia;13FEB2021;14;79;27;293
Ceuta;13FEB2021;22;149;4;10
Huesca;13FEB2021;2;57;12;147
Girona;13FEB2021;44;469;24;584
Valencia/València;13FEB2021;58;563;514;3363
Huelva;13FEB2021;8;93;45;588
Castellón/Castelló;13FEB2021;44;227;71;551
Sevilla;13FEB2021;59;696;230;1872
Badajoz;13FEB2021;13;275;85;736
Navarra;13FEB2021;17;311;58;1618
Gipuzkoa;13FEB2021;35;566;86;1708
Soria;13FEB2021;12;48;29;218
Almería;13FEB2021;13;147;179;1462
Palmas, Las;13FEB2021;23;427;94;2106
Toledo;13FEB2021;4;83;53;584
Lugo;13FEB2021;4;133;21;758
Cantabria;13FEB2021;2;51;71;1272
Valladolid;13FEB2021;30;305;30;369
Melilla;13FEB2021;1;57;8;71
Córdoba;13FEB2021;38;380;73;680
Salamanca;13FEB2021;12;54;73;746
Jaén;13FEB2021;22;163;49;655
Burgos;13FEB2021;25;221;26;263
Cáceres;13FEB2021;4;100;26;359
Cádiz;13FEB2021;38;335;390;2299
Asturias;13FEB2021;16;146;259;3292
Pontevedra;13FEB2021;15;1167;147;3159
Guadalajara;13FEB2021;7;39;5;87
Ourense;13FEB2021;2;172;39;843
Palencia;13FEB2021;21;237;19;152
Rioja, La;12FEB2021;24;335;39;299
Bizkaia;12FEB2021;170;2027;202;2922
Jaén;12FEB2021;31;935;136;1073
Zaragoza;12FEB2021;99;737;224;1845
Málaga;12FEB2021;151;1835;363;1938
Girona;12FEB2021;95;2102;126;3472
Cuenca;12FEB2021;6;66;22;274
Barcelona;12FEB2021;579;17151;1157;17896
Melilla;12FEB2021;17;168;13;69
Guadalajara;12FEB2021;10;183;50;415
Araba/Álava;12FEB2021;31;499;47;480
Madrid;12FEB2021;1353;22760;2112;14780
Coruña, A;12FEB2021;55;7426;336;2974
Lugo;12FEB2021;10;501;73;1619
Segovia;12FEB2021;25;285;36;327
Palencia;12FEB2021;44;1494;57;205
Ourense;12FEB2021;14;610;43;693
Huesca;12FEB2021;11;119;18;304
Alicante/Alacant;12FEB2021;125;866;551;3266
Ciudad Real;12FEB2021;15;238;49;508
Palmas, Las;12FEB2021;32;891;115;2019
Baleares;12FEB2021;33;657;189;2893
Huelva;12FEB2021;24;821;74;663
León;12FEB2021;45;524;262;1155
Navarra;12FEB2021;37;832;80;1882
Tarragona;12FEB2021;48;2246;92;2117
Ávila;12FEB2021;23;242;34;272
Valladolid;12FEB2021;105;1199;90;725
Ceuta;12FEB2021;18;164;10;49
Granada;12FEB2021;39;408;309;2147
Albacete;12FEB2021;10;215;51;508
Sevilla;12FEB2021;176;2037;566;3398
Zamora;12FEB2021;4;328;15;265
Murcia;12FEB2021;96;1248;272;2189
Castellón/Castelló;12FEB2021;80;408;169;1216
Toledo;12FEB2021;24;384;104;877
Teruel;12FEB2021;12;94;63;430
Badajoz;12FEB2021;20;665;78;940
Almería;12FEB2021;49;829;245;1562
Cantabria;12FEB2021;2;72;128;2241
Córdoba;12FEB2021;71;1404;89;694
Lleida;12FEB2021;39;1419;94;1883
Cádiz;12FEB2021;88;1770;375;2139
Santa Cruz de Tenerife;12FEB2021;31;646;31;1343
Salamanca;12FEB2021;20;262;74;691
Gipuzkoa;12FEB2021;53;1048;131;2372
Valencia/València;12FEB2021;177;1355;904;5516
Burgos;12FEB2021;67;1569;22;283
Asturias;12FEB2021;35;359;322;4365
Cáceres;12FEB2021;7;520;41;572
Soria;12FEB2021;18;106;45;306
Pontevedra;12FEB2021;22;2559;156;2424
Bizkaia;11FEB2021;183;2074;223;3825
Santa Cruz de Tenerife;11FEB2021;35;627;38;1503
Navarra;11FEB2021;39;976;93;1594
Guadalajara;11FEB2021;21;206;36;364
Cuenca;11FEB2021;12;76;28;284
Ávila;11FEB2021;19;255;16;128
Barcelona;11FEB2021;605;18458;1025;18992
Melilla;11FEB2021;19;151;18;91
Valencia/València;11FEB2021;137;1447;915;6339
Araba/Álava;11FEB2021;37;635;57;1106
Madrid;11FEB2021;1243;25417;2348;14464
Coruña, A;11FEB2021;32;7419;389;4192
Granada;11FEB2021;45;405;300;1752
Ourense;11FEB2021;10;434;40;1007
Lleida;11FEB2021;42;1533;108;1825
Alicante/Alacant;11FEB2021;109;921;606;3372
Ciudad Real;11FEB2021;11;234;58;595
Baleares;11FEB2021;30;718;161;3693
Girona;11FEB2021;98;2286;104;2160
Ceuta;11FEB2021;31;175;3;38
Zamora;11FEB2021;1;951;17;233
Palencia;11FEB2021;57;2717;40;282
Segovia;11FEB2021;19;194;33;265
Málaga;11FEB2021;159;1861;567;3033
Murcia;11FEB2021;82;1239;228;2177
Valladolid;11FEB2021;84;1329;79;769
Castellón/Castelló;11FEB2021;57;415;144;1088
Albacete;11FEB2021;14;178;46;456
Badajoz;11FEB2021;23;951;130;814
Teruel;11FEB2021;10;65;75;248
Gipuzkoa;11FEB2021;70;1228;98;3065
Almería;11FEB2021;42;818;318;1982
Lugo;11FEB2021;6;374;56;1292
Cantabria;11FEB2021;2;74;99;1840
Toledo;11FEB2021;31;349;189;1160
Córdoba;11FEB2021;59;1327;84;588
Zaragoza;11FEB2021;82;711;183;1435
Rioja, La;11FEB2021;19;472;49;475
León;11FEB2021;43;1488;259;1112
Tarragona;11FEB2021;81;2125;79;2378
Jaén;11FEB2021;30;814;170;1101
Salamanca;11FEB2021;25;243;92;705
Burgos;11FEB2021;84;989;24;241
Palmas, Las;11FEB2021;33;896;167;2109
Huesca;11FEB2021;13;113;33;310
Sevilla;11FEB2021;172;2186;488;3071
Asturias;11FEB2021;41;316;351;5612
Pontevedra;11FEB2021;25;2487;196;3023
Cáceres;11FEB2021;3;732;48;566
Cádiz;11FEB2021;94;1803;466;2495
Soria;11FEB2021;15;89;39;428
Huelva;11FEB2021;15;791;141;930
Bizkaia;10FEB2021;165;2059;238;3230
Rioja, La;10FEB2021;19;258;66;769
Ávila;10FEB2021;12;182;15;197
Murcia;10FEB2021;79;1484;213;2487
Jaén;10FEB2021;41;542;142;1175
Barcelona;10FEB2021;550;17313;1102;23297
Melilla;10FEB2021;16;156;20;84
Palmas, Las;10FEB2021;30;1088;150;2113
Araba/Álava;10FEB2021;47;513;51;709
Coruña, A;10FEB2021;64;6975;505;4582
Pontevedra;10FEB2021;21;2389;228;5235
Lugo;10FEB2021;8;450;79;1242
Soria;10FEB2021;15;116;48;469
Lleida;10FEB2021;32;1214;70;1400
Alicante/Alacant;10FEB2021;134;974;866;4547
Ciudad Real;10FEB2021;26;295;83;827
Málaga;10FEB2021;174;2880;496;3124
Baleares;10FEB2021;28;658;133;2653
Santa Cruz de Tenerife;10FEB2021;31;527;38;1474
León;10FEB2021;42;722;393;1642
Zaragoza;10FEB2021;91;875;242;1841
Girona;10FEB2021;124;2784;102;2322
Navarra;10FEB2021;35;1111;122;2020
Ceuta;10FEB2021;20;228;2;47
Gipuzkoa;10FEB2021;79;1362;119;4199
Palencia;10FEB2021;57;741;44;219
Valencia/València;10FEB2021;187;1536;1135;6801
Valladolid;10FEB2021;88;1137;92;906
Castellón/Castelló;10FEB2021;75;408;163;1094
Albacete;10FEB2021;11;202;61;639
Ourense;10FEB2021;16;387;66;2149
Badajoz;10FEB2021;30;838;119;884
Almería;10FEB2021;41;780;350;2437
Cantabria;10FEB2021;3;73;137;1942
Guadalajara;10FEB2021;17;164;52;416
Cádiz;10FEB2021;154;1620;526;3058
Tarragona;10FEB2021;51;1830;105;2833
Teruel;10FEB2021;11;92;76;330
Cáceres;10FEB2021;8;822;80;650
Segovia;10FEB2021;10;165;55;385
Salamanca;10FEB2021;28;236;151;1255
Zamora;10FEB2021;3;414;35;337
Granada;10FEB2021;52;1058;356;2045
Sevilla;10FEB2021;186;3499;482;3086
Burgos;10FEB2021;82;855;26;341
Huesca;10FEB2021;7;138;24;327
Huelva;10FEB2021;11;647;128;806
Asturias;10FEB2021;39;410;337;4795
Córdoba;10FEB2021;72;905;130;1007
Cuenca;10FEB2021;6;90;34;392
Toledo;10FEB2021;37;403;161;1191
Madrid;10FEB2021;1504;20346;2531;16939
Bizkaia;09FEB2021;199;2079;235;3665
Navarra;09FEB2021;38;1040;84;2242
Málaga;09FEB2021;197;2955;394;2331
Jaén;09FEB2021;69;712;180;1325
Murcia;09FEB2021;89;1583;304;2590
Rioja, La;09FEB2021;22;756;84;829
Guadalajara;09FEB2021;26;187;77;532
Barcelona;09FEB2021;704;16900;1415;25910
Palmas, Las;09FEB2021;45;1098;135;2017
Granada;09FEB2021;67;1054;413;2556
Araba/Álava;09FEB2021;54;556;77;1033
Madrid;09FEB2021;1704;25507;2729;16991
Coruña, A;09FEB2021;55;6586;443;5089
Ourense;09FEB2021;13;338;96;1852
Teruel;09FEB2021;19;120;61;360
Huesca;09FEB2021;9;153;26;415
Lugo;09FEB2021;9;384;52;993
Santa Cruz de Tenerife;09FEB2021;20;591;49;1629
Lleida;09FEB2021;38;859;98;2207
Alicante/Alacant;09FEB2021;134;1011;946;4635
Ciudad Real;09FEB2021;30;346;71;709
Baleares;09FEB2021;35;666;265;3439
Zaragoza;09FEB2021;103;873;308;2082
Ávila;09FEB2021;31;386;9;185
Ceuta;09FEB2021;32;206;2;48
Gipuzkoa;09FEB2021;95;1295;136;2921
Zamora;09FEB2021;3;125;48;662
Pontevedra;09FEB2021;27;1997;255;4983
Sevilla;09FEB2021;243;3847;624;3749
Valencia/València;09FEB2021;210;1725;1337;8410
Huelva;09FEB2021;18;498;211;1268
Castellón/Castelló;09FEB2021;84;495;194;1297
Badajoz;09FEB2021;26;789;158;1019
Segovia;09FEB2021;24;197;65;376
Melilla;09FEB2021;12;169;17;94
Valladolid;09FEB2021;92;1124;132;1083
Girona;09FEB2021;136;2580;159;2989
Toledo;09FEB2021;60;449;212;1374
Córdoba;09FEB2021;86;1163;129;1013
León;09FEB2021;44;809;199;1088
Soria;09FEB2021;17;110;17;335
Almería;09FEB2021;53;1011;372;2453
Cantabria;09FEB2021;1;76;140;2337
Tarragona;09FEB2021;57;1957;143;3224
Cádiz;09FEB2021;167;1960;726;3168
Cáceres;09FEB2021;7;942;92;856
Albacete;09FEB2021;18;232;48;503
Salamanca;09FEB2021;36;629;151;1080
Burgos;09FEB2021;83;1602;44;458
Cuenca;09FEB2021;7;93;43;416
Asturias;09FEB2021;45;486;369;5460
Palencia;09FEB2021;68;547;50;272
Toledo;08FEB2021;67;414;168;956
Bizkaia;08FEB2021;225;2109;189;3191
Ourense;08FEB2021;24;507;45;1939
Asturias;08FEB2021;49;423;312;4940
Salamanca;08FEB2021;59;750;46;555
Girona;08FEB2021;170;1851;194;3089
Almería;08FEB2021;73;1378;208;1494
Huesca;08FEB2021;8;102;27;375
Málaga;08FEB2021;257;3120;291;2070
Pontevedra;08FEB2021;27;1142;258;5019
Cuenca;08FEB2021;8;82;28;222
Barcelona;08FEB2021;1029;15320;1354;20598
Melilla;08FEB2021;13;178;12;45
Palencia;08FEB2021;87;683;44;214
Teruel;08FEB2021;21;114;118;393
Madrid;08FEB2021;2166;28352;1361;10811
Araba/Álava;08FEB2021;52;725;45;947
Coruña, A;08FEB2021;71;6246;394;3761
Lugo;08FEB2021;7;683;40;1073
Granada;08FEB2021;72;922;471;2462
Lleida;08FEB2021;56;865;79;1295
Ciudad Real;08FEB2021;34;308;93;887
Alicante/Alacant;08FEB2021;252;1230;770;3800
Baleares;08FEB2021;29;1033;238;2711
Soria;08FEB2021;13;103;23;331
León;08FEB2021;80;4780;230;1189
Segovia;08FEB2021;23;215;67;501
Zaragoza;08FEB2021;116;803;344;2464
Ceuta;08FEB2021;29;230;8;72
Zamora;08FEB2021;8;146;20;287
Murcia;08FEB2021;152;1768;241;2324
Valencia/València;08FEB2021;311;1798;1130;6311
Valladolid;08FEB2021;111;2092;110;920
Albacete;08FEB2021;15;240;58;567
Córdoba;08FEB2021;86;1184;70;524
Castellón/Castelló;08FEB2021;112;524;223;1236
Ávila;08FEB2021;39;457;20;227
Badajoz;08FEB2021;58;834;249;1132
Navarra;08FEB2021;59;1269;146;1989
Tarragona;08FEB2021;99;1194;96;2860
Jaén;08FEB2021;73;1053;168;845
Cantabria;08FEB2021;7;102;122;1862
Cáceres;08FEB2021;15;1329;56;778
