PROVINCIA;FECHA_PRUEBA;N_ANT_POSITIVOS;N_ANT;N_PCR_POSITIVOS;N_PCR
Ávila;09AUG2021;21;122;27;259
Lleida;09AUG2021;89;791;61;614
Teruel;09AUG2021;12;73;27;249
Araba/Álava;09AUG2021;38;231;39;456
Cádiz;09AUG2021;104;960;173;1397
Palencia;09AUG2021;6;95;62;373
Tarragona;09AUG2021;181;997;92;1412
Asturias;09AUG2021;26;268;162;2523
Granada;09AUG2021;58;533;287;2019
Sevilla;09AUG2021;350;1824;279;1411
Pontevedra;09AUG2021;57;1395;272;1646
Zaragoza;09AUG2021;159;527;257;1886
Salamanca;09AUG2021;14;126;31;298
Madrid;09AUG2021;1905;12509;839;7756
Toledo;09AUG2021;121;328;130;764
Guadalajara;09AUG2021;15;101;46;424
Segovia;09AUG2021;16;141;54;363
Barcelona;09AUG2021;1206;9031;1170;12673
Jaén;09AUG2021;72;638;207;1080
Soria;09AUG2021;16;78;13;163
Cáceres;09AUG2021;39;976;107;924
Murcia;09AUG2021;160;997;258;2292
León;09AUG2021;24;282;58;627
Gipuzkoa;09AUG2021;77;438;110;1441
Valladolid;09AUG2021;48;445;147;1180
Lugo;09AUG2021;14;276;64;751
Bizkaia;09AUG2021;139;657;226;2035
Alicante/Alacant;09AUG2021;403;1444;384;2737
Navarra;09AUG2021;103;789;138;956
Valencia/València;09AUG2021;318;1347;471;4224
Coruña, A;09AUG2021;53;1193;354;2458
Córdoba;09AUG2021;142;782;107;623
DESLOCALIZADOS;09AUG2021;402;3875;510;4409
Huesca;09AUG2021;57;164;69;585
Huelva;09AUG2021;77;429;172;1145
Badajoz;09AUG2021;90;1491;153;1700
Cuenca;09AUG2021;17;77;20;331
Teruel;08AUG2021;6;33;9;110
Granada;08AUG2021;50;226;43;363
Zaragoza;08AUG2021;55;249;53;515
Huelva;08AUG2021;18;86;37;197
Navarra;08AUG2021;47;336;205;1199
Coruña, A;08AUG2021;32;548;411;2548
DESLOCALIZADOS;08AUG2021;181;1959;281;2532
Ceuta;08AUG2021;22;177;12;72
Badajoz;08AUG2021;77;682;53;596
Bizkaia;08AUG2021;107;504;192;1767
Asturias;08AUG2021;10;120;167;1865
Cáceres;08AUG2021;24;256;71;692
Salamanca;08AUG2021;12;75;22;255
Lugo;08AUG2021;9;135;50;554
Guadalajara;08AUG2021;11;61;13;67
Araba/Álava;08AUG2021;34;135;33;421
Cádiz;08AUG2021;51;343;130;877
Ávila;08AUG2021;15;51;17;196
Jaén;08AUG2021;49;225;32;243
Murcia;08AUG2021;54;658;110;1082
León;08AUG2021;11;172;13;196
Palencia;08AUG2021;2;49;11;174
Cuenca;08AUG2021;7;41;12;106
Alicante/Alacant;08AUG2021;70;651;145;992
Soria;08AUG2021;9;39;21;159
Huesca;08AUG2021;18;84;6;67
Girona;08AUG2021;76;391;75;688
Toledo;08AUG2021;24;136;34;185
Lleida;08AUG2021;63;330;18;249
Zamora;08AUG2021;5;56;18;117
Santa Cruz de Tenerife;08AUG2021;55;439;140;1285
Melilla;08AUG2021;1;54;7;39
Almería;08AUG2021;28;124;120;1025
Valencia/València;08AUG2021;93;637;106;1275
Ciudad Real;08AUG2021;34;154;22;296
Albacete;08AUG2021;28;142;25;246
Gipuzkoa;08AUG2021;44;252;124;955
Palmas, Las;08AUG2021;36;523;141;1559
Madrid;08AUG2021;352;2539;422;3163
Tarragona;08AUG2021;73;400;30;298
Barcelona;08AUG2021;375;2850;282;2690
Cantabria;08AUG2021;9;73;211;1123
Castellón/Castelló;08AUG2021;40;177;18;225
Pontevedra;08AUG2021;35;777;301;1754
Córdoba;08AUG2021;56;316;70;550
Segovia;08AUG2021;7;73;17;194
Rioja, La;08AUG2021;25;261;55;403
Burgos;08AUG2021;17;94;79;491
Valladolid;08AUG2021;30;180;66;432
Málaga;08AUG2021;98;377;203;1062
Baleares;08AUG2021;88;1244;187;1749
Sevilla;08AUG2021;120;752;176;703
Ourense;08AUG2021;6;185;40;486
Navarra;07AUG2021;51;343;200;981
Jaén;07AUG2021;52;202;194;1422
Córdoba;07AUG2021;82;473;195;1208
Cuenca;07AUG2021;9;45;27;279
Girona;07AUG2021;87;633;46;507
Bizkaia;07AUG2021;117;642;327;2572
Badajoz;07AUG2021;64;656;145;1241
Zaragoza;07AUG2021;48;270;67;570
Tarragona;07AUG2021;113;603;61;507
Ávila;07AUG2021;24;84;18;182
Valladolid;07AUG2021;20;210;34;490
Araba/Álava;07AUG2021;34;161;76;452
Lleida;07AUG2021;54;423;28;389
Málaga;07AUG2021;81;369;486;2336
Sevilla;07AUG2021;168;843;486;2056
Valencia/València;07AUG2021;133;1058;435;3068
Guadalajara;07AUG2021;20;68;36;201
Huesca;07AUG2021;28;90;32;190
Burgos;07AUG2021;17;89;58;440
León;07AUG2021;19;151;61;427
Santa Cruz de Tenerife;07AUG2021;56;506;180;1798
Cantabria;07AUG2021;4;121;153;1024
Cáceres;07AUG2021;33;272;93;913
Granada;07AUG2021;30;156;65;500
Alicante/Alacant;07AUG2021;126;834;324;2170
Gipuzkoa;07AUG2021;49;305;132;1221
Albacete;07AUG2021;27;130;76;513
Ourense;07AUG2021;6;543;53;811
Ciudad Real;07AUG2021;23;134;45;379
Lugo;07AUG2021;15;526;67;579
Ceuta;07AUG2021;18;110;9;94
Segovia;07AUG2021;7;70;35;239
Salamanca;07AUG2021;14;87;21;324
Cádiz;07AUG2021;76;476;283;1745
Castellón/Castelló;07AUG2021;57;280;61;529
Baleares;07AUG2021;131;1557;435;2739
Pontevedra;07AUG2021;34;1297;364;2215
Almería;07AUG2021;30;129;188;1395
Coruña, A;07AUG2021;68;1998;427;2905
Palmas, Las;07AUG2021;53;597;222;2180
Barcelona;07AUG2021;477;4625;452;5787
Huelva;07AUG2021;28;106;124;778
Madrid;07AUG2021;384;3671;1267;8375
DESLOCALIZADOS;07AUG2021;244;2689;564;4228
Palencia;07AUG2021;5;47;64;251
Toledo;07AUG2021;52;187;166;682
Melilla;07AUG2021;1;92;23;97
Zamora;07AUG2021;4;74;34;268
Asturias;07AUG2021;15;149;174;1972
Soria;07AUG2021;5;49;15;162
Teruel;07AUG2021;6;48;23;148
Murcia;07AUG2021;68;808;413;2487
Rioja, La;07AUG2021;26;284;78;655
Almería;06AUG2021;54;345;245;1909
León;06AUG2021;29;329;113;681
Cantabria;06AUG2021;16;159;210;1554
Zaragoza;06AUG2021;142;574;275;1948
Pontevedra;06AUG2021;61;1696;387;2301
Araba/Álava;06AUG2021;25;169;46;334
Ceuta;06AUG2021;21;289;8;79
Guadalajara;06AUG2021;25;151;69;447
Córdoba;06AUG2021;126;768;220;1343
Tarragona;06AUG2021;163;1150;135;1844
Salamanca;06AUG2021;18;167;90;540
Cuenca;06AUG2021;16;77;39;359
Lleida;06AUG2021;79;808;135;1603
Ourense;06AUG2021;10;445;59;1582
Ávila;06AUG2021;26;121;40;257
Teruel;06AUG2021;19;69;22;263
Granada;06AUG2021;75;408;320;1794
Valencia/València;06AUG2021;243;1543;607;4855
Palencia;06AUG2021;5;73;57;349
Ciudad Real;06AUG2021;29;233;94;768
Murcia;06AUG2021;124;1167;362;2302
Badajoz;06AUG2021;75;1312;196;1839
Jaén;06AUG2021;102;528;199;1071
Navarra;06AUG2021;103;723;240;1389
Málaga;06AUG2021;168;1094;728;3211
Bizkaia;06AUG2021;167;903;314;2134
DESLOCALIZADOS;06AUG2021;436;3936;800;5657
Huelva;06AUG2021;61;296;262;1287
Castellón/Castelló;06AUG2021;96;411;136;992
Huesca;06AUG2021;37;179;70;449
Zamora;06AUG2021;4;92;15;311
Melilla;06AUG2021;5;100;11;80
Lugo;06AUG2021;11;257;114;914
Segovia;06AUG2021;13;115;33;265
Rioja, La;06AUG2021;29;449;113;687
Baleares;06AUG2021;170;1964;465;3438
Alicante/Alacant;06AUG2021;353;1551;646;3947
Sevilla;06AUG2021;387;2066;438;2194
Asturias;06AUG2021;33;245;367;2687
Burgos;06AUG2021;39;282;176;973
Gipuzkoa;06AUG2021;83;612;150;1325
Barcelona;06AUG2021;989;9008;1273;13993
Cáceres;06AUG2021;47;842;141;1063
Girona;06AUG2021;137;1215;183;2140
Valladolid;06AUG2021;64;563;188;1344
Coruña, A;06AUG2021;90;1316;418;2625
Madrid;06AUG2021;1801;13251;1836;12871
Toledo;06AUG2021;101;284;273;1297
Albacete;06AUG2021;39;216;133;741
Cádiz;06AUG2021;155;927;521;2566
Santa Cruz de Tenerife;06AUG2021;105;1022;318;3073
Palmas, Las;06AUG2021;79;1272;256;2446
Soria;06AUG2021;11;71;33;214
Sevilla;05AUG2021;381;1794;655;2948
Araba/Álava;05AUG2021;32;174;59;563
Ávila;05AUG2021;14;157;58;364
Albacete;05AUG2021;34;182;113;701
Córdoba;05AUG2021;122;700;221;1287
Girona;05AUG2021;136;1047;101;2493
Navarra;05AUG2021;91;738;318;1817
Bizkaia;05AUG2021;190;896;361;2378
DESLOCALIZADOS;05AUG2021;451;3465;850;5552
Jaén;05AUG2021;80;468;354;1674
Ciudad Real;05AUG2021;45;304;78;892
Ourense;05AUG2021;13;598;37;867
Cantabria;05AUG2021;15;133;230;1443
Cáceres;05AUG2021;50;869;189;1193
Granada;05AUG2021;64;349;334;1700
Badajoz;05AUG2021;106;1465;179;1591
Castellón/Castelló;05AUG2021;123;478;130;1016
Asturias;05AUG2021;27;238;225;2378
Santa Cruz de Tenerife;05AUG2021;107;994;243;2090
Madrid;05AUG2021;1705;13211;2094;12695
Rioja, La;05AUG2021;33;497;138;837
Teruel;05AUG2021;13;75;39;248
Ceuta;05AUG2021;21;220;19;70
Guadalajara;05AUG2021;21;123;65;409
Melilla;05AUG2021;5;108;25;67
Almería;05AUG2021;84;511;278;1843
Burgos;05AUG2021;34;199;161;997
Valencia/València;05AUG2021;307;1580;584;4540
Barcelona;05AUG2021;999;8075;1293;15777
Salamanca;05AUG2021;29;158;37;322
Málaga;05AUG2021;258;1031;772;3205
Palmas, Las;05AUG2021;89;1145;242;2385
Coruña, A;05AUG2021;102;1443;509;2794
Segovia;05AUG2021;10;111;30;263
Zaragoza;05AUG2021;149;563;277;1558
Valladolid;05AUG2021;71;511;152;1194
Lugo;05AUG2021;25;507;133;1104
Tarragona;05AUG2021;170;947;174;2416
Baleares;05AUG2021;182;1786;431;3423
Pontevedra;05AUG2021;66;1724;359;2283
Zamora;05AUG2021;5;73;39;309
Huelva;05AUG2021;68;301;205;1154
Toledo;05AUG2021;95;320;211;1097
Cádiz;05AUG2021;160;917;597;2537
Murcia;05AUG2021;148;1085;447;3075
Palencia;05AUG2021;9;60;71;375
Cuenca;05AUG2021;10;56;38;315
Gipuzkoa;05AUG2021;108;646;202;1442
Lleida;05AUG2021;120;824;67;1547
León;05AUG2021;26;260;114;618
Huesca;05AUG2021;38;143;84;522
Soria;05AUG2021;10;90;26;262
Alicante/Alacant;05AUG2021;358;1484;612;3244
Murcia;04AUG2021;158;1060;410;3151
Lleida;04AUG2021;104;779;70;1837
Araba/Álava;04AUG2021;58;274;72;554
Granada;04AUG2021;86;503;355;1741
Badajoz;04AUG2021;125;1667;173;1555
Toledo;04AUG2021;110;356;339;1434
Burgos;04AUG2021;45;227;176;859
Santa Cruz de Tenerife;04AUG2021;125;1278;344;2857
Melilla;04AUG2021;10;106;12;88
Guadalajara;04AUG2021;36;158;72;395
Tarragona;04AUG2021;187;1035;151;2107
Zaragoza;04AUG2021;159;569;282;1969
Palmas, Las;04AUG2021;95;1347;278;2583
León;04AUG2021;32;278;114;822
Valencia/València;04AUG2021;345;1608;778;5389
Cantabria;04AUG2021;3;95;249;1483
Madrid;04AUG2021;1838;13206;2320;13238
Navarra;04AUG2021;115;839;261;1594
Palencia;04AUG2021;6;71;82;370
Ávila;04AUG2021;35;155;18;305
Soria;04AUG2021;18;85;28;293
DESLOCALIZADOS;04AUG2021;439;3371;726;5228
Alicante/Alacant;04AUG2021;355;1367;693;3678
Bizkaia;04AUG2021;205;912;360;2692
Cádiz;04AUG2021;176;991;550;2705
Valladolid;04AUG2021;69;521;173;1266
Almería;04AUG2021;70;357;241;1726
Ciudad Real;04AUG2021;53;267;119;987
Málaga;04AUG2021;216;994;899;4017
Córdoba;04AUG2021;133;848;253;1236
Salamanca;04AUG2021;16;145;65;613
Cáceres;04AUG2021;42;1055;172;1271
Segovia;04AUG2021;13;114;51;334
Girona;04AUG2021;151;1044;163;2098
Coruña, A;04AUG2021;120;1698;480;2606
Huesca;04AUG2021;33;200;71;479
Huelva;04AUG2021;92;422;232;1399
Gipuzkoa;04AUG2021;112;662;172;1658
Pontevedra;04AUG2021;61;1508;357;2020
Asturias;04AUG2021;27;288;266;2706
Albacete;04AUG2021;43;184;130;1026
Ourense;04AUG2021;9;471;71;1593
Castellón/Castelló;04AUG2021;119;471;138;945
Jaén;04AUG2021;91;531;301;1616
Ceuta;04AUG2021;29;243;7;94
Sevilla;04AUG2021;430;2060;598;2472
Teruel;04AUG2021;13;81;31;253
Baleares;04AUG2021;211;2031;516;3935
Lugo;04AUG2021;29;298;81;941
Cuenca;04AUG2021;20;91;46;365
Barcelona;04AUG2021;1120;8168;1346;20404
Rioja, La;04AUG2021;46;463;108;814
Zamora;04AUG2021;4;79;37;360
Madrid;03AUG2021;2020;13555;2371;14042
Asturias;03AUG2021;23;270;287;3060
Ávila;03AUG2021;25;130;38;270
Segovia;03AUG2021;20;137;45;442
Almería;03AUG2021;91;503;365;2093
Araba/Álava;03AUG2021;58;246;81;816
Girona;03AUG2021;166;1133;141;1710
Burgos;03AUG2021;39;250;175;1009
Palencia;03AUG2021;6;65;79;558
Cádiz;03AUG2021;176;1021;597;2928
Pontevedra;03AUG2021;63;1312;429;2363
Salamanca;03AUG2021;26;170;74;486
Ourense;03AUG2021;21;668;73;1139
Barcelona;03AUG2021;1271;9390;1686;17550
Albacete;03AUG2021;42;197;88;734
Navarra;03AUG2021;114;852;285;1808
Melilla;03AUG2021;7;113;16;72
Castellón/Castelló;03AUG2021;123;501;121;1048
Palmas, Las;03AUG2021;91;1254;281;2575
Soria;03AUG2021;16;75;26;471
Valladolid;03AUG2021;72;542;197;1213
Lugo;03AUG2021;20;519;98;965
León;03AUG2021;24;309;103;676
Tarragona;03AUG2021;177;978;127;2399
Lleida;03AUG2021;115;801;97;1410
Cáceres;03AUG2021;49;1114;124;1218
Santa Cruz de Tenerife;03AUG2021;149;1205;227;2490
Huesca;03AUG2021;49;220;106;549
Ceuta;03AUG2021;20;160;9;65
Sevilla;03AUG2021;441;2096;618;2746
Valencia/València;03AUG2021;353;1653;854;6425
DESLOCALIZADOS;03AUG2021;457;3381;779;5530
Ciudad Real;03AUG2021;75;339;95;1066
Zamora;03AUG2021;2;76;17;358
Guadalajara;03AUG2021;40;149;79;466
Málaga;03AUG2021;264;973;637;3437
Baleares;03AUG2021;304;2028;543;3617
Gipuzkoa;03AUG2021;110;648;216;2020
Jaén;03AUG2021;83;453;306;1974
Teruel;03AUG2021;18;98;21;146
Zaragoza;03AUG2021;159;596;320;1953
Badajoz;03AUG2021;128;1813;226;2306
Córdoba;03AUG2021;152;942;202;1322
Coruña, A;03AUG2021;93;1354;501;2868
Rioja, La;03AUG2021;48;750;165;983
Cuenca;03AUG2021;11;65;44;496
Cantabria;03AUG2021;21;112;249;1588
Alicante/Alacant;03AUG2021;343;1476;703;4584
Murcia;03AUG2021;164;1098;395;3048
Granada;03AUG2021;73;550;305;1721
Huelva;03AUG2021;65;377;148;1079
Toledo;03AUG2021;107;316;250;1335
Bizkaia;03AUG2021;192;866;360;2970
Zamora;02AUG2021;5;112;67;488
Lugo;02AUG2021;21;287;65;775
Pontevedra;02AUG2021;71;1892;281;1758
Huelva;02AUG2021;72;368;156;1035
Cádiz;02AUG2021;203;1446;232;1461
DESLOCALIZADOS;02AUG2021;486;3874;549;4310
Segovia;02AUG2021;24;216;44;366
Cantabria;02AUG2021;11;132;206;1731
Salamanca;02AUG2021;21;137;75;556
Rioja, La;02AUG2021;36;715;72;622
Ourense;02AUG2021;11;383;35;768
Granada;02AUG2021;74;531;373;2062
Burgos;02AUG2021;39;330;58;703
Asturias;02AUG2021;23;266;260;2934
Jaén;02AUG2021;105;565;157;1027
Toledo;02AUG2021;131;333;195;891
Palmas, Las;02AUG2021;117;1468;195;2088
Valladolid;02AUG2021;89;674;221;1538
Madrid;02AUG2021;2525;17266;1195;9801
Baleares;02AUG2021;305;2287;432;3173
Araba/Álava;02AUG2021;44;250;50;321
Málaga;02AUG2021;270;1167;472;2128
Murcia;02AUG2021;188;1209;262;2608
Castellón/Castelló;02AUG2021;133;593;124;1171
Albacete;02AUG2021;55;212;57;620
Zaragoza;02AUG2021;204;641;371;2453
León;02AUG2021;40;341;152;844
Girona;02AUG2021;208;1529;134;1499
Córdoba;02AUG2021;164;1143;114;944
Guadalajara;02AUG2021;37;152;75;461
Almería;02AUG2021;83;460;150;1502
Navarra;02AUG2021;120;990;166;1495
Teruel;02AUG2021;12;68;39;264
Bizkaia;02AUG2021;156;821;279;2453
Huesca;02AUG2021;54;152;88;620
Melilla;02AUG2021;11;108;1;52
Valencia/València;02AUG2021;396;1871;781;5405
Coruña, A;02AUG2021;78;1360;459;2711
Badajoz;02AUG2021;130;1811;192;1766
Santa Cruz de Tenerife;02AUG2021;164;1206;236;2564
Barcelona;02AUG2021;1691;11894;1592;15025
Cáceres;02AUG2021;50;1099;83;742
Lleida;02AUG2021;136;1011;84;939
Palencia;02AUG2021;11;81;44;240
Alicante/Alacant;02AUG2021;390;1658;385;2644
Sevilla;02AUG2021;514;2404;310;1386
Soria;02AUG2021;15;70;9;157
Ciudad Real;02AUG2021;72;362;119;919
Ceuta;02AUG2021;32;246;16;119
Gipuzkoa;02AUG2021;116;662;176;1758
Cuenca;02AUG2021;18;86;26;233
Tarragona;02AUG2021;187;1168;123;1817
Ávila;02AUG2021;30;133;40;319
Cádiz;01AUG2021;91;450;111;702
Jaén;01AUG2021;73;226;35;297
Murcia;01AUG2021;67;1149;153;1280
Zamora;01AUG2021;6;89;5;58
Navarra;01AUG2021;71;512;293;1766
Zaragoza;01AUG2021;75;324;55;516
Teruel;01AUG2021;9;49;10;124
Baleares;01AUG2021;224;1844;398;2540
Toledo;01AUG2021;55;185;14;221
Madrid;01AUG2021;545;4176;741;5293
Cantabria;01AUG2021;7;91;162;942
Sevilla;01AUG2021;221;944;113;528
Barcelona;01AUG2021;540;4175;434;3895
Castellón/Castelló;01AUG2021;51;200;10;214
Tarragona;01AUG2021;122;532;79;421
Córdoba;01AUG2021;70;393;86;623
Araba/Álava;01AUG2021;28;191;52;769
Asturias;01AUG2021;9;148;209;2124
Málaga;01AUG2021;141;520;207;1283
Girona;01AUG2021;81;492;62;732
Huelva;01AUG2021;24;114;98;499
Soria;01AUG2021;5;50;14;194
Lleida;01AUG2021;65;365;22;196
Pontevedra;01AUG2021;48;610;282;1598
Valencia/València;01AUG2021;103;808;134;1364
Valladolid;01AUG2021;50;264;107;548
Ávila;01AUG2021;10;52;14;199
Ourense;01AUG2021;10;199;53;610
Lugo;01AUG2021;14;150;99;734
Badajoz;01AUG2021;95;930;69;716
Ceuta;01AUG2021;16;170;6;45
Segovia;01AUG2021;9;67;41;310
Palencia;01AUG2021;6;43;31;277
Burgos;01AUG2021;22;123;117;473
Granada;01AUG2021;60;243;60;399
Santa Cruz de Tenerife;01AUG2021;82;517;213;1752
DESLOCALIZADOS;01AUG2021;233;2104;314;2234
Almería;01AUG2021;57;151;202;1433
León;01AUG2021;22;163;22;244
Alicante/Alacant;01AUG2021;168;860;220;1329
Ciudad Real;01AUG2021;47;178;48;297
Coruña, A;01AUG2021;73;666;351;2223
Melilla;01AUG2021;4;61;5;43
Cuenca;01AUG2021;7;45;5;148
Salamanca;01AUG2021;16;88;12;216
Guadalajara;01AUG2021;18;55;22;87
Huesca;01AUG2021;36;118;10;79
Palmas, Las;01AUG2021;75;737;177;1857
Rioja, La;01AUG2021;22;278;60;492
Cáceres;01AUG2021;25;271;87;954
Albacete;01AUG2021;30;132;27;274
Bizkaia;01AUG2021;106;516;317;1906
Gipuzkoa;01AUG2021;53;369;142;1607
Guadalajara;31JUL2021;16;65;57;251
Baleares;31JUL2021;221;2259;470;3284
Soria;31JUL2021;17;76;18;243
Navarra;31JUL2021;106;556;318;1478
Lugo;31JUL2021;38;769;136;955
Segovia;31JUL2021;10;89;46;263
Cáceres;31JUL2021;23;293;130;1094
Asturias;31JUL2021;12;179;294;2480
Badajoz;31JUL2021;79;944;158;1378
Barcelona;31JUL2021;758;6531;641;6418
Teruel;31JUL2021;8;57;31;194
Zaragoza;31JUL2021;91;324;85;851
Lleida;31JUL2021;69;468;49;461
Alicante/Alacant;31JUL2021;213;1117;395;2751
Zamora;31JUL2021;6;84;7;53
Cantabria;31JUL2021;8;77;170;1139
Ceuta;31JUL2021;4;169;1;52
Cuenca;31JUL2021;8;45;60;361
Santa Cruz de Tenerife;31JUL2021;109;715;244;2554
Málaga;31JUL2021;144;478;782;3602
Coruña, A;31JUL2021;89;1732;408;2933
Albacete;31JUL2021;38;149;138;810
Bizkaia;31JUL2021;108;464;428;2878
Toledo;31JUL2021;49;181;118;658
Tarragona;31JUL2021;132;783;71;861
Almería;31JUL2021;50;172;337;2174
Madrid;31JUL2021;555;5660;2064;13983
Salamanca;31JUL2021;27;109;57;392
Araba/Álava;31JUL2021;39;170;66;606
Murcia;31JUL2021;127;1434;364;3032
Córdoba;31JUL2021;102;582;171;1284
Girona;31JUL2021;128;809;98;924
Ourense;31JUL2021;13;549;76;1035
Sevilla;31JUL2021;225;1051;430;2061
Castellón/Castelló;31JUL2021;77;373;54;567
DESLOCALIZADOS;31JUL2021;281;3053;582;4615
Huesca;31JUL2021;37;103;48;306
Palmas, Las;31JUL2021;70;946;251;2467
Rioja, La;31JUL2021;48;311;153;768
Burgos;31JUL2021;31;116;182;1093
Huelva;31JUL2021;22;104;71;499
Gipuzkoa;31JUL2021;74;406;141;1183
León;31JUL2021;23;172;89;512
Jaén;31JUL2021;86;267;195;1790
Valencia/València;31JUL2021;264;1471;587;4518
Palencia;31JUL2021;10;63;66;372
Ciudad Real;31JUL2021;53;192;61;492
Pontevedra;31JUL2021;73;1508;444;2515
Cádiz;31JUL2021;91;488;485;2350
Melilla;31JUL2021;2;70;6;67
Granada;31JUL2021;74;252;81;580
Ávila;31JUL2021;14;71;16;278
Valladolid;31JUL2021;62;360;77;612
Badajoz;30JUL2021;126;1838;175;1989
Alicante/Alacant;30JUL2021;438;1892;655;4411
Pontevedra;30JUL2021;63;1016;571;3140
Málaga;30JUL2021;315;1403;694;3251
Palencia;30JUL2021;11;103;72;586
Salamanca;30JUL2021;22;156;66;537
Burgos;30JUL2021;64;349;185;901
Toledo;30JUL2021;123;379;281;1418
Huesca;30JUL2021;55;184;132;714
Santa Cruz de Tenerife;30JUL2021;180;1262;427;2985
Ceuta;30JUL2021;21;254;7;99
Cuenca;30JUL2021;17;78;68;435
Valencia/València;30JUL2021;475;2196;869;6296
Granada;30JUL2021;95;637;390;2183
Cantabria;30JUL2021;12;142;290;2287
Navarra;30JUL2021;153;997;312;2071
Lugo;30JUL2021;18;215;124;1438
Araba/Álava;30JUL2021;77;299;80;670
Córdoba;30JUL2021;200;1305;222;1316
Ciudad Real;30JUL2021;67;306;104;1109
Barcelona;30JUL2021;1606;13520;1784;15742
Castellón/Castelló;30JUL2021;164;625;146;1284
Asturias;30JUL2021;21;237;388;3484
Cáceres;30JUL2021;44;982;154;1211
Bizkaia;30JUL2021;183;946;407;2842
Teruel;30JUL2021;24;105;39;339
Girona;30JUL2021;248;1666;179;1998
Soria;30JUL2021;23;78;28;274
Jaén;30JUL2021;103;569;200;1644
Madrid;30JUL2021;2532;19199;2767;18537
Melilla;30JUL2021;4;107;7;74
Sevilla;30JUL2021;519;2220;569;2706
Albacete;30JUL2021;61;260;137;829
Segovia;30JUL2021;16;154;55;372
Baleares;30JUL2021;310;2397;620;4550
Murcia;30JUL2021;178;1677;507;3602
Ávila;30JUL2021;25;253;51;293
Zamora;30JUL2021;10;109;67;633
Rioja, La;30JUL2021;60;684;171;835
Almería;30JUL2021;103;419;233;2030
Huelva;30JUL2021;81;365;213;1374
Zaragoza;30JUL2021;226;727;379;2466
Lleida;30JUL2021;113;1015;128;1337
Gipuzkoa;30JUL2021;128;793;231;1956
DESLOCALIZADOS;30JUL2021;517;4702;956;6300
Guadalajara;30JUL2021;35;175;69;514
Valladolid;30JUL2021;88;836;239;1526
Coruña, A;30JUL2021;133;1929;325;2703
Cádiz;30JUL2021;227;1281;618;2815
Palmas, Las;30JUL2021;113;1392;325;2748
