PROVINCIA;FECHA_PRUEBA;N_ANT_POSITIVOS;N_ANT;N_PCR_POSITIVOS;N_PCR
Lleida;15FEB2022;276;1043;107;885
Valencia/València;15FEB2022;745;1616;753;3864
Gipuzkoa;15FEB2022;277;767;102;1488
Ceuta;15FEB2022;52;149;4;56
Valladolid;15FEB2022;185;650;90;740
Ávila;15FEB2022;70;311;21;175
Navarra;15FEB2022;253;1163;122;685
Lugo;15FEB2022;65;432;161;712
Palencia;15FEB2022;89;300;31;165
Granada;15FEB2022;173;491;461;1829
Ciudad Real;15FEB2022;178;689;65;625
Bizkaia;15FEB2022;412;1180;160;1565
DESLOCALIZADOS;15FEB2022;361;1868;261;2087
Cádiz;15FEB2022;304;1051;238;1150
Murcia;15FEB2022;674;3122;318;2109
Huesca;15FEB2022;94;206;46;232
Zaragoza;15FEB2022;251;817;223;1121
Araba/Álava;15FEB2022;118;429;34;634
Alicante/Alacant;15FEB2022;460;1255;519;2815
Girona;15FEB2022;359;1560;112;1407
Jaén;15FEB2022;158;549;238;869
Ourense;15FEB2022;95;695;159;1121
Palmas, Las;15FEB2022;352;1494;259;1530
Burgos;15FEB2022;100;324;38;489
Tarragona;15FEB2022;562;1907;104;1389
Sevilla;15FEB2022;667;2210;286;1313
Santa Cruz de Tenerife;15FEB2022;240;1135;152;1478
Almería;15FEB2022;210;687;253;1209
Toledo;15FEB2022;253;649;152;663
León;15FEB2022;153;652;67;533
Zamora;15FEB2022;56;232;34;190
Rioja, La;15FEB2022;233;1082;17;88
Segovia;15FEB2022;47;225;16;190
Castellón/Castelló;15FEB2022;165;486;110;688
Salamanca;15FEB2022;162;483;53;511
Cáceres;15FEB2022;205;843;246;809
Coruña, A;15FEB2022;266;1485;430;1773
Córdoba;15FEB2022;345;952;180;804
Badajoz;15FEB2022;452;1824;95;614
Córdoba;14FEB2022;430;1079;141;595
Segovia;14FEB2022;120;322;39;320
Baleares;14FEB2022;571;1980;408;2513
Málaga;14FEB2022;487;1145;466;1941
Salamanca;14FEB2022;243;644;26;120
Palmas, Las;14FEB2022;352;1691;258;1417
Valencia/València;14FEB2022;943;2006;845;4305
Araba/Álava;14FEB2022;118;384;29;513
Ourense;14FEB2022;118;774;130;843
Navarra;14FEB2022;322;1384;155;921
Teruel;14FEB2022;82;188;28;150
Zamora;14FEB2022;85;244;40;258
Cuenca;14FEB2022;98;292;21;142
DESLOCALIZADOS;14FEB2022;412;2657;250;1926
Zaragoza;14FEB2022;293;866;321;1238
Coruña, A;14FEB2022;270;1504;367;1553
Burgos;14FEB2022;192;463;60;591
Almería;14FEB2022;211;601;260;1308
Madrid;14FEB2022;3773;14717;1082;8596
Cáceres;14FEB2022;270;1015;155;572
Granada;14FEB2022;183;537;451;1817
Badajoz;14FEB2022;543;2067;102;879
Huelva;14FEB2022;143;505;150;585
Santa Cruz de Tenerife;14FEB2022;270;1307;135;1509
Alicante/Alacant;14FEB2022;577;1405;478;2306
Lleida;14FEB2022;300;1227;112;995
Albacete;14FEB2022;219;681;42;377
Ávila;14FEB2022;88;298;23;184
Pontevedra;14FEB2022;282;1660;298;1315
Cantabria;14FEB2022;202;894;263;1154
Bizkaia;14FEB2022;442;1108;195;1664
Guadalajara;14FEB2022;96;309;23;187
Valladolid;14FEB2022;265;792;92;942
Huesca;14FEB2022;95;234;70;286
Cádiz;14FEB2022;398;1218;216;1188
Murcia;14FEB2022;1005;4073;304;2038
Girona;14FEB2022;492;2311;167;1631
Rioja, La;14FEB2022;229;984;21;112
Palencia;14FEB2022;91;274;36;193
Soria;14FEB2022;31;154;24;167
Ciudad Real;14FEB2022;238;772;79;693
Tarragona;14FEB2022;592;2063;128;1175
Gipuzkoa;14FEB2022;298;831;142;1265
Toledo;14FEB2022;372;915;79;585
Castellón/Castelló;14FEB2022;226;584;126;864
Jaén;14FEB2022;178;596;187;954
Lugo;14FEB2022;76;557;100;650
Asturias;14FEB2022;221;982;495;2837
Melilla;14FEB2022;5;127;13;60
Ceuta;14FEB2022;61;210;9;100
León;14FEB2022;201;747;77;645
Barcelona;14FEB2022;2747;13501;1196;11319
Sevilla;14FEB2022;683;2424;131;804
Melilla;13FEB2022;2;63;5;49
Huesca;13FEB2022;49;112;21;68
Huelva;13FEB2022;27;92;21;79
Pontevedra;13FEB2022;87;672;226;965
Salamanca;13FEB2022;51;169;12;226
Cáceres;13FEB2022;141;418;42;271
Palmas, Las;13FEB2022;126;630;154;881
Segovia;13FEB2022;29;106;8;73
Teruel;13FEB2022;23;87;5;76
Rioja, La;13FEB2022;40;399;8;39
Alicante/Alacant;13FEB2022;128;440;135;692
Zamora;13FEB2022;30;123;14;72
Castellón/Castelló;13FEB2022;59;222;25;232
Valencia/València;13FEB2022;173;527;163;946
Barcelona;13FEB2022;1390;3174;282;2867
Burgos;13FEB2022;26;91;17;204
Cuenca;13FEB2022;47;114;14;88
Araba/Álava;13FEB2022;66;156;29;386
León;13FEB2022;47;260;36;216
Málaga;13FEB2022;93;309;177;885
Ávila;13FEB2022;25;107;8;62
Coruña, A;13FEB2022;126;728;365;1526
Almería;13FEB2022;80;196;170;688
Bizkaia;13FEB2022;215;486;96;843
Madrid;13FEB2022;368;2488;415;3806
Baleares;13FEB2022;444;1236;152;941
Lugo;13FEB2022;33;197;81;461
Toledo;13FEB2022;123;318;16;200
Zaragoza;13FEB2022;58;299;97;481
Gipuzkoa;13FEB2022;200;462;111;746
Girona;13FEB2022;256;607;43;332
Navarra;13FEB2022;141;457;84;440
Granada;13FEB2022;50;152;76;386
Palencia;13FEB2022;38;97;21;147
Asturias;13FEB2022;67;378;542;2384
Ciudad Real;13FEB2022;111;398;24;254
Valladolid;13FEB2022;57;223;34;388
Murcia;13FEB2022;180;972;184;1138
Córdoba;13FEB2022;84;274;33;185
Sevilla;13FEB2022;97;714;55;314
DESLOCALIZADOS;13FEB2022;222;1645;142;1382
Lleida;13FEB2022;215;488;35;171
Cádiz;13FEB2022;59;264;95;545
Albacete;13FEB2022;108;324;8;105
Guadalajara;13FEB2022;46;132;4;50
Badajoz;13FEB2022;307;1108;48;359
Tarragona;13FEB2022;357;777;32;230
Cantabria;13FEB2022;97;316;164;531
Jaén;13FEB2022;74;211;39;222
Ceuta;13FEB2022;48;119;3;15
Soria;13FEB2022;21;87;8;71
Ourense;13FEB2022;82;526;91;422
Santa Cruz de Tenerife;13FEB2022;74;439;101;542
Valladolid;12FEB2022;90;267;26;376
Asturias;12FEB2022;64;381;607;2174
Cádiz;12FEB2022;66;293;126;634
Zaragoza;12FEB2022;61;338;55;438
Badajoz;12FEB2022;246;938;58;385
Jaén;12FEB2022;76;200;101;393
Cuenca;12FEB2022;44;124;12;124
Lleida;12FEB2022;162;409;31;313
Ourense;12FEB2022;43;335;195;1208
Palmas, Las;12FEB2022;105;530;225;1120
Córdoba;12FEB2022;215;411;115;443
Huelva;12FEB2022;26;103;45;191
Valencia/València;12FEB2022;441;1003;414;2278
Zamora;12FEB2022;26;102;4;77
Ceuta;12FEB2022;34;97;6;21
Santa Cruz de Tenerife;12FEB2022;93;500;101;1000
Cáceres;12FEB2022;129;367;64;391
Albacete;12FEB2022;84;270;16;103
Soria;12FEB2022;24;82;15;72
Navarra;12FEB2022;158;444;67;354
Palencia;12FEB2022;34;152;18;136
Melilla;12FEB2022;3;76;7;50
Burgos;12FEB2022;44;147;28;316
Araba/Álava;12FEB2022;81;160;39;275
Coruña, A;12FEB2022;157;863;527;2187
Bizkaia;12FEB2022;236;541;86;872
Tarragona;12FEB2022;324;858;99;714
Girona;12FEB2022;206;566;37;379
DESLOCALIZADOS;12FEB2022;165;1585;249;1917
Almería;12FEB2022;112;209;201;931
Madrid;12FEB2022;275;2619;708;5389
Teruel;12FEB2022;23;71;7;75
Toledo;12FEB2022;127;313;102;383
Lugo;12FEB2022;32;249;86;503
Barcelona;12FEB2022;1153;3151;467;4905
Castellón/Castelló;12FEB2022;117;318;55;431
Ávila;12FEB2022;26;134;13;125
Murcia;12FEB2022;388;1518;301;1909
Ciudad Real;12FEB2022;90;349;25;238
Granada;12FEB2022;75;156;130;624
León;12FEB2022;72;343;44;341
Pontevedra;12FEB2022;110;856;283;1359
Cantabria;12FEB2022;104;342;191;650
Huesca;12FEB2022;52;123;10;102
Málaga;12FEB2022;72;268;302;1589
Alicante/Alacant;12FEB2022;205;621;359;1597
Gipuzkoa;12FEB2022;200;421;99;1356
Rioja, La;12FEB2022;68;341;5;36
Segovia;12FEB2022;26;105;13;97
Salamanca;12FEB2022;50;192;27;214
Baleares;12FEB2022;432;1253;254;1468
Sevilla;12FEB2022;82;457;203;925
Guadalajara;12FEB2022;45;116;4;90
Valladolid;11FEB2022;222;769;102;540
Cuenca;11FEB2022;112;292;35;163
Ceuta;11FEB2022;84;220;5;44
Burgos;11FEB2022;196;434;41;382
DESLOCALIZADOS;11FEB2022;338;2158;309;2231
Granada;11FEB2022;25;72;433;1512
Sevilla;11FEB2022;85;337;322;1241
Madrid;11FEB2022;3182;11797;1450;8559
Salamanca;11FEB2022;203;578;36;238
Huelva;11FEB2022;13;28;122;491
Ciudad Real;11FEB2022;246;755;87;569
León;11FEB2022;189;808;84;552
Córdoba;11FEB2022;33;137;145;566
Murcia;11FEB2022;949;3649;351;1757
Huesca;11FEB2022;112;237;80;335
Melilla;11FEB2022;3;94;15;61
Alicante/Alacant;11FEB2022;561;1458;574;2288
Palencia;11FEB2022;94;308;45;195
Zaragoza;11FEB2022;306;870;292;1105
Cantabria;11FEB2022;274;972;315;1259
Palmas, Las;11FEB2022;272;1295;257;1368
Pontevedra;11FEB2022;293;1632;399;1652
Coruña, A;11FEB2022;262;1606;432;1729
Rioja, La;11FEB2022;198;806;47;128
Cádiz;11FEB2022;36;132;328;1129
Santa Cruz de Tenerife;11FEB2022;241;1227;169;1521
Valencia/València;11FEB2022;839;2070;852;3678
Lugo;11FEB2022;98;665;145;557
Tarragona;11FEB2022;513;1764;153;1404
Baleares;11FEB2022;615;2014;344;1872
Asturias;11FEB2022;178;778;904;2928
Guadalajara;11FEB2022;104;277;27;165
Girona;11FEB2022;366;1358;172;1636
Málaga;11FEB2022;74;205;757;2476
Ourense;11FEB2022;121;839;111;838
Jaén;11FEB2022;42;75;207;769
Lleida;11FEB2022;268;948;118;1086
Castellón/Castelló;11FEB2022;250;605;155;803
Badajoz;11FEB2022;560;2114;104;588
Zamora;11FEB2022;87;259;49;324
Araba/Álava;11FEB2022;161;415;72;327
Gipuzkoa;11FEB2022;351;887;164;1359
Toledo;11FEB2022;293;827;72;451
Ávila;11FEB2022;89;310;26;115
Soria;11FEB2022;43;158;26;135
Navarra;11FEB2022;325;1200;123;670
Cáceres;11FEB2022;257;913;168;599
Segovia;11FEB2022;89;244;17;214
Teruel;11FEB2022;78;188;19;150
Barcelona;11FEB2022;2416;9336;1234;10694
Bizkaia;11FEB2022;491;1282;335;1611
Almería;11FEB2022;19;77;360;1298
Albacete;11FEB2022;252;710;34;327
Toledo;10FEB2022;313;800;100;482
Albacete;10FEB2022;278;779;46;262
Huesca;10FEB2022;111;246;67;235
Guadalajara;10FEB2022;138;307;19;113
Lugo;10FEB2022;110;608;136;740
Melilla;10FEB2022;11;105;13;58
Cantabria;10FEB2022;238;836;392;1238
Coruña, A;10FEB2022;287;1687;697;2389
Ávila;10FEB2022;89;294;20;110
Girona;10FEB2022;444;1526;152;1335
Cáceres;10FEB2022;299;925;150;562
Zaragoza;10FEB2022;334;886;274;948
Sevilla;10FEB2022;708;2076;303;997
Cádiz;10FEB2022;321;1051;387;1177
Madrid;10FEB2022;3420;12553;1443;7894
Palencia;10FEB2022;80;271;27;127
Valencia/València;10FEB2022;1009;2217;936;3628
Córdoba;10FEB2022;382;1002;174;531
Burgos;10FEB2022;171;422;56;347
Alicante/Alacant;10FEB2022;716;1558;647;2075
Gipuzkoa;10FEB2022;378;881;228;1236
Navarra;10FEB2022;350;1272;193;795
Ciudad Real;10FEB2022;281;891;78;385
Segovia;10FEB2022;71;197;24;116
Castellón/Castelló;10FEB2022;250;604;167;682
Rioja, La;10FEB2022;321;883;22;83
Ourense;10FEB2022;141;889;246;1730
León;10FEB2022;177;681;94;456
Soria;10FEB2022;47;164;20;97
Ceuta;10FEB2022;68;197;2;30
Huelva;10FEB2022;178;534;142;509
Tarragona;10FEB2022;647;2061;157;1144
Bizkaia;10FEB2022;577;1335;216;1339
Málaga;10FEB2022;441;1248;874;2367
Teruel;10FEB2022;77;204;23;100
Pontevedra;10FEB2022;293;1689;531;1919
Palmas, Las;10FEB2022;318;1509;220;1190
Barcelona;10FEB2022;2932;11221;1381;10774
Araba/Álava;10FEB2022;170;437;58;512
Salamanca;10FEB2022;213;544;62;364
Jaén;10FEB2022;218;640;267;852
Valladolid;10FEB2022;300;816;99;632
Murcia;10FEB2022;1045;3774;394;1612
Cuenca;10FEB2022;109;314;26;185
Santa Cruz de Tenerife;10FEB2022;265;1288;176;1544
Almería;10FEB2022;227;654;426;1327
Baleares;10FEB2022;790;2278;336;1617
Asturias;10FEB2022;195;861;894;3111
DESLOCALIZADOS;10FEB2022;482;2507;370;2204
Lleida;10FEB2022;358;1219;139;805
Granada;10FEB2022;163;484;486;1494
Zamora;10FEB2022;70;238;34;172
Badajoz;10FEB2022;604;2107;121;447
Badajoz;09FEB2022;755;2326;107;609
Zaragoza;09FEB2022;390;986;277;1139
Rioja, La;09FEB2022;254;991;41;118
Huelva;09FEB2022;260;666;115;636
Málaga;09FEB2022;582;1321;945;2724
Córdoba;09FEB2022;506;1200;156;555
Santa Cruz de Tenerife;09FEB2022;300;1331;224;1953
Cuenca;09FEB2022;99;299;51;168
Soria;09FEB2022;57;193;57;206
Granada;09FEB2022;215;518;551;1599
Lleida;09FEB2022;374;1644;107;925
DESLOCALIZADOS;09FEB2022;539;2802;352;2363
Bizkaia;09FEB2022;635;1511;268;1452
Cantabria;09FEB2022;311;1016;498;1362
Palmas, Las;09FEB2022;367;1527;273;1343
Pontevedra;09FEB2022;301;1498;498;1807
Ciudad Real;09FEB2022;296;847;91;554
Tarragona;09FEB2022;732;2607;164;1447
Toledo;09FEB2022;363;848;125;525
Cáceres;09FEB2022;347;974;139;555
Salamanca;09FEB2022;228;584;39;267
Navarra;09FEB2022;417;1295;145;650
Melilla;09FEB2022;8;118;22;90
Araba/Álava;09FEB2022;209;485;48;645
Segovia;09FEB2022;91;243;14;175
Guadalajara;09FEB2022;177;399;29;179
Teruel;09FEB2022;111;254;54;165
Madrid;09FEB2022;4003;14272;1740;9453
León;09FEB2022;202;779;102;554
Asturias;09FEB2022;264;982;779;3140
Valencia/València;09FEB2022;1260;2427;1162;4578
Zamora;09FEB2022;71;230;47;241
Ceuta;09FEB2022;61;195;9;40
Palencia;09FEB2022;107;352;29;132
Almería;09FEB2022;335;808;287;1218
Ávila;09FEB2022;98;292;29;161
Barcelona;09FEB2022;3492;13779;1527;11540
Huesca;09FEB2022;151;319;83;251
Coruña, A;09FEB2022;357;1739;677;2510
Girona;09FEB2022;547;2178;139;1389
Albacete;09FEB2022;321;755;46;347
Burgos;09FEB2022;169;479;50;416
Murcia;09FEB2022;1251;4195;468;2442
Ourense;09FEB2022;137;919;257;1267
Valladolid;09FEB2022;291;782;94;864
Lugo;09FEB2022;163;735;161;778
Jaén;09FEB2022;289;702;204;662
Gipuzkoa;09FEB2022;446;1000;246;1808
Sevilla;09FEB2022;771;2444;258;1054
Baleares;09FEB2022;818;2439;340;2140
Alicante/Alacant;09FEB2022;843;1731;726;2792
Castellón/Castelló;09FEB2022;308;676;169;878
Cádiz;09FEB2022;323;1139;306;1237
Palmas, Las;08FEB2022;295;1268;301;1764
Baleares;08FEB2022;763;2180;412;2405
Bizkaia;08FEB2022;657;1606;378;2049
Rioja, La;08FEB2022;337;1146;46;175
Asturias;08FEB2022;279;1007;1025;3998
Zaragoza;08FEB2022;412;1071;382;1453
Granada;08FEB2022;228;604;540;1881
Valencia/València;08FEB2022;1270;2388;1252;4789
Teruel;08FEB2022;106;225;18;125
Barcelona;08FEB2022;3896;14961;1631;13679
DESLOCALIZADOS;08FEB2022;585;2619;395;2258
Lugo;08FEB2022;101;560;171;845
Coruña, A;08FEB2022;363;1837;701;2503
Málaga;08FEB2022;569;1341;714;2669
Madrid;08FEB2022;4669;14614;1950;11163
Ceuta;08FEB2022;70;204;8;63
Guadalajara;08FEB2022;189;423;42;210
Sevilla;08FEB2022;898;2470;346;1544
Araba/Álava;08FEB2022;212;550;77;590
Castellón/Castelló;08FEB2022;365;727;217;972
Alicante/Alacant;08FEB2022;863;1759;898;3519
Huesca;08FEB2022;136;319;69;319
León;08FEB2022;246;873;109;621
Burgos;08FEB2022;176;481;95;737
Badajoz;08FEB2022;775;2333;150;752
Girona;08FEB2022;570;2027;184;1683
Huelva;08FEB2022;169;490;139;626
Zamora;08FEB2022;73;245;46;212
Soria;08FEB2022;45;191;21;122
Valladolid;08FEB2022;291;816;113;846
Cuenca;08FEB2022;113;335;46;263
Almería;08FEB2022;385;889;465;1614
Jaén;08FEB2022;247;665;341;1210
Albacete;08FEB2022;367;827;99;498
Cantabria;08FEB2022;330;1076;548;1558
Murcia;08FEB2022;1165;4106;677;2949
Ávila;08FEB2022;110;368;50;182
Navarra;08FEB2022;340;1359;220;958
Tarragona;08FEB2022;918;3030;198;1797
Salamanca;08FEB2022;234;608;58;435
Santa Cruz de Tenerife;08FEB2022;216;912;217;1765
Toledo;08FEB2022;451;1060;202;884
Lleida;08FEB2022;456;1640;168;1205
Cáceres;08FEB2022;352;1074;343;1283
Pontevedra;08FEB2022;337;1688;589;2474
Melilla;08FEB2022;11;138;17;80
Ourense;08FEB2022;164;869;159;1058
Segovia;08FEB2022;77;228;25;214
Cádiz;08FEB2022;375;1205;414;1561
Gipuzkoa;08FEB2022;503;1165;268;2015
Ciudad Real;08FEB2022;279;886;154;745
Córdoba;08FEB2022;532;1262;167;555
Palencia;08FEB2022;112;399;57;204
Cádiz;07FEB2022;357;1325;331;1459
Toledo;07FEB2022;584;1318;140;711
Barcelona;07FEB2022;5122;19559;2032;15293
Gipuzkoa;07FEB2022;617;1285;167;1278
Palmas, Las;07FEB2022;487;2004;290;1455
Murcia;07FEB2022;1676;5578;441;2079
Lleida;07FEB2022;579;2172;182;1301
Huelva;07FEB2022;194;563;179;707
Burgos;07FEB2022;331;674;33;247
Cáceres;07FEB2022;438;1280;104;586
Ávila;07FEB2022;141;335;26;196
Pontevedra;07FEB2022;424;2002;350;1514
Melilla;07FEB2022;14;153;20;53
Sevilla;07FEB2022;727;2610;180;917
Albacete;07FEB2022;420;978;47;375
Araba/Álava;07FEB2022;234;589;54;696
Bizkaia;07FEB2022;803;1734;289;1837
Salamanca;07FEB2022;420;952;46;367
DESLOCALIZADOS;07FEB2022;693;3469;375;2328
Asturias;07FEB2022;302;1181;840;3269
Baleares;07FEB2022;976;2781;526;2681
Málaga;07FEB2022;452;1243;483;1935
León;07FEB2022;328;1041;117;676
Teruel;07FEB2022;111;258;30;145
Valladolid;07FEB2022;404;1028;106;930
Valencia/València;07FEB2022;1630;3025;1256;5027
Madrid;07FEB2022;6119;19974;1790;10620
Ceuta;07FEB2022;86;280;6;82
Badajoz;07FEB2022;1001;2911;145;843
Guadalajara;07FEB2022;189;436;37;234
Ourense;07FEB2022;157;944;190;907
Santa Cruz de Tenerife;07FEB2022;399;1607;196;1915
Palencia;07FEB2022;128;333;39;191
Segovia;07FEB2022;84;256;19;289
Zaragoza;07FEB2022;493;1136;471;1541
Rioja, La;07FEB2022;335;1327;22;131
Castellón/Castelló;07FEB2022;392;877;244;1064
Navarra;07FEB2022;594;1827;291;1143
Almería;07FEB2022;361;864;388;1512
Soria;07FEB2022;85;242;41;193
Coruña, A;07FEB2022;523;2162;462;1828
Huesca;07FEB2022;177;362;109;403
Zamora;07FEB2022;88;273;62;291
Ciudad Real;07FEB2022;359;1035;104;772
Girona;07FEB2022;714;2764;263;2083
Alicante/Alacant;07FEB2022;1023;2049;953;3264
Tarragona;07FEB2022;940;3146;232;1676
Cantabria;07FEB2022;441;1447;517;1541
Córdoba;07FEB2022;582;1326;185;734
Lugo;07FEB2022;148;695;123;833
Cuenca;07FEB2022;195;471;23;142
Jaén;07FEB2022;306;821;286;970
Granada;07FEB2022;205;537;577;2088
Castellón/Castelló;06FEB2022;135;312;52;256
Navarra;06FEB2022;244;568;66;371
Bizkaia;06FEB2022;502;938;203;1019
Pontevedra;06FEB2022;168;898;327;1431
Huesca;06FEB2022;60;137;12;56
Cuenca;06FEB2022;102;234;23;139
Toledo;06FEB2022;241;459;18;202
Baleares;06FEB2022;734;1837;277;1366
Cádiz;06FEB2022;93;365;116;623
Burgos;06FEB2022;35;112;26;185
Gipuzkoa;06FEB2022;365;722;210;1138
Valladolid;06FEB2022;114;284;37;403
Zaragoza;06FEB2022;103;314;146;600
Cáceres;06FEB2022;168;487;37;276
Salamanca;06FEB2022;97;217;9;225
Murcia;06FEB2022;333;1524;280;1273
Rioja, La;06FEB2022;64;380;7;29
Almería;06FEB2022;146;278;254;900
León;06FEB2022;79;300;29;167
Lugo;06FEB2022;45;216;123;526
Ceuta;06FEB2022;57;155;5;20
Araba/Álava;06FEB2022;168;294;64;439
Ciudad Real;06FEB2022;209;546;25;227
Guadalajara;06FEB2022;100;194;11;55
Ourense;06FEB2022;84;571;143;909
Ávila;06FEB2022;53;143;12;67
Girona;06FEB2022;438;894;39;327
Lleida;06FEB2022;325;679;47;207
Segovia;06FEB2022;45;125;9;71
Palencia;06FEB2022;32;125;26;150
Granada;06FEB2022;77;189;95;423
Soria;06FEB2022;29;117;17;105
Teruel;06FEB2022;45;99;23;91
Albacete;06FEB2022;183;412;13;115
Jaén;06FEB2022;113;315;86;346
Melilla;06FEB2022;5;68;8;49
Palmas, Las;06FEB2022;165;690;153;784
Zamora;06FEB2022;37;111;10;64
Tarragona;06FEB2022;650;1183;45;282
Asturias;06FEB2022;67;417;771;2607
Madrid;06FEB2022;684;3717;630;4350
Badajoz;06FEB2022;481;1394;47;319
Santa Cruz de Tenerife;06FEB2022;73;429;120;890
Alicante/Alacant;06FEB2022;212;588;273;903
Córdoba;06FEB2022;117;366;26;187
Coruña, A;06FEB2022;218;1174;630;2268
Barcelona;06FEB2022;2705;5739;546;3782
Málaga;06FEB2022;129;327;207;1119
Cantabria;06FEB2022;191;471;286;691
Huelva;06FEB2022;40;102;12;107
Valencia/València;06FEB2022;288;730;261;1242
DESLOCALIZADOS;06FEB2022;293;1650;192;1180
Sevilla;06FEB2022;160;790;64;371
Santa Cruz de Tenerife;05FEB2022;124;575;169;1116
DESLOCALIZADOS;05FEB2022;321;2032;290;1766
Navarra;05FEB2022;292;603;85;444
Soria;05FEB2022;31;107;10;71
Cantabria;05FEB2022;254;598;375;999
Alicante/Alacant;05FEB2022;406;914;430;1530
Girona;05FEB2022;417;955;93;638
Valladolid;05FEB2022;114;303;32;344
Ávila;05FEB2022;66;181;23;136
Pontevedra;05FEB2022;154;991;560;1955
Zaragoza;05FEB2022;141;400;83;466
Salamanca;05FEB2022;81;200;36;230
Segovia;05FEB2022;47;157;9;102
Palencia;05FEB2022;63;159;27;159
Badajoz;05FEB2022;484;1261;109;549
Baleares;05FEB2022;696;1780;249;1291
Málaga;05FEB2022;123;336;265;1551
Lugo;05FEB2022;65;423;130;596
Rioja, La;05FEB2022;144;510;15;62
Sevilla;05FEB2022;146;570;201;1022
Coruña, A;05FEB2022;243;1237;662;2603
Ceuta;05FEB2022;68;165;4;28
Bizkaia;05FEB2022;451;947;323;1353
Jaén;05FEB2022;143;301;177;818
Castellón/Castelló;05FEB2022;240;503;82;445
Barcelona;05FEB2022;2306;6441;787;5679
Ciudad Real;05FEB2022;185;524;25;218
Gipuzkoa;05FEB2022;483;870;227;1002
Murcia;05FEB2022;670;2208;331;1883
Zamora;05FEB2022;27;98;15;61
Albacete;05FEB2022;157;367;15;143
Cáceres;05FEB2022;192;450;151;567
Lleida;05FEB2022;332;716;61;362
Palmas, Las;05FEB2022;180;782;226;1274
Guadalajara;05FEB2022;94;189;5;131
Toledo;05FEB2022;190;493;123;421
Valencia/València;05FEB2022;669;1373;640;2670
Cádiz;05FEB2022;75;340;110;592
Ourense;05FEB2022;50;353;149;954
Asturias;05FEB2022;85;360;907;3313
Teruel;05FEB2022;36;86;18;77
Granada;05FEB2022;96;210;145;627
Burgos;05FEB2022;70;170;51;547
Almería;05FEB2022;135;240;302;1011
Tarragona;05FEB2022;583;1500;157;1050
Córdoba;05FEB2022;273;516;140;526
León;05FEB2022;120;481;66;369
Melilla;05FEB2022;8;79;16;76
Madrid;05FEB2022;647;3944;1207;6723
Huelva;05FEB2022;38;130;62;232
Huesca;05FEB2022;76;167;24;110
